id,obs_id,choice,chosen_alt,train_av,sm_av,car_av,train_tt_scaled,sm_tt_scaled,car_tt_scaled,train_cost_scaled,sm_cost_scaled,car_co_scaled,train_he_scaled,sm_he_scaled,sm_seats_scaled,purpose,first,ticket,who,luggage,age,male,income,ga,origin,dest
322,1877,1,TRAIN,1,1,1,3.41,1.57,2.7,0.0,0.0,1.23,0.6,0.2,0.0,2,0,6,1,2,5,0,4,1,25,1
322,1878,1,TRAIN,1,1,1,2.86,1.49,2.7,0.0,0.0,0.76,1.2,0.1,0.0,2,0,6,1,2,5,0,4,1,25,1
322,1879,1,TRAIN,1,1,1,2.58,1.67,2.16,0.0,0.0,0.95,1.2,0.1,0.0,2,0,6,1,2,5,0,4,1,25,1
322,1880,1,TRAIN,1,1,1,2.58,1.67,2.7,0.0,0.0,0.95,0.3,0.3,0.0,2,0,6,1,2,5,0,4,1,25,1
322,1881,1,TRAIN,1,1,1,3.41,1.49,2.16,0.0,0.0,0.95,0.6,0.1,0.0,2,0,6,1,2,5,0,4,1,25,1
323,1882,2,SM,1,1,1,0.82,0.27,0.91,0.0,0.0,0.55,1.2,0.2,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1883,1,TRAIN,1,1,1,0.75,0.24,0.91,0.0,0.0,0.71,0.3,0.1,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1884,1,TRAIN,1,1,1,0.96,0.31,0.91,0.0,0.0,0.44,0.6,0.3,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1885,1,TRAIN,1,1,1,0.75,0.27,0.56,0.0,0.0,0.44,0.3,0.2,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1886,1,TRAIN,1,1,1,0.96,0.27,0.7,0.0,0.0,0.71,0.6,0.2,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1887,2,SM,1,1,1,0.82,0.24,0.7,0.0,0.0,0.44,1.2,0.1,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1888,2,SM,1,1,1,0.75,0.31,0.56,0.0,0.0,0.55,1.2,0.1,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1889,1,TRAIN,1,1,1,0.75,0.31,0.7,0.0,0.0,0.55,0.3,0.3,0.0,2,0,6,2,1,3,0,3,1,22,2
323,1890,1,TRAIN,1,1,1,0.96,0.24,0.56,0.0,0.0,0.55,0.6,0.1,0.0,2,0,6,2,1,3,0,3,1,22,2
324,1891,2,SM,1,1,0,1.55,1.0,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1892,2,SM,1,1,0,1.41,0.97,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1893,2,SM,1,1,0,1.83,1.04,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1894,1,TRAIN,1,1,0,1.41,1.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1895,2,SM,1,1,0,1.83,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1896,2,SM,1,1,0,1.55,0.97,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1897,2,SM,1,1,0,1.41,1.04,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1898,1,TRAIN,1,1,0,1.41,1.04,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,6,2,1,1,0,4,1,23,2
324,1899,2,SM,1,1,0,1.83,0.97,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,6,2,1,1,0,4,1,23,2
325,1900,1,TRAIN,1,1,0,1.32,0.77,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1901,2,SM,1,1,0,1.25,0.74,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1902,1,TRAIN,1,1,0,1.46,0.81,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1903,1,TRAIN,1,1,0,1.25,0.77,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1904,1,TRAIN,1,1,0,1.46,0.77,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1905,1,TRAIN,1,1,0,1.32,0.74,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1906,1,TRAIN,1,1,0,1.25,0.81,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1907,1,TRAIN,1,1,0,1.25,0.81,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,1,1,1,0,1,1,1,2
325,1908,1,TRAIN,1,1,0,1.46,0.74,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,1,1,1,0,1,1,1,2
326,1909,2,SM,1,1,1,1.44,0.89,1.17,0.0,0.0,0.5,1.2,0.2,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1910,2,SM,1,1,1,1.32,0.86,1.17,0.0,0.0,0.65,0.3,0.1,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1911,1,TRAIN,1,1,1,1.67,0.93,1.17,0.0,0.0,0.4,0.6,0.3,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1912,1,TRAIN,1,1,1,1.32,0.89,0.72,0.0,0.0,0.4,0.3,0.2,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1913,1,TRAIN,1,1,1,1.67,0.89,0.9,0.0,0.0,0.65,0.6,0.2,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1914,1,TRAIN,1,1,1,1.44,0.86,0.9,0.0,0.0,0.4,1.2,0.1,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1915,1,TRAIN,1,1,1,1.32,0.93,0.72,0.0,0.0,0.5,1.2,0.1,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1916,1,TRAIN,1,1,1,1.32,0.93,0.9,0.0,0.0,0.5,0.3,0.3,0.0,2,0,7,1,1,1,1,1,1,1,2
326,1917,1,TRAIN,1,1,1,1.67,0.86,0.72,0.0,0.0,0.5,0.6,0.1,0.0,2,0,7,1,1,1,1,1,1,1,2
327,1918,2,SM,1,1,0,1.11,0.41,0.0,0.0,0.0,0.0,1.2,0.3,1.0,2,0,7,1,1,1,1,1,1,1,17
327,1919,2,SM,1,1,0,0.9,0.44,0.0,0.0,0.0,0.0,1.2,0.3,0.0,2,0,7,1,1,1,1,1,1,1,17
327,1920,2,SM,1,1,0,1.11,0.48,0.0,0.0,0.0,0.0,1.2,0.2,1.0,2,0,7,1,1,1,1,1,1,1,17
327,1921,1,TRAIN,1,1,0,0.97,0.48,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,1,1,1,1,1,1,1,17
327,1922,2,SM,1,1,0,0.97,0.48,0.0,0.0,0.0,0.0,1.2,0.3,0.0,2,0,7,1,1,1,1,1,1,1,17
327,1923,1,TRAIN,1,1,0,0.9,0.48,0.0,0.0,0.0,0.0,0.6,0.2,1.0,2,0,7,1,1,1,1,1,1,1,17
327,1924,2,SM,1,1,0,0.9,0.44,0.0,0.0,0.0,0.0,0.6,0.1,1.0,2,0,7,1,1,1,1,1,1,1,17
327,1925,2,SM,1,1,0,0.9,0.41,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,1,1,1,1,1,1,1,17
327,1926,1,TRAIN,1,1,0,0.97,0.48,0.0,0.0,0.0,0.0,0.3,0.2,1.0,2,0,7,1,1,1,1,1,1,1,17
328,1927,2,SM,1,1,1,0.75,0.56,0.65,0.0,0.0,0.25,1.2,0.2,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1928,2,SM,1,1,1,0.7,0.54,0.65,0.0,0.0,0.32,0.3,0.1,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1929,1,TRAIN,1,1,1,0.85,0.59,0.65,0.0,0.0,0.2,0.6,0.3,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1930,1,TRAIN,1,1,1,0.7,0.56,0.4,0.0,0.0,0.2,0.3,0.2,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1931,1,TRAIN,1,1,1,0.85,0.56,0.5,0.0,0.0,0.32,0.6,0.2,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1932,3,CAR,1,1,1,0.75,0.54,0.5,0.0,0.0,0.2,1.2,0.1,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1933,3,CAR,1,1,1,0.7,0.59,0.4,0.0,0.0,0.25,1.2,0.1,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1934,1,TRAIN,1,1,1,0.7,0.59,0.5,0.0,0.0,0.25,0.3,0.3,0.0,2,0,7,1,1,1,1,1,1,1,17
328,1935,1,TRAIN,1,1,1,0.85,0.54,0.4,0.0,0.0,0.25,0.6,0.1,0.0,2,0,7,1,1,1,1,1,1,1,17
329,1936,1,TRAIN,1,1,0,2.02,1.26,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,1,1,1,1,1,1,17,2
329,1937,1,TRAIN,1,1,0,2.02,1.22,0.0,0.0,0.0,0.0,1.2,0.1,1.0,2,0,7,1,1,1,1,1,1,17,2
329,1938,1,TRAIN,1,1,0,2.02,1.19,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,1,1,1,1,1,1,17,2
329,1939,1,TRAIN,1,1,0,1.59,1.19,0.0,0.0,0.0,0.0,0.6,0.3,1.0,2,0,7,1,1,1,1,1,1,17,2
329,1940,1,TRAIN,1,1,0,1.73,1.19,0.0,0.0,0.0,0.0,0.3,0.3,1.0,2,0,7,1,1,1,1,1,1,17,2
329,1941,1,TRAIN,1,1,0,1.73,1.22,0.0,0.0,0.0,0.0,0.3,0.1,1.0,2,0,7,1,1,1,1,1,1,17,2
329,1942,2,SM,1,1,0,1.73,1.19,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,1,1,1,1,1,1,17,2
329,1943,1,TRAIN,1,1,0,2.02,1.22,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,1,1,1,1,1,1,17,2
329,1944,1,TRAIN,1,1,0,1.73,1.22,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,1,1,1,1,1,1,17,2
330,1945,2,SM,1,1,0,1.63,0.82,0.0,0.0,0.0,0.0,1.2,0.3,1.0,2,0,7,1,1,2,1,1,1,2,9
330,1946,2,SM,1,1,0,1.29,0.85,0.0,0.0,0.0,0.0,1.2,0.3,0.0,2,0,7,1,1,2,1,1,1,2,9
330,1947,2,SM,1,1,0,1.63,0.89,0.0,0.0,0.0,0.0,1.2,0.2,1.0,2,0,7,1,1,2,1,1,1,2,9
330,1948,2,SM,1,1,0,1.4,0.89,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,1,1,2,1,1,1,2,9
330,1949,2,SM,1,1,0,1.4,0.89,0.0,0.0,0.0,0.0,1.2,0.3,0.0,2,0,7,1,1,2,1,1,1,2,9
330,1950,2,SM,1,1,0,1.29,0.89,0.0,0.0,0.0,0.0,0.6,0.2,1.0,2,0,7,1,1,2,1,1,1,2,9
330,1951,2,SM,1,1,0,1.29,0.85,0.0,0.0,0.0,0.0,0.6,0.1,1.0,2,0,7,1,1,2,1,1,1,2,9
330,1952,2,SM,1,1,0,1.29,0.82,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,1,1,2,1,1,1,2,9
330,1953,2,SM,1,1,0,1.4,0.89,0.0,0.0,0.0,0.0,0.3,0.2,1.0,2,0,7,1,1,2,1,1,1,2,9
331,1954,1,TRAIN,1,1,0,1.3,0.62,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,1,1,5,0,1,1,17,1
331,1955,1,TRAIN,1,1,0,1.3,0.58,0.0,0.0,0.0,0.0,1.2,0.1,1.0,2,0,7,1,1,5,0,1,1,17,1
331,1956,1,TRAIN,1,1,0,1.3,0.55,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,1,1,5,0,1,1,17,1
331,1957,1,TRAIN,1,1,0,1.01,0.55,0.0,0.0,0.0,0.0,0.6,0.3,1.0,2,0,7,1,1,5,0,1,1,17,1
331,1958,1,TRAIN,1,1,0,1.11,0.55,0.0,0.0,0.0,0.0,0.3,0.3,1.0,2,0,7,1,1,5,0,1,1,17,1
331,1959,1,TRAIN,1,1,0,1.11,0.58,0.0,0.0,0.0,0.0,0.3,0.1,1.0,2,0,7,1,1,5,0,1,1,17,1
331,1960,2,SM,1,1,0,1.11,0.55,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,1,1,5,0,1,1,17,1
331,1961,2,SM,1,1,0,1.3,0.58,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,1,1,5,0,1,1,17,1
331,1962,1,TRAIN,1,1,0,1.11,0.58,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,1,1,5,0,1,1,17,1
332,1963,2,SM,1,1,0,1.39,0.86,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1964,2,SM,1,1,0,1.26,0.83,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1965,1,TRAIN,1,1,0,1.65,0.9,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1966,1,TRAIN,1,1,0,1.26,0.86,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1967,1,TRAIN,1,1,0,1.65,0.86,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1968,1,TRAIN,1,1,0,1.39,0.83,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1969,1,TRAIN,1,1,0,1.26,0.9,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1970,1,TRAIN,1,1,0,1.26,0.9,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,1,1,1,0,4,1,17,3
332,1971,1,TRAIN,1,1,0,1.65,0.83,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,1,1,1,0,4,1,17,3
333,1972,2,SM,1,1,0,0.96,0.43,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1973,2,SM,1,1,0,0.88,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1974,2,SM,1,1,0,1.12,0.47,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1975,1,TRAIN,1,1,0,0.88,0.43,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1976,2,SM,1,1,0,1.12,0.43,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1977,1,TRAIN,1,1,0,0.96,0.4,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1978,2,SM,1,1,0,0.88,0.47,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1979,1,TRAIN,1,1,0,0.88,0.47,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,2,0,1,0,1,1,17,1
333,1980,2,SM,1,1,0,1.12,0.4,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,2,0,1,0,1,1,17,1
334,1981,2,SM,1,1,0,1.02,0.49,0.0,0.0,0.0,0.0,1.2,0.2,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1982,2,SM,1,1,0,0.95,0.46,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1983,1,TRAIN,1,1,0,1.16,0.53,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1984,1,TRAIN,1,1,0,0.95,0.49,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1985,2,SM,1,1,0,1.16,0.49,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1986,1,TRAIN,1,1,0,1.02,0.46,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1987,1,TRAIN,1,1,0,0.95,0.53,0.0,0.0,0.0,0.0,1.2,0.1,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1988,1,TRAIN,1,1,0,0.95,0.53,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,2,1,1,0,1,1,17,1
334,1989,2,SM,1,1,0,1.16,0.46,0.0,0.0,0.0,0.0,0.6,0.1,0.0,2,0,7,2,1,1,0,1,1,17,1
335,1990,2,SM,1,1,1,1.71,0.93,1.0,0.0,0.0,0.32,0.3,0.1,0.0,2,0,7,2,1,1,1,1,1,2,1
335,1991,1,TRAIN,1,1,1,1.71,0.89,1.3,0.0,0.0,0.52,1.2,0.1,1.0,2,0,7,2,1,1,1,1,1,2,1
335,1992,1,TRAIN,1,1,1,1.71,0.86,1.3,0.0,0.0,0.4,0.3,0.2,0.0,2,0,7,2,1,1,1,1,1,2,1
335,1993,1,TRAIN,1,1,1,1.31,0.86,0.8,0.0,0.0,0.52,0.6,0.3,1.0,2,0,7,2,1,1,1,1,1,2,1
335,1994,1,TRAIN,1,1,1,1.44,0.86,1.3,0.0,0.0,0.32,0.3,0.3,1.0,2,0,7,2,1,1,1,1,1,2,1
335,1995,2,SM,1,1,1,1.44,0.89,0.8,0.0,0.0,0.4,0.3,0.1,1.0,2,0,7,2,1,1,1,1,1,2,1
335,1996,2,SM,1,1,1,1.44,0.86,0.8,0.0,0.0,0.32,0.6,0.2,0.0,2,0,7,2,1,1,1,1,1,2,1
335,1997,2,SM,1,1,1,1.71,0.89,0.8,0.0,0.0,0.52,0.3,0.3,0.0,2,0,7,2,1,1,1,1,1,2,1
335,1998,1,TRAIN,1,1,1,1.44,0.89,1.0,0.0,0.0,0.4,0.6,0.3,0.0,2,0,7,2,1,1,1,1,1,2,1
336,1999,2,SM,1,1,0,1.26,0.87,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2,0,7,2,1,1,1,1,1,25,23
336,2000,2,SM,1,1,0,1.26,0.85,0.0,0.0,0.0,0.0,1.2,0.1,1.0,2,0,7,2,1,1,1,1,1,25,23
336,2001,1,TRAIN,1,1,0,1.26,0.83,0.0,0.0,0.0,0.0,0.3,0.2,0.0,2,0,7,2,1,1,1,1,1,25,23
336,2002,2,SM,1,1,0,1.0,0.83,0.0,0.0,0.0,0.0,0.6,0.3,1.0,2,0,7,2,1,1,1,1,1,25,23
336,2003,1,TRAIN,1,1,0,1.09,0.83,0.0,0.0,0.0,0.0,0.3,0.3,1.0,2,0,7,2,1,1,1,1,1,25,23
336,2004,1,TRAIN,1,1,0,1.09,0.85,0.0,0.0,0.0,0.0,0.3,0.1,1.0,2,0,7,2,1,1,1,1,1,25,23
336,2005,2,SM,1,1,0,1.09,0.83,0.0,0.0,0.0,0.0,0.6,0.2,0.0,2,0,7,2,1,1,1,1,1,25,23
336,2006,2,SM,1,1,0,1.26,0.85,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2,0,7,2,1,1,1,1,1,25,23
336,2007,1,TRAIN,1,1,0,1.09,0.85,0.0,0.0,0.0,0.0,0.6,0.3,0.0,2,0,7,2,1,1,1,1,1,25,23
337,2008,1,TRAIN,1,1,0,0.61,0.32,0.0,2.09,2.51,0.0,0.3,0.1,0.0,2,0,8,2,1,1,0,1,0,25,22
337,2009,1,TRAIN,1,1,0,0.61,0.28,0.0,1.88,3.34,0.0,0.3,0.2,0.0,2,0,8,2,1,1,0,1,0,25,22
337,2010,1,TRAIN,1,1,0,0.61,0.3,0.0,2.09,3.34,0.0,1.2,0.1,1.0,2,0,8,2,1,1,0,1,0,25,22
337,2011,1,TRAIN,1,1,0,0.51,0.28,0.0,1.88,3.34,0.0,0.6,0.3,1.0,2,0,8,2,1,1,0,1,0,25,22
337,2012,1,TRAIN,1,1,0,0.54,0.28,0.0,2.09,2.72,0.0,0.3,0.3,1.0,2,0,8,2,1,1,0,1,0,25,22
337,2013,2,SM,1,1,0,0.54,0.3,0.0,1.88,2.51,0.0,0.3,0.1,1.0,2,0,8,2,1,1,0,1,0,25,22
337,2014,2,SM,1,1,0,0.54,0.28,0.0,2.51,2.51,0.0,0.6,0.2,0.0,2,0,8,2,1,1,0,1,0,25,22
337,2015,1,TRAIN,1,1,0,0.54,0.3,0.0,2.09,3.34,0.0,0.6,0.3,0.0,2,0,8,2,1,1,0,1,0,25,22
337,2016,2,SM,1,1,0,0.61,0.3,0.0,2.51,2.72,0.0,0.3,0.3,0.0,2,0,8,2,1,1,0,1,0,25,22
338,2017,2,SM,1,1,0,0.71,0.42,0.0,1.16,1.39,0.0,0.3,0.1,0.0,2,0,10,1,1,1,0,4,0,25,22
338,2018,1,TRAIN,1,1,0,0.71,0.38,0.0,1.04,1.86,0.0,0.3,0.2,0.0,2,0,10,1,1,1,0,4,0,25,22
338,2019,1,TRAIN,1,1,0,0.71,0.4,0.0,1.16,1.86,0.0,1.2,0.1,1.0,2,0,10,1,1,1,0,4,0,25,22
338,2020,1,TRAIN,1,1,0,0.61,0.38,0.0,1.04,1.86,0.0,0.6,0.3,1.0,2,0,10,1,1,1,0,4,0,25,22
338,2021,2,SM,1,1,0,0.64,0.38,0.0,1.16,1.51,0.0,0.3,0.3,1.0,2,0,10,1,1,1,0,4,0,25,22
338,2022,2,SM,1,1,0,0.64,0.4,0.0,1.04,1.39,0.0,0.3,0.1,1.0,2,0,10,1,1,1,0,4,0,25,22
338,2023,2,SM,1,1,0,0.64,0.38,0.0,1.39,1.39,0.0,0.6,0.2,0.0,2,0,10,1,1,1,0,4,0,25,22
338,2024,2,SM,1,1,0,0.64,0.4,0.0,1.16,1.86,0.0,0.6,0.3,0.0,2,0,10,1,1,1,0,4,0,25,22
338,2025,2,SM,1,1,0,0.71,0.4,0.0,1.39,1.51,0.0,0.3,0.3,0.0,2,0,10,1,1,1,0,4,0,25,22
339,2026,2,SM,1,1,0,1.21,0.49,0.0,2.59,2.59,0.0,1.2,0.3,1.0,2,0,10,1,1,5,0,1,0,1,2
339,2027,2,SM,1,1,0,1.0,0.52,0.0,1.94,2.59,0.0,1.2,0.3,0.0,2,0,10,1,1,5,0,1,0,1,2
339,2028,2,SM,1,1,0,1.21,0.56,0.0,1.94,2.81,0.0,1.2,0.2,1.0,2,0,10,1,1,5,0,1,0,1,2
339,2029,2,SM,1,1,0,1.07,0.56,0.0,1.94,2.81,0.0,0.6,0.1,0.0,2,0,10,1,1,5,0,1,0,1,2
339,2030,2,SM,1,1,0,1.07,0.56,0.0,2.16,2.59,0.0,1.2,0.3,0.0,2,0,10,1,1,5,0,1,0,1,2
339,2031,2,SM,1,1,0,1.0,0.56,0.0,2.16,2.59,0.0,0.6,0.2,1.0,2,0,10,1,1,5,0,1,0,1,2
339,2032,1,TRAIN,1,1,0,1.0,0.52,0.0,2.59,2.81,0.0,0.6,0.1,1.0,2,0,10,1,1,5,0,1,0,1,2
339,2033,2,SM,1,1,0,1.0,0.49,0.0,2.16,2.81,0.0,1.2,0.2,0.0,2,0,10,1,1,5,0,1,0,1,2
339,2034,2,SM,1,1,0,1.07,0.56,0.0,2.59,3.46,0.0,0.3,0.2,1.0,2,0,10,1,1,5,0,1,0,1,2
340,2035,2,SM,1,1,0,0.8,0.56,0.0,0.65,0.7,0.0,1.2,0.2,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2036,2,SM,1,1,0,0.73,0.54,0.0,0.65,0.65,0.0,0.3,0.1,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2037,1,TRAIN,1,1,0,0.94,0.58,0.0,0.65,0.86,0.0,0.6,0.3,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2038,1,TRAIN,1,1,0,0.73,0.56,0.0,0.54,0.86,0.0,0.3,0.2,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2039,2,SM,1,1,0,0.94,0.56,0.0,0.49,0.65,0.0,0.6,0.2,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2040,1,TRAIN,1,1,0,0.8,0.54,0.0,0.49,0.86,0.0,1.2,0.1,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2041,1,TRAIN,1,1,0,0.73,0.58,0.0,0.65,0.86,0.0,1.2,0.1,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2042,1,TRAIN,1,1,0,0.73,0.58,0.0,0.49,0.7,0.0,0.3,0.3,0.0,2,0,10,1,1,1,1,1,0,22,25
340,2043,2,SM,1,1,0,0.94,0.54,0.0,0.54,0.7,0.0,0.6,0.1,0.0,2,0,10,1,1,1,1,1,0,22,25
341,2044,3,CAR,1,1,1,0.63,0.29,0.45,0.53,0.53,0.3,1.2,0.3,1.0,2,0,10,1,1,4,1,1,0,25,22
341,2045,1,TRAIN,1,1,1,0.63,0.33,0.36,0.4,0.57,0.24,1.2,0.2,1.0,2,0,10,1,1,4,1,1,0,25,22
341,2046,1,TRAIN,1,1,1,0.51,0.31,0.58,0.4,0.53,0.24,1.2,0.3,0.0,2,0,10,1,1,4,1,1,0,25,22
341,2047,1,TRAIN,1,1,1,0.55,0.33,0.58,0.4,0.57,0.39,0.6,0.1,0.0,2,0,10,1,1,4,1,1,0,25,22
341,2048,3,CAR,1,1,1,0.55,0.33,0.36,0.44,0.53,0.39,1.2,0.3,0.0,2,0,10,1,1,4,1,1,0,25,22
341,2049,1,TRAIN,1,1,1,0.51,0.33,0.58,0.44,0.53,0.3,0.6,0.2,1.0,2,0,10,1,1,4,1,1,0,25,22
341,2050,3,CAR,1,1,1,0.51,0.31,0.45,0.53,0.57,0.24,0.6,0.1,1.0,2,0,10,1,1,4,1,1,0,25,22
341,2051,1,TRAIN,1,1,1,0.55,0.33,0.45,0.53,0.7,0.39,0.3,0.2,1.0,2,0,10,1,1,4,1,1,0,25,22
341,2052,1,TRAIN,1,1,1,0.51,0.29,0.45,0.44,0.57,0.39,1.2,0.2,0.0,2,0,10,1,1,4,1,1,0,25,22
342,2053,2,SM,1,1,1,2.37,0.82,1.4,1.06,1.12,0.85,1.2,0.3,1.0,2,1,1,1,0,3,0,3,0,17,2
342,2054,2,SM,1,1,1,2.37,0.96,1.12,0.79,0.97,0.68,1.2,0.2,1.0,2,1,1,1,0,3,0,3,0,17,2
342,2055,2,SM,1,1,1,1.83,0.88,1.82,0.79,0.9,0.68,1.2,0.3,0.0,2,1,1,1,0,3,0,3,0,17,2
342,2056,2,SM,1,1,1,2.01,0.96,1.82,0.79,0.97,1.1,0.6,0.1,0.0,2,1,1,1,0,3,0,3,0,17,2
342,2057,2,SM,1,1,1,2.01,0.96,1.12,0.88,0.97,1.1,1.2,0.3,0.0,2,1,1,1,0,3,0,3,0,17,2
342,2058,2,SM,1,1,1,1.83,0.88,1.4,1.06,1.18,0.68,0.6,0.1,1.0,2,1,1,1,0,3,0,3,0,17,2
342,2059,2,SM,1,1,1,1.83,0.96,1.82,0.88,0.97,0.85,0.6,0.2,1.0,2,1,1,1,0,3,0,3,0,17,2
