id,obs_id,choice,chosen_alt,av_car,av_bus,av_air,av_rail,time_car,time_bus,time_air,time_rail,cost_car,cost_bus,cost_air,cost_rail,access_bus,access_air,access_rail,service_air,service_rail,female,business,income
60,838,4,rail,1,0,1,1,345,0,60,140,30,0,110,75,0,50,5,3,2,0,1,2
60,839,4,rail,1,0,1,1,250,0,60,130,50,0,65,65,0,50,10,1,2,0,1,2
60,840,3,air,1,0,1,1,390,0,60,140,35,0,50,55,0,55,5,3,1,0,1,2
61,841,4,rail,1,1,1,1,390,390,50,170,40,30,50,35,10,55,5,3,2,1,0,4
61,842,3,air,1,1,1,1,390,420,50,140,30,20,80,55,15,55,5,2,1,1,0,4
61,843,1,car,1,1,1,1,250,420,90,120,50,15,65,75,25,45,5,1,3,1,0,4
61,844,4,rail,1,1,1,1,300,390,70,155,30,20,110,75,5,40,25,1,2,1,0,4
61,845,4,rail,1,1,1,1,250,330,90,170,40,35,80,35,10,40,25,1,2,1,0,4
61,846,1,car,1,1,1,1,275,300,50,170,45,30,95,35,25,45,10,3,2,1,0,4
61,847,1,car,1,1,1,1,275,300,60,120,50,35,110,75,5,40,15,2,3,1,0,4
61,848,4,rail,1,1,1,1,250,330,70,170,45,20,80,45,10,45,20,1,2,1,0,4
61,849,1,car,1,1,1,1,390,420,50,140,35,15,95,55,10,55,10,3,1,1,0,4
61,850,1,car,1,1,1,1,345,360,70,140,35,30,110,45,5,40,25,1,3,1,0,4
61,851,4,rail,1,1,1,1,345,390,80,120,45,25,65,35,25,55,5,3,1,1,0,4
61,852,4,rail,1,1,1,1,390,390,70,170,30,35,110,35,5,35,25,2,3,1,0,4
61,853,3,air,1,1,1,1,275,330,90,140,45,30,65,65,15,45,15,1,2,1,0,4
61,854,1,car,1,1,1,1,300,420,80,140,45,25,50,55,15,50,10,1,3,1,0,4
62,855,4,rail,1,1,1,1,300,330,70,170,40,25,80,35,15,35,25,3,2,1,1,1
62,856,3,air,1,1,1,1,345,345,90,130,40,30,50,55,15,35,20,2,3,1,1,1
62,857,4,rail,1,1,1,1,390,390,70,140,35,35,95,45,5,45,20,3,1,1,1,1
62,858,3,air,1,1,1,1,345,390,80,130,35,20,50,65,25,55,5,3,2,1,1,1
62,859,4,rail,1,1,1,1,275,420,80,130,45,20,80,35,15,40,15,2,3,1,1,1
62,860,4,rail,1,1,1,1,250,420,60,140,50,20,110,55,20,35,25,3,1,1,1,1
62,861,3,air,1,1,1,1,390,420,50,130,30,20,65,75,20,55,10,1,2,1,1,1
62,862,1,car,1,1,1,1,250,420,80,155,35,20,80,55,15,45,20,1,2,1,1,1
62,863,4,rail,1,1,1,1,300,300,80,140,35,30,95,45,20,35,20,3,2,1,1,1
62,864,3,air,1,1,1,1,390,390,50,130,30,20,65,75,10,50,10,2,1,1,1,1
62,865,1,car,1,1,1,1,390,390,50,140,35,15,110,75,5,50,20,3,1,1,1,1
62,866,4,rail,1,1,1,1,275,360,80,155,50,15,110,35,5,35,20,2,1,1,1,1
62,867,3,air,1,1,1,1,300,390,50,170,40,20,65,45,20,55,5,2,1,1,1,1
62,868,4,rail,1,1,1,1,345,345,70,130,45,25,110,45,20,35,10,3,1,1,1,1
63,869,1,car,1,1,1,1,250,360,90,140,45,20,50,65,10,40,20,2,3,1,0,2
63,870,3,air,1,1,1,1,345,360,60,140,35,30,50,55,25,55,5,2,3,1,0,2
63,871,4,rail,1,1,1,1,275,360,90,130,45,25,65,55,20,35,20,2,3,1,0,2
63,872,1,car,1,1,1,1,250,300,70,120,45,35,65,75,20,50,10,1,2,1,0,2
63,873,3,air,1,1,1,1,390,390,90,140,30,25,50,55,5,50,15,3,1,1,0,2
63,874,4,rail,1,1,1,1,345,345,90,130,40,35,65,35,10,40,20,3,1,1,0,2
63,875,1,car,1,1,1,1,345,345,60,130,35,35,95,75,10,40,15,3,2,1,0,2
63,876,4,rail,1,1,1,1,345,345,80,120,45,30,110,45,25,40,5,3,1,1,0,2
63,877,1,car,1,1,1,1,345,420,60,170,30,15,110,35,20,40,15,2,1,1,0,2
63,878,1,car,1,1,1,1,250,390,90,155,45,25,50,55,20,40,20,2,1,1,0,2
63,879,1,car,1,1,1,1,250,300,80,155,40,35,95,45,10,40,25,3,1,1,0,2
63,880,1,car,1,1,1,1,300,300,60,155,45,35,110,65,5,50,20,1,3,1,0,2
63,881,1,car,1,1,1,1,345,345,80,155,30,30,50,55,15,50,10,1,2,1,0,2
63,882,3,air,1,1,1,1,300,300,80,130,50,25,50,75,5,50,15,2,1,1,0,2
64,883,3,air,1,1,1,1,390,390,50,155,35,20,50,55,15,45,15,2,3,0,0,2
64,884,4,rail,1,1,1,1,345,390,60,130,40,25,110,45,25,40,10,3,1,0,0,2
64,885,1,car,1,1,1,1,390,420,60,130,30,20,95,55,25,55,5,2,1,0,0,2
64,886,4,rail,1,1,1,1,345,390,50,140,40,25,80,45,20,50,10,3,2,0,0,2
64,887,1,car,1,1,1,1,300,420,50,130,50,15,110,75,20,45,10,2,3,0,0,2
64,888,4,rail,1,1,1,1,390,420,60,140,30,15,110,65,5,40,25,2,1,0,0,2
64,889,4,rail,1,1,1,1,345,345,80,120,40,35,80,45,25,45,10,3,1,0,0,2
64,890,3,air,1,1,1,1,300,390,60,140,50,15,50,65,10,55,5,3,1,0,0,2
64,891,4,rail,1,1,1,1,345,360,90,120,45,30,95,45,25,40,10,2,3,0,0,2
64,892,4,rail,1,1,1,1,275,360,50,155,50,30,50,45,15,50,10,2,1,0,0,2
64,893,1,car,1,1,1,1,250,360,70,170,35,20,95,45,5,40,25,3,2,0,0,2
64,894,4,rail,1,1,1,1,390,390,70,120,30,15,110,65,10,40,25,1,3,0,0,2
64,895,1,car,1,1,1,1,250,330,70,140,50,15,95,65,10,45,20,3,1,0,0,2
64,896,1,car,1,1,1,1,390,390,50,140,30,35,65,75,10,55,10,1,3,0,0,2
65,897,4,rail,1,1,1,1,250,300,70,170,45,25,80,35,5,35,25,3,2,1,1,3
65,898,3,air,1,1,1,1,390,390,60,130,40,25,110,75,5,50,15,2,1,1,1,3
65,899,4,rail,1,1,1,1,390,390,60,120,40,20,110,75,5,45,20,1,3,1,1,3
65,900,3,air,1,1,1,1,300,360,80,170,40,25,50,35,15,55,5,2,3,1,1,3
65,901,1,car,1,1,1,1,345,345,70,155,30,35,95,55,15,40,20,1,3,1,1,3
65,902,3,air,1,1,1,1,275,300,70,170,40,30,65,35,5,45,25,1,3,1,1,3
65,903,3,air,1,1,1,1,345,345,90,130,35,35,50,65,20,35,20,2,3,1,1,3
65,904,4,rail,1,1,1,1,300,330,50,130,50,30,65,75,15,55,5,3,2,1,1,3
65,905,1,car,1,1,1,1,250,360,60,170,30,30,95,55,25,45,20,1,3,1,1,3
65,906,3,air,1,1,1,1,275,330,80,155,50,30,65,55,20,35,20,2,1,1,1,3
65,907,4,rail,1,1,1,1,300,330,60,140,45,30,80,45,10,55,10,1,3,1,1,3
65,908,4,rail,1,1,1,1,345,390,70,140,30,15,95,65,5,45,20,1,3,1,1,3
65,909,3,air,1,1,1,1,250,330,60,120,50,30,110,75,25,45,10,3,2,1,1,3
65,910,3,air,1,1,1,1,300,420,90,170,35,20,65,35,15,35,25,3,2,1,1,3
66,911,1,car,1,1,0,0,250,330,0,0,30,35,0,0,25,0,0,0,0,0,1,3
66,912,1,car,1,1,0,0,300,360,0,0,35,25,0,0,25,0,0,0,0,0,1,3
66,913,1,car,1,1,0,0,300,390,0,0,35,25,0,0,15,0,0,0,0,0,1,3
66,914,1,car,1,1,0,0,250,420,0,0,50,20,0,0,15,0,0,0,0,0,1,3
66,915,1,car,1,1,0,0,275,390,0,0,35,15,0,0,5,0,0,0,0,0,1,3
66,916,1,car,1,1,0,0,390,420,0,0,30,20,0,0,20,0,0,0,0,0,1,3
66,917,1,car,1,1,0,0,300,330,0,0,45,35,0,0,25,0,0,0,0,0,1,3
66,918,1,car,1,1,0,0,300,330,0,0,40,25,0,0,15,0,0,0,0,0,1,3
66,919,1,car,1,1,0,0,390,390,0,0,30,35,0,0,5,0,0,0,0,0,1,3
66,920,1,car,1,1,0,0,345,345,0,0,35,35,0,0,25,0,0,0,0,0,1,3
66,921,1,car,1,1,0,0,275,390,0,0,50,25,0,0,15,0,0,0,0,0,1,3
66,922,1,car,1,1,0,0,345,360,0,0,35,35,0,0,15,0,0,0,0,0,1,3
66,923,1,car,1,1,0,0,250,300,0,0,50,35,0,0,5,0,0,0,0,0,1,3
66,924,1,car,1,1,0,0,345,345,0,0,40,30,0,0,20,0,0,0,0,0,1,3
67,925,4,rail,1,1,0,1,275,330,0,120,50,35,0,45,20,0,5,0,1,1,0,2
67,926,1,car,1,1,0,1,275,330,0,170,45,15,0,55,5,0,25,0,3,1,0,2
67,927,4,rail,1,1,0,1,275,390,0,155,45,15,0,35,25,0,5,0,1,1,0,2
67,928,1,car,1,1,0,1,390,390,0,155,35,35,0,65,10,0,15,0,3,1,0,2
67,929,1,car,1,1,0,1,275,360,0,155,40,30,0,55,20,0,5,0,3,1,0,2
67,930,4,rail,1,1,0,1,250,360,0,120,50,25,0,65,15,0,20,0,2,1,0,2
67,931,4,rail,1,1,0,1,250,390,0,170,45,20,0,35,25,0,15,0,3,1,0,2
67,932,4,rail,1,1,0,1,275,360,0,170,40,30,0,35,10,0,15,0,3,1,0,2
67,933,1,car,1,1,0,1,275,390,0,155,30,25,0,65,15,0,25,0,2,1,0,2
67,934,1,car,1,1,0,1,390,390,0,120,30,25,0,65,25,0,15,0,1,1,0,2
67,935,4,rail,1,1,0,1,275,330,0,120,50,25,0,55,25,0,5,0,3,1,0,2
67,936,1,car,1,1,0,1,390,420,0,130,35,15,0,55,25,0,15,0,1,1,0,2
67,937,4,rail,1,1,0,1,345,345,0,140,30,35,0,65,5,0,15,0,1,1,0,2
67,938,2,bus,1,1,0,1,250,300,0,140,40,30,0,75,15,0,20,0,2,1,0,2
68,939,3,air,0,1,1,1,0,330,80,130,0,30,50,55,15,55,10,2,1,1,1,4
68,940,3,air,0,1,1,1,0,360,70,120,0,25,65,65,10,50,10,1,2,1,1,4
68,941,3,air,0,1,1,1,0,330,70,140,0,35,95,75,15,50,25,1,2,1,1,4
68,942,3,air,0,1,1,1,0,390,80,130,0,30,80,65,10,35,25,1,3,1,1,4
68,943,3,air,0,1,1,1,0,390,70,130,0,15,95,75,5,50,10,2,3,1,1,4
68,944,4,rail,0,1,1,1,0,390,70,120,0,25,95,35,20,50,10,3,2,1,1,4
68,945,4,rail,0,1,1,1,0,420,80,170,0,20,95,35,20,35,25,3,2,1,1,4
68,946,3,air,0,1,1,1,0,420,60,170,0,20,110,35,25,45,15,2,1,1,1,4
68,947,4,rail,0,1,1,1,0,360,60,170,0,30,95,45,25,45,10,1,2,1,1,4
68,948,3,air,0,1,1,1,0,420,50,155,0,15,95,75,10,40,25,1,2,1,1,4
68,949,4,rail,0,1,1,1,0,390,90,155,0,15,65,35,10,50,10,3,1,1,1,4
68,950,3,air,0,1,1,1,0,390,50,170,0,15,95,35,5,40,25,2,3,1,1,4
68,951,4,rail,0,1,1,1,0,390,90,170,0,20,65,35,15,35,25,3,2,1,1,4
68,952,4,rail,0,1,1,1,0,300,50,170,0,30,65,65,5,50,25,1,2,1,1,4
69,953,3,air,0,1,1,1,0,345,60,120,0,35,95,45,25,50,5,3,1,1,1,3
69,954,3,air,0,1,1,1,0,390,90,120,0,20,50,75,20,50,5,1,2,1,1,3
69,955,3,air,0,1,1,1,0,420,50,130,0,15,110,75,10,45,15,2,3,1,1,3
69,956,3,air,0,1,1,1,0,420,90,130,0,15,65,65,20,35,20,3,1,1,1,3
69,957,3,air,0,1,1,1,0,390,80,155,0,15,65,45,10,50,20,3,1,1,1,3
69,958,3,air,0,1,1,1,0,390,60,155,0,15,110,65,10,35,25,2,1,1,1,3
69,959,4,rail,0,1,1,1,0,330,80,155,0,30,50,65,10,45,15,1,3,1,1,3
69,960,3,air,0,1,1,1,0,390,90,130,0,15,80,65,5,40,20,3,1,1,1,3
69,961,4,rail,0,1,1,1,0,420,50,155,0,20,80,35,15,50,10,1,3,1,1,3
69,962,3,air,0,1,1,1,0,390,50,120,0,35,95,75,25,35,15,1,2,1,1,3
69,963,4,rail,0,1,1,1,0,390,80,155,0,15,95,45,5,45,25,3,1,1,1,3
69,964,3,air,0,1,1,1,0,330,90,155,0,30,65,45,15,35,20,3,1,1,1,3
69,965,3,air,0,1,1,1,0,360,90,120,0,30,65,55,25,35,25,3,2,1,1,3
69,966,4,rail,0,1,1,1,0,390,70,120,0,35,95,55,20,45,10,1,1,1,1,3
70,967,1,car,1,1,1,1,300,300,80,170,30,35,110,55,10,40,25,3,2,1,0,4
70,968,4,rail,1,1,1,1,345,345,90,130,45,25,50,35,10,55,5,2,3,1,0,4
70,969,3,air,1,1,1,1,390,390,50,155,35,35,80,55,5,55,15,2,1,1,0,4
70,970,4,rail,1,1,1,1,300,330,80,120,45,35,95,55,20,45,5,1,3,1,0,4
70,971,1,car,1,1,1,1,345,420,60,170,30,15,65,45,15,55,10,1,2,1,0,4
70,972,1,car,1,1,1,1,345,420,80,120,30,20,80,75,15,50,10,1,2,1,0,4
70,973,4,rail,1,1,1,1,250,360,80,120,50,20,80,45,5,40,20,3,2,1,0,4
70,974,4,rail,1,1,1,1,275,360,90,170,35,30,80,35,15,35,20,2,3,1,0,4
70,975,4,rail,1,1,1,1,275,420,70,120,50,25,95,45,20,50,15,1,3,1,0,4
70,976,4,rail,1,1,1,1,275,360,80,120,50,30,95,45,15,35,20,1,2,1,0,4
70,977,4,rail,1,1,1,1,300,300,80,170,45,30,50,35,10,55,5,2,3,1,0,4
70,978,1,car,1,1,1,1,275,360,50,130,50,15,110,65,20,45,15,2,3,1,0,4
70,979,1,car,1,1,1,1,345,360,60,140,30,25,110,75,25,50,5,3,2,1,0,4
70,980,1,car,1,1,1,1,390,420,60,140,35,20,50,55,5,55,5,3,1,1,0,4
71,981,4,rail,1,1,0,1,390,390,0,170,40,30,0,35,10,0,5,0,2,0,1,4
71,982,4,rail,1,1,0,1,390,420,0,140,30,20,0,55,15,0,5,0,1,0,1,4
71,983,4,rail,1,1,0,1,250,420,0,120,50,15,0,75,25,0,5,0,3,0,1,4
71,984,1,car,1,1,0,1,250,330,0,170,40,35,0,35,10,0,25,0,2,0,1,4
71,985,4,rail,1,1,0,1,275,420,0,130,30,20,0,75,25,0,25,0,2,0,1,4
71,986,4,rail,1,1,0,1,275,300,0,170,45,30,0,35,25,0,10,0,2,0,1,4
71,987,4,rail,1,1,0,1,275,300,0,120,50,35,0,75,5,0,15,0,3,0,1,4
71,988,4,rail,1,1,0,1,250,330,0,170,45,20,0,45,10,0,20,0,2,0,1,4
71,989,4,rail,1,1,0,1,390,420,0,140,35,15,0,55,10,0,10,0,1,0,1,4
71,990,4,rail,1,1,0,1,345,360,0,140,35,30,0,45,5,0,25,0,3,0,1,4
71,991,4,rail,1,1,0,1,345,390,0,120,45,25,0,35,25,0,5,0,1,0,1,4
71,992,1,car,1,1,0,1,250,390,0,130,50,20,0,75,15,0,15,0,3,0,1,4
71,993,4,rail,1,1,0,1,390,390,0,170,30,35,0,35,5,0,25,0,3,0,1,4
71,994,4,rail,1,1,0,1,275,330,0,140,45,30,0,65,15,0,15,0,2,0,1,4
72,995,4,rail,1,1,1,1,300,330,70,170,40,25,80,35,15,35,25,3,2,1,0,4
72,996,3,air,1,1,1,1,345,345,90,130,40,30,50,55,15,35,20,2,3,1,0,4
72,997,4,rail,1,1,1,1,390,390,70,140,35,35,95,45,5,45,20,3,1,1,0,4
72,998,3,air,1,1,1,1,345,390,80,130,35,20,50,65,25,55,5,3,2,1,0,4
72,999,1,car,1,1,1,1,275,360,80,140,40,25,80,55,25,40,20,2,1,1,0,4
72,1000,4,rail,1,1,1,1,275,420,80,130,45,20,80,35,15,40,15,2,3,1,0,4
72,1001,1,car,1,1,1,1,390,420,50,130,30,20,65,75,20,55,10,1,2,1,0,4
72,1002,4,rail,1,1,1,1,250,420,80,155,35,20,80,55,15,45,20,1,2,1,0,4
72,1003,4,rail,1,1,1,1,300,300,80,140,35,30,95,45,20,35,20,3,2,1,0,4
72,1004,1,car,1,1,1,1,390,390,50,130,30,20,65,75,10,50,10,2,1,1,0,4
72,1005,4,rail,1,1,1,1,275,360,80,155,50,15,110,35,5,35,20,2,1,1,0,4
72,1006,4,rail,1,1,1,1,300,390,50,170,40,20,65,45,20,55,5,2,1,1,0,4
72,1007,4,rail,1,1,1,1,345,345,70,130,45,25,110,45,20,35,10,3,1,1,0,4
72,1008,3,air,1,1,1,1,275,420,50,120,50,15,50,75,5,55,5,1,3,1,0,4
73,1009,1,car,1,1,0,1,250,360,0,140,45,20,0,65,10,0,20,0,3,1,0,4
73,1010,1,car,1,1,0,1,345,360,0,140,35,30,0,55,25,0,5,0,3,1,0,4
73,1011,2,bus,1,1,0,1,275,360,0,130,45,25,0,55,20,0,20,0,3,1,0,4
73,1012,1,car,1,1,0,1,300,420,0,140,40,15,0,55,10,0,25,0,3,1,0,4
73,1013,4,rail,1,1,0,1,390,390,0,140,30,25,0,55,5,0,15,0,1,1,0,4
73,1014,4,rail,1,1,0,1,345,345,0,130,40,35,0,35,10,0,20,0,1,1,0,4
73,1015,1,car,1,1,0,1,345,345,0,130,35,35,0,75,10,0,15,0,2,1,0,4
73,1016,4,rail,1,1,0,1,345,420,0,170,30,15,0,35,20,0,15,0,1,1,0,4
73,1017,1,car,1,1,0,1,250,390,0,155,45,25,0,55,20,0,20,0,1,1,0,4
73,1018,1,car,1,1,0,1,250,300,0,155,40,35,0,45,10,0,25,0,1,1,0,4
73,1019,4,rail,1,1,0,1,300,300,0,155,45,35,0,65,5,0,20,0,3,1,0,4
73,1020,1,car,1,1,0,1,275,360,0,120,50,20,0,75,25,0,15,0,3,1,0,4
73,1021,2,bus,1,1,0,1,345,345,0,155,30,30,0,55,15,0,10,0,2,1,0,4
73,1022,1,car,1,1,0,1,300,300,0,130,50,25,0,75,5,0,15,0,1,1,0,4
74,1023,3,air,1,1,1,1,390,390,50,155,35,20,50,55,15,45,15,2,3,1,1,4
74,1024,4,rail,1,1,1,1,345,390,60,130,40,25,110,45,25,40,10,3,1,1,1,4
74,1025,3,air,1,1,1,1,390,420,60,130,30,20,95,55,25,55,5,2,1,1,1,4
74,1026,3,air,1,1,1,1,345,390,50,140,40,25,80,45,20,50,10,3,2,1,1,4
74,1027,3,air,1,1,1,1,390,420,60,140,30,15,110,65,5,40,25,2,1,1,1,4
74,1028,1,car,1,1,1,1,345,345,80,120,40,35,80,45,25,45,10,3,1,1,1,4
74,1029,3,air,1,1,1,1,300,390,60,170,40,25,65,45,20,55,15,3,2,1,1,4
74,1030,4,rail,1,1,1,1,300,390,60,140,50,15,50,65,10,55,5,3,1,1,1,4
74,1031,3,air,1,1,1,1,345,360,90,120,45,30,95,45,25,40,10,2,3,1,1,4
74,1032,3,air,1,1,1,1,275,360,50,155,50,30,50,45,15,50,10,2,1,1,1,4
74,1033,1,car,1,1,1,1,250,360,70,170,35,20,95,45,5,40,25,3,2,1,1,4
74,1034,4,rail,1,1,1,1,390,390,70,120,30,15,110,65,10,40,25,1,3,1,1,4
74,1035,3,air,1,1,1,1,390,390,50,140,30,35,65,75,10,55,10,1,3,1,1,4
74,1036,4,rail,1,1,1,1,345,360,90,140,40,25,50,35,20,55,5,2,3,1,1,4
75,1037,4,rail,1,1,0,1,275,390,0,140,50,25,0,35,20,0,15,0,3,1,1,3
75,1038,4,rail,1,1,0,1,390,390,0,130,40,25,0,75,5,0,15,0,1,1,1,3
75,1039,4,rail,1,1,0,1,390,390,0,120,40,20,0,75,5,0,20,0,3,1,1,3
75,1040,4,rail,1,1,0,1,300,360,0,170,40,25,0,35,15,0,5,0,3,1,1,3
75,1041,4,rail,1,1,0,1,345,345,0,155,30,35,0,55,15,0,20,0,3,1,1,3
75,1042,4,rail,1,1,0,1,275,300,0,170,40,30,0,35,5,0,25,0,3,1,1,3
75,1043,4,rail,1,1,0,1,345,345,0,130,35,35,0,65,20,0,20,0,3,1,1,3
75,1044,4,rail,1,1,0,1,300,330,0,130,50,30,0,75,15,0,5,0,2,1,1,3
75,1045,1,car,1,1,0,1,250,360,0,170,30,30,0,55,25,0,20,0,3,1,1,3
75,1046,4,rail,1,1,0,1,345,390,0,170,35,25,0,45,25,0,5,0,2,1,1,3
75,1047,4,rail,1,1,0,1,275,330,0,155,50,30,0,55,20,0,20,0,1,1,1,3
75,1048,4,rail,1,1,0,1,300,330,0,140,45,30,0,45,10,0,10,0,3,1,1,3
75,1049,4,rail,1,1,0,1,345,390,0,140,30,15,0,65,5,0,20,0,3,1,1,3
75,1050,4,rail,1,1,0,1,250,330,0,120,50,30,0,75,25,0,10,0,2,1,1,3
76,1051,4,rail,1,1,1,1,300,360,70,155,35,25,80,35,25,45,15,1,2,0,0,4
76,1052,1,car,1,1,1,1,300,390,80,155,35,25,65,45,15,45,15,1,3,0,0,4
76,1053,1,car,1,1,1,1,250,420,60,140,50,20,95,75,15,45,10,1,3,0,0,4
76,1054,4,rail,1,1,1,1,275,390,70,140,35,15,95,65,5,35,20,2,3,0,0,4
76,1055,3,air,1,1,1,1,390,420,50,130,30,20,80,65,20,35,25,2,1,0,0,4
76,1056,4,rail,1,1,1,1,390,390,70,130,35,35,110,35,25,45,10,3,1,0,0,4
76,1057,1,car,1,1,1,1,300,330,90,120,45,35,50,65,25,55,5,3,1,0,0,4
76,1058,3,air,1,1,1,1,300,330,80,155,40,25,50,35,15,50,5,1,2,0,0,4
76,1059,4,rail,1,1,1,1,390,390,90,120,30,35,80,55,5,45,15,3,1,0,0,4
76,1060,4,rail,1,1,1,1,275,300,80,170,40,35,80,55,10,40,25,1,2,0,0,4
76,1061,3,air,1,1,1,1,345,345,70,170,35,35,50,45,25,55,5,3,2,0,0,4
76,1062,4,rail,1,1,1,1,275,390,60,155,50,25,65,55,15,50,15,3,2,0,0,4
76,1063,1,car,1,1,1,1,345,360,50,120,35,35,80,75,15,40,10,3,2,0,0,4
76,1064,1,car,1,1,1,1,250,300,50,120,50,35,95,65,5,50,10,2,1,0,0,4
77,1065,3,air,1,1,1,1,275,330,80,120,50,35,65,45,20,55,5,3,1,1,1,4
77,1066,1,car,1,1,1,1,275,330,70,170,45,15,110,55,5,40,25,2,3,1,1,4
77,1067,3,air,1,1,1,1,275,390,70,155,45,15,80,35,25,55,5,1,1,1,1,4
77,1068,1,car,1,1,1,1,390,390,60,155,35,35,95,65,10,45,15,2,3,1,1,4
77,1069,3,air,1,1,1,1,275,360,50,155,40,30,80,55,20,50,5,1,3,1,1,4
77,1070,1,car,1,1,1,1,250,360,60,120,50,25,110,65,15,45,20,3,2,1,1,4
77,1071,4,rail,1,1,1,1,250,390,90,170,45,20,50,35,25,35,15,2,3,1,1,4
77,1072,3,air,1,1,1,1,275,360,70,170,40,30,65,35,10,50,15,2,3,1,1,4
77,1073,3,air,1,1,1,1,275,390,90,155,30,25,65,65,15,40,25,1,2,1,1,4
77,1074,3,air,1,1,1,1,390,390,90,120,30,25,65,65,25,35,15,3,1,1,1,4
77,1075,4,rail,1,1,1,1,275,330,70,120,50,25,80,55,25,50,5,1,3,1,1,4
77,1076,3,air,1,1,1,1,390,420,60,130,35,15,110,55,25,35,15,2,1,1,1,4
77,1077,3,air,1,1,1,1,300,390,50,170,45,25,50,45,10,55,5,2,1,1,1,4
77,1078,3,air,1,1,1,1,345,345,50,140,30,35,110,65,5,45,15,2,1,1,1,4
78,1079,4,rail,1,1,1,1,250,330,80,130,50,30,50,55,15,55,10,2,1,1,0,1
78,1080,1,car,1,1,1,1,300,330,70,140,30,35,95,75,15,50,25,1,2,1,0,1
78,1081,4,rail,1,1,1,1,390,390,80,130,30,30,80,65,10,35,25,1,3,1,0,1
78,1082,1,car,1,1,1,1,300,390,70,130,40,15,95,75,5,50,10,2,3,1,0,1
78,1083,4,rail,1,1,1,1,300,390,70,120,45,25,95,35,20,50,10,3,2,1,0,1
78,1084,4,rail,1,1,1,1,275,420,80,170,30,20,95,35,20,35,25,3,2,1,0,1
78,1085,1,car,1,1,1,1,300,420,50,155,40,20,110,65,5,50,20,2,1,1,0,1
78,1086,4,rail,1,1,1,1,345,420,60,170,35,20,110,35,25,45,15,2,1,1,0,1
78,1087,1,car,1,1,1,1,250,360,60,170,40,30,95,45,25,45,10,1,2,1,0,1
78,1088,1,car,1,1,1,1,250,420,50,155,40,15,95,75,10,40,25,1,2,1,0,1
78,1089,4,rail,1,1,1,1,345,390,90,155,35,15,65,35,10,50,10,3,1,1,0,1
78,1090,4,rail,1,1,1,1,390,390,50,170,35,15,95,35,5,40,25,2,3,1,0,1
78,1091,3,air,1,1,1,1,250,420,90,140,45,15,50,65,20,35,25,3,2,1,0,1
78,1092,3,air,1,1,1,1,300,300,50,170,40,30,65,65,5,50,25,1,2,1,0,1
79,1093,2,bus,1,1,0,1,390,390,0,130,30,15,0,75,10,0,15,0,3,1,1,3
79,1094,4,rail,1,1,0,1,345,345,0,120,45,35,0,45,25,0,5,0,1,1,1,3
79,1095,4,rail,1,1,0,1,250,390,0,120,45,20,0,75,20,0,5,0,2,1,1,3
79,1096,4,rail,1,1,0,1,300,420,0,130,45,15,0,75,10,0,15,0,3,1,1,3
79,1097,1,car,1,1,0,1,390,420,0,130,30,15,0,65,20,0,20,0,1,1,1,3
79,1098,4,rail,1,1,0,1,390,390,0,155,40,15,0,65,10,0,25,0,1,1,1,3
79,1099,4,rail,1,1,0,1,250,330,0,155,45,30,0,65,10,0,15,0,3,1,1,3
79,1100,4,rail,1,1,0,1,275,390,0,130,40,15,0,65,5,0,20,0,1,1,1,3
79,1101,4,rail,1,1,0,1,275,420,0,155,50,20,0,35,15,0,10,0,3,1,1,3
79,1102,4,rail,1,1,0,1,345,360,0,155,50,30,0,45,20,0,5,0,3,1,1,3
79,1103,4,rail,1,1,0,1,300,390,0,155,30,15,0,45,5,0,25,0,1,1,1,3
79,1104,4,rail,1,1,0,1,300,330,0,155,35,30,0,45,15,0,20,0,1,1,1,3
79,1105,4,rail,1,1,0,1,250,360,0,120,50,30,0,55,25,0,25,0,2,1,1,3
79,1106,4,rail,1,1,0,1,390,390,0,120,35,35,0,55,20,0,10,0,1,1,1,3
80,1107,3,air,1,0,1,1,390,0,90,130,35,0,50,75,0,35,25,1,2,0,1,3
80,1108,3,air,1,0,1,1,300,0,80,170,30,0,110,55,0,40,25,3,2,0,1,3
80,1109,3,air,1,0,1,1,345,0,90,130,45,0,50,35,0,55,5,2,3,0,1,3
80,1110,3,air,1,0,1,1,390,0,50,155,35,0,80,55,0,55,15,2,1,0,1,3
80,1111,4,rail,1,0,1,1,300,0,80,120,45,0,95,55,0,45,5,1,3,0,1,3
80,1112,4,rail,1,0,1,1,345,0,60,170,30,0,65,45,0,55,10,1,2,0,1,3
80,1113,4,rail,1,0,1,1,345,0,80,120,30,0,80,75,0,50,10,1,2,0,1,3
80,1114,4,rail,1,0,1,1,275,0,90,170,35,0,80,35,0,35,20,2,3,0,1,3
80,1115,1,car,1,0,1,1,275,0,70,120,50,0,95,45,0,50,15,1,3,0,1,3
80,1116,3,air,1,0,1,1,300,0,80,170,45,0,50,35,0,55,5,2,3,0,1,3
80,1117,3,air,1,0,1,1,275,0,50,130,50,0,110,65,0,45,15,2,3,0,1,3
80,1118,4,rail,1,0,1,1,345,0,60,140,30,0,110,75,0,50,5,3,2,0,1,3
80,1119,4,rail,1,0,1,1,250,0,60,130,50,0,65,65,0,50,10,1,2,0,1,3
80,1120,3,air,1,0,1,1,390,0,60,140,35,0,50,55,0,55,5,3,1,0,1,3
81,1121,4,rail,1,1,1,1,390,390,50,170,40,30,50,35,10,55,5,3,2,1,1,1
