id,obs_id,choice,chosen_alt,av_1,av_2,tt1,tt2,tc1,tc2,hw1,hw2,ch1,ch2,hh_inc_abs,car_availability,purpose,business
15312,877,2,alt2,1,1,55,47,22,24,60,60,2,1,1,1,3.0,0
15312,878,2,alt2,1,1,46,36,23,26,60,30,0,0,1,1,3.0,0
15312,879,2,alt2,1,1,46,39,17,20,15,60,1,1,1,1,3.0,0
15312,880,2,alt2,1,1,32,46,21,17,60,15,0,0,1,1,3.0,0
15312,881,2,alt2,1,1,32,46,22,20,60,30,0,1,1,1,3.0,0
15312,882,2,alt2,1,1,44,62,21,18,30,60,2,0,1,1,3.0,0
15318,883,2,alt2,1,1,15,20,4,3,15,15,2,1,4,1,1.0,0
15318,884,1,alt1,1,1,15,11,3,4,60,60,0,2,4,1,1.0,0
15318,885,2,alt2,1,1,16,11,3,4,60,15,0,0,4,1,1.0,0
15318,886,1,alt1,1,1,22,18,3,4,15,15,1,2,4,1,1.0,0
15318,887,2,alt2,1,1,15,20,4,3,60,30,2,0,4,1,1.0,0
15318,888,2,alt2,1,1,12,16,4,3,30,15,1,1,4,1,1.0,0
15318,889,1,alt1,1,1,18,14,3,4,30,15,0,1,4,1,1.0,0
15318,890,1,alt1,1,1,16,20,4,3,30,30,0,2,4,1,1.0,0
15318,891,2,alt2,1,1,18,13,3,4,60,15,1,1,4,1,1.0,0
15319,892,2,alt2,1,1,32,23,7,8,60,15,1,1,3,0,1.0,0
15319,893,1,alt1,1,1,36,27,7,9,15,60,0,1,3,0,1.0,0
15319,894,1,alt1,1,1,27,24,6,7,30,60,0,2,3,0,1.0,0
15319,895,1,alt1,1,1,25,29,8,6,15,60,0,0,3,0,1.0,0
15319,896,2,alt2,1,1,29,32,8,7,15,15,0,0,3,0,1.0,0
15319,897,2,alt2,1,1,26,29,8,7,30,15,1,0,3,0,1.0,0
15319,898,2,alt2,1,1,27,21,7,8,15,15,2,2,3,0,1.0,0
15319,899,1,alt1,1,1,20,27,8,7,30,60,2,2,3,0,1.0,0
15319,900,1,alt1,1,1,25,18,8,11,30,15,2,1,3,0,1.0,0
15373,901,2,alt2,1,1,99,74,28,31,60,15,2,1,2,1,3.0,0
15373,902,1,alt1,1,1,94,75,30,40,60,60,1,1,2,1,3.0,0
15373,903,1,alt1,1,1,94,70,28,31,60,30,0,2,2,1,3.0,0
15373,904,1,alt1,1,1,99,74,30,40,30,15,0,1,2,1,3.0,0
15373,905,2,alt2,1,1,99,69,30,33,30,15,2,1,2,1,3.0,0
15373,906,1,alt1,1,1,109,76,36,49,15,30,2,2,2,1,3.0,0
15373,907,1,alt1,1,1,82,109,34,30,60,15,0,2,2,1,3.0,0
15373,908,1,alt1,1,1,135,101,36,42,30,15,0,1,2,1,3.0,0
15373,909,1,alt1,1,1,94,66,28,33,15,30,1,1,2,1,3.0,0
15402,910,1,alt1,1,1,22,15,6,8,15,30,0,1,3,0,2.0,0
15402,911,1,alt1,1,1,20,14,7,8,30,60,1,2,3,0,2.0,0
15402,912,2,alt2,1,1,25,17,5,7,15,15,2,0,3,0,2.0,0
15402,913,2,alt2,1,1,17,13,7,8,30,30,1,0,3,0,2.0,0
15402,914,2,alt2,1,1,15,18,10,7,30,15,1,0,3,0,2.0,0
15402,915,1,alt1,1,1,17,15,6,7,15,15,2,2,3,0,2.0,0
15402,916,2,alt2,1,1,17,15,5,6,30,30,2,1,3,0,2.0,0
15402,917,2,alt2,1,1,17,15,6,9,60,15,1,0,3,0,2.0,0
15402,918,1,alt1,1,1,18,16,7,9,15,15,1,2,3,0,2.0,0
15408,919,2,alt2,1,1,51,35,11,12,60,15,1,1,3,1,1.0,0
15408,920,1,alt1,1,1,57,43,12,16,15,60,0,1,3,1,1.0,0
15408,921,2,alt2,1,1,38,42,12,10,60,30,2,0,3,1,1.0,0
15408,922,2,alt2,1,1,46,39,10,13,60,15,0,0,3,1,1.0,0
15408,923,1,alt1,1,1,46,51,12,11,15,15,0,0,3,1,1.0,0
15408,924,2,alt2,1,1,42,46,12,11,30,15,1,0,3,1,1.0,0
15408,925,2,alt2,1,1,42,33,11,13,15,15,2,2,3,1,1.0,0
15408,926,2,alt2,1,1,42,31,12,13,60,30,2,2,3,1,1.0,0
15408,927,1,alt1,1,1,28,40,18,14,15,30,1,2,3,1,1.0,0
15420,928,2,alt2,1,1,70,53,12,13,60,15,2,1,1,0,3.0,0
15420,929,1,alt1,1,1,53,67,17,13,60,60,1,1,1,0,3.0,0
15420,930,1,alt1,1,1,50,67,13,12,30,60,2,0,1,0,3.0,0
15420,931,1,alt1,1,1,53,70,17,13,15,30,1,0,1,0,3.0,0
15420,932,1,alt1,1,1,49,70,14,13,15,30,1,2,1,0,3.0,0
15420,933,2,alt2,1,1,54,78,21,15,30,15,2,2,1,0,3.0,0
15420,934,1,alt1,1,1,58,78,15,13,60,15,0,2,1,0,3.0,0
15420,935,1,alt1,1,1,72,96,18,15,15,30,1,0,1,0,3.0,0
15420,936,1,alt1,1,1,47,67,14,12,30,15,1,1,1,0,3.0,0
15481,937,1,alt1,1,1,17,12,6,7,15,30,0,1,1,1,3.0,0
15481,938,2,alt2,1,1,11,16,8,7,60,30,2,1,1,1,3.0,0
15481,939,1,alt1,1,1,14,20,7,5,15,15,0,2,1,1,3.0,0
15481,940,2,alt2,1,1,14,10,6,8,30,30,1,0,1,1,3.0,0
15481,941,1,alt1,1,1,14,12,7,9,15,30,0,1,1,1,3.0,0
15481,942,2,alt2,1,1,11,14,7,6,15,15,2,2,1,1,3.0,0
15481,943,1,alt1,1,1,12,14,6,5,30,30,1,2,1,1,3.0,0
15481,944,1,alt1,1,1,12,14,8,6,15,60,0,1,1,1,3.0,0
15481,945,2,alt2,1,1,13,14,8,6,15,15,2,1,1,1,3.0,0
15489,946,1,alt1,1,1,50,67,18,17,15,60,1,2,1,1,3.0,0
15489,947,2,alt2,1,1,63,50,18,24,60,60,1,1,1,1,3.0,0
15489,948,2,alt2,1,1,47,63,18,17,30,60,2,0,1,1,3.0,0
15489,949,1,alt1,1,1,50,67,24,18,15,30,1,0,1,1,3.0,0
15489,950,2,alt2,1,1,67,47,18,19,30,15,2,1,1,1,3.0,0
15489,951,1,alt1,1,1,51,74,29,21,30,15,2,2,1,1,3.0,0
15489,952,2,alt2,1,1,55,74,20,18,60,15,0,2,1,1,3.0,0
15489,953,2,alt2,1,1,91,68,21,24,30,15,0,1,1,1,3.0,0
15489,954,2,alt2,1,1,44,63,19,17,30,15,1,1,1,1,3.0,0
15562,955,2,alt2,1,1,56,39,9,11,60,15,1,1,4,0,1.0,0
15562,956,1,alt1,1,1,64,48,10,13,15,60,0,1,4,0,1.0,0
15562,957,1,alt1,1,1,47,42,9,10,30,60,0,2,4,0,1.0,0
15562,958,1,alt1,1,1,44,51,11,9,15,60,0,0,4,0,1.0,0
15562,959,1,alt1,1,1,56,51,9,10,15,15,0,0,4,0,1.0,0
15562,960,2,alt2,1,1,46,51,10,9,30,15,1,0,4,0,1.0,0
15562,961,1,alt1,1,1,37,47,11,9,15,15,2,2,4,0,1.0,0
15562,962,2,alt2,1,1,47,35,10,11,60,30,2,2,4,0,1.0,0
15562,963,1,alt1,1,1,31,44,15,12,15,30,1,2,4,0,1.0,0
15563,964,2,alt2,1,1,100,70,21,24,60,15,1,1,2,1,4.0,1
15563,965,2,alt2,1,1,85,113,30,23,60,15,1,0,2,1,4.0,1
15563,966,2,alt2,1,1,74,83,23,20,60,30,2,0,2,1,4.0,1
15563,967,2,alt2,1,1,91,78,20,26,60,15,0,0,2,1,4.0,1
15563,968,1,alt1,1,1,90,100,23,21,15,15,0,0,2,1,4.0,1
15563,969,1,alt1,1,1,91,82,21,23,15,30,0,1,2,1,4.0,1
15563,970,2,alt2,1,1,83,66,21,25,15,15,2,2,2,1,4.0,1
15563,971,1,alt1,1,1,62,83,25,23,30,60,2,2,2,1,4.0,1
15563,972,2,alt2,1,1,78,55,26,34,30,15,2,1,2,1,4.0,1
15572,973,1,alt1,1,1,46,55,29,26,30,30,0,1,2,0,1.0,0
15572,974,2,alt2,1,1,28,38,30,26,60,15,0,2,2,0,1.0,0
15572,975,1,alt1,1,1,38,32,26,31,30,15,0,2,2,0,1.0,0
15572,976,2,alt2,1,1,48,41,32,35,60,60,2,1,2,0,1.0,0
15572,977,2,alt2,1,1,40,32,33,38,60,30,0,0,2,0,1.0,0
15572,978,2,alt2,1,1,34,40,29,25,60,15,1,1,2,0,1.0,0
15572,979,2,alt2,1,1,40,28,25,30,15,60,0,0,2,0,1.0,0
15572,980,1,alt1,1,1,28,40,32,29,60,30,0,1,2,0,1.0,0
15572,981,2,alt2,1,1,55,38,26,30,60,30,0,2,2,0,1.0,0
15597,982,2,alt2,1,1,60,45,9,10,15,15,1,2,0,0,3.0,0
15597,983,1,alt1,1,1,47,33,7,9,60,60,0,2,0,0,3.0,0
15597,984,2,alt2,1,1,49,35,9,10,60,15,0,0,0,0,3.0,0
15597,985,1,alt1,1,1,54,68,8,7,15,15,2,1,0,0,3.0,0
15597,986,1,alt1,1,1,60,45,7,9,30,60,0,2,0,0,3.0,0
15597,987,2,alt2,1,1,49,37,7,9,15,30,1,1,0,0,3.0,0
15597,988,2,alt2,1,1,44,55,9,8,15,30,1,0,0,0,3.0,0
15597,989,1,alt1,1,1,60,48,7,9,30,30,2,0,0,0,3.0,0
15597,990,2,alt2,1,1,55,41,7,8,60,15,1,1,0,0,3.0,0
15603,991,2,alt2,1,1,100,75,16,18,60,15,2,1,2,0,3.0,0
15603,992,1,alt1,1,1,76,95,23,17,60,60,1,1,2,0,3.0,0
15603,993,1,alt1,1,1,95,71,16,18,60,30,0,2,2,0,3.0,0
15603,994,1,alt1,1,1,100,75,17,23,30,15,0,1,2,0,3.0,0
15603,995,2,alt2,1,1,100,70,17,19,30,15,2,1,2,0,3.0,0
15603,996,2,alt2,1,1,110,77,21,28,15,30,2,2,2,0,3.0,0
15603,997,1,alt1,1,1,83,110,20,17,60,15,0,2,2,0,3.0,0
15603,998,2,alt2,1,1,102,137,24,21,15,30,1,0,2,0,3.0,0
15603,999,1,alt1,1,1,66,95,19,16,30,15,1,1,2,0,3.0,0
15662,1000,1,alt1,1,1,15,20,10,9,15,60,1,2,1,1,3.0,0
15662,1001,2,alt2,1,1,19,15,10,13,60,60,1,1,1,1,3.0,0
15662,1002,1,alt1,1,1,19,14,9,10,60,30,0,2,1,1,3.0,0
15662,1003,2,alt2,1,1,15,20,13,10,15,30,1,0,1,1,3.0,0
15662,1004,2,alt2,1,1,20,14,10,11,30,15,2,1,1,1,3.0,0
15662,1005,1,alt1,1,1,22,15,12,16,15,30,2,2,1,1,3.0,0
15662,1006,1,alt1,1,1,22,17,10,11,15,60,2,0,1,1,3.0,0
15662,1007,1,alt1,1,1,20,27,14,12,15,30,1,0,1,1,3.0,0
15662,1008,1,alt1,1,1,19,13,9,11,15,30,1,1,1,1,3.0,0
15704,1009,2,alt2,1,1,140,119,9,10,30,30,1,0,4,1,4.0,1
15704,1010,1,alt1,1,1,73,97,10,9,60,15,0,2,4,1,4.0,1
15704,1011,2,alt2,1,1,83,97,10,9,15,30,2,0,4,1,4.0,1
15704,1012,2,alt2,1,1,124,106,11,12,60,60,2,1,4,1,4.0,1
15704,1013,1,alt1,1,1,82,103,13,11,30,60,0,0,4,1,4.0,1
15704,1014,1,alt1,1,1,103,87,8,10,15,60,1,1,4,1,4.0,1
15704,1015,2,alt2,1,1,103,72,8,10,15,60,0,0,4,1,4.0,1
15704,1016,2,alt2,1,1,103,72,10,11,30,60,1,0,4,1,4.0,1
15704,1017,1,alt1,1,1,98,140,10,9,30,60,2,0,4,1,4.0,1
15707,1018,1,alt1,1,1,38,50,12,11,15,60,1,2,4,1,1.0,0
15707,1019,2,alt2,1,1,48,38,11,15,60,60,1,1,4,1,1.0,0
15707,1020,1,alt1,1,1,36,48,12,11,30,60,2,0,4,1,1.0,0
15707,1021,2,alt2,1,1,50,38,11,15,30,15,0,1,4,1,1.0,0
15707,1022,1,alt1,1,1,35,50,12,11,15,30,1,2,4,1,1.0,0
15707,1023,2,alt2,1,1,56,39,14,18,15,30,2,2,4,1,1.0,0
15707,1024,1,alt1,1,1,42,56,13,11,60,15,0,2,4,1,1.0,0
15707,1025,1,alt1,1,1,69,52,14,16,30,15,0,1,4,1,1.0,0
15707,1026,2,alt2,1,1,48,33,11,12,15,30,1,1,4,1,1.0,0
15780,1027,1,alt1,1,1,70,82,17,15,30,30,0,1,2,1,1.0,0
15780,1028,2,alt2,1,1,57,43,15,17,15,60,2,0,2,1,1.0,0
15780,1029,2,alt2,1,1,48,57,18,15,15,30,2,0,2,1,1.0,0
15780,1030,1,alt1,1,1,72,62,18,20,60,60,2,1,2,1,1.0,0
15780,1031,1,alt1,1,1,60,48,19,22,60,30,0,0,2,1,1.0,0
15780,1032,1,alt1,1,1,60,51,14,17,15,60,1,1,2,1,1.0,0
15780,1033,1,alt1,1,1,60,42,14,17,15,60,0,0,2,1,1.0,0
15780,1034,2,alt2,1,1,60,42,17,18,30,60,1,0,2,1,1.0,0
15780,1035,2,alt2,1,1,82,57,15,17,60,30,0,2,2,1,1.0,0
15792,1036,1,alt1,1,1,4,6,2,1,15,60,1,1,0,0,3.0,0
15792,1037,1,alt1,1,1,7,5,1,2,15,60,0,1,0,0,3.0,0
15792,1038,1,alt1,1,1,5,4,1,2,30,60,0,2,0,0,3.0,0
15792,1039,2,alt2,1,1,5,4,1,2,60,15,0,0,0,0,3.0,0
15792,1040,1,alt1,1,1,6,5,1,2,15,15,0,0,0,0,3.0,0
15792,1041,2,alt2,1,1,4,5,2,1,30,15,1,0,0,0,3.0,0
15792,1042,1,alt1,1,1,5,4,1,2,15,15,2,2,0,0,3.0,0
15792,1043,1,alt1,1,1,4,5,2,1,30,60,2,2,0,0,3.0,0
15792,1044,2,alt2,1,1,5,3,1,2,30,15,2,1,0,0,3.0,0
15805,1045,2,alt2,1,1,95,127,50,43,15,15,2,1,0,0,3.0,0
15805,1046,1,alt1,1,1,69,99,45,34,60,60,2,0,0,0,3.0,0
15805,1047,2,alt2,1,1,105,73,42,48,60,15,0,0,0,0,3.0,0
15805,1048,2,alt2,1,1,143,114,32,36,15,15,1,2,0,0,3.0,0
15805,1049,2,alt2,1,1,95,127,44,32,60,30,2,0,0,0,3.0,0
15805,1050,2,alt2,1,1,78,105,45,34,30,15,1,1,0,0,3.0,0
15805,1051,2,alt2,1,1,92,115,44,38,15,30,1,0,0,0,3.0,0
15805,1052,1,alt1,1,1,101,127,42,32,30,30,0,2,0,0,3.0,0
15805,1053,1,alt1,1,1,87,115,39,32,15,60,1,1,0,0,3.0,0
15814,1054,2,alt2,1,1,54,77,24,20,30,15,1,0,2,0,3.0,0
15814,1055,2,alt2,1,1,49,70,25,23,60,30,2,1,2,0,3.0,0
15814,1056,2,alt2,1,1,87,61,17,23,15,15,2,0,2,0,3.0,0
15814,1057,2,alt2,1,1,45,60,26,22,30,30,0,1,2,0,3.0,0
15814,1058,2,alt2,1,1,54,64,31,23,30,15,1,0,2,0,3.0,0
15814,1059,1,alt1,1,1,60,51,20,23,15,15,2,2,2,0,3.0,0
15814,1060,1,alt1,1,1,60,54,17,20,30,30,2,1,2,0,3.0,0
15814,1061,1,alt1,1,1,60,54,20,27,60,15,1,0,2,0,3.0,0
15814,1062,1,alt1,1,1,64,57,22,28,15,15,1,2,2,0,3.0,0
15827,1063,2,alt2,1,1,46,39,6,7,30,30,1,0,2,0,3.0,0
15827,1064,1,alt1,1,1,24,32,7,6,60,15,0,2,2,0,3.0,0
15827,1065,1,alt1,1,1,32,27,6,7,30,15,0,2,2,0,3.0,0
15827,1066,1,alt1,1,1,34,40,8,7,60,60,1,2,2,0,3.0,0
15827,1067,1,alt1,1,1,27,33,9,8,30,60,0,0,2,0,3.0,0
15827,1068,1,alt1,1,1,28,33,7,6,60,15,1,1,2,0,3.0,0
15827,1069,2,alt2,1,1,23,33,7,6,60,15,0,0,2,0,3.0,0
15827,1070,2,alt2,1,1,33,23,7,8,30,60,1,0,2,0,3.0,0
15827,1071,2,alt2,1,1,32,46,7,6,30,60,2,0,2,0,3.0,0
15904,1072,1,alt1,1,1,13,18,4,3,15,60,1,1,1,0,1.0,0
15904,1073,1,alt1,1,1,21,16,3,4,15,60,0,1,1,0,1.0,0
15904,1074,2,alt2,1,1,14,15,4,3,60,30,2,0,1,0,1.0,0
15904,1075,2,alt2,1,1,17,14,3,4,60,15,0,0,1,0,1.0,0
15904,1076,1,alt1,1,1,18,17,3,4,15,15,0,0,1,0,1.0,0
15904,1077,2,alt2,1,1,15,17,4,3,30,15,1,0,1,0,1.0,0
15904,1078,2,alt2,1,1,12,15,4,3,15,15,2,2,1,0,1.0,0
15904,1079,1,alt1,1,1,15,11,3,4,60,30,2,2,1,0,1.0,0
15904,1080,2,alt2,1,1,14,10,3,4,30,15,2,1,1,0,1.0,0
15948,1081,1,alt1,1,1,40,53,8,7,15,60,1,2,4,1,3.0,0
15948,1082,1,alt1,1,1,40,50,10,8,60,60,1,1,4,1,3.0,0
15948,1083,2,alt2,1,1,50,38,7,8,60,30,0,2,4,1,3.0,0
15948,1084,2,alt2,1,1,53,40,8,10,30,15,0,1,4,1,3.0,0
15948,1085,2,alt2,1,1,53,37,8,9,30,15,2,1,4,1,3.0,0
15948,1086,2,alt2,1,1,41,59,13,9,30,15,2,2,4,1,3.0,0
15948,1087,1,alt1,1,1,59,44,8,9,15,60,2,0,4,1,3.0,0
15948,1088,1,alt1,1,1,55,73,11,9,15,30,1,0,4,1,3.0,0
15948,1089,2,alt2,1,1,35,50,8,7,30,15,1,1,4,1,3.0,0
15970,1090,2,alt2,1,1,52,39,7,8,60,15,2,1,0,1,3.0,0
15970,1091,1,alt1,1,1,50,40,7,10,60,60,1,1,0,1,3.0,0
15970,1092,1,alt1,1,1,37,50,8,7,30,60,2,0,0,1,3.0,0
15970,1093,1,alt1,1,1,52,39,7,10,30,15,0,1,0,1,3.0,0
15970,1094,2,alt2,1,1,52,37,7,8,30,15,2,1,0,1,3.0,0
15970,1095,1,alt1,1,1,58,40,9,12,15,30,2,2,0,1,3.0,0
15970,1096,2,alt2,1,1,58,43,7,8,15,60,2,0,0,1,3.0,0
15970,1097,2,alt2,1,1,72,54,9,10,30,15,0,1,0,1,3.0,0
15970,1098,1,alt1,1,1,35,50,8,7,30,15,1,1,0,1,3.0,0
15978,1099,1,alt1,1,1,33,44,18,16,15,60,1,2,3,1,4.0,1
15978,1100,2,alt2,1,1,41,33,17,23,60,60,1,1,3,1,4.0,1
15978,1101,2,alt2,1,1,41,31,16,18,60,30,0,2,3,1,4.0,1
15978,1102,1,alt1,1,1,33,44,23,17,15,30,1,0,3,1,4.0,1
15978,1103,1,alt1,1,1,31,44,19,17,15,30,1,2,3,1,4.0,1
15978,1104,1,alt1,1,1,34,48,28,21,30,15,2,2,3,1,4.0,1
15978,1105,1,alt1,1,1,48,36,17,20,15,60,2,0,3,1,4.0,1
15978,1106,1,alt1,1,1,45,60,24,21,15,30,1,0,3,1,4.0,1
15978,1107,2,alt2,1,1,41,29,16,19,15,30,1,1,3,1,4.0,1
15982,1108,2,alt2,1,1,7,9,10,8,15,15,2,1,2,0,3.0,0
15982,1109,2,alt2,1,1,5,7,9,7,60,60,2,0,2,0,3.0,0
15982,1110,1,alt1,1,1,8,5,8,9,60,15,0,0,2,0,3.0,0
15982,1111,1,alt1,1,1,10,8,6,7,15,15,1,2,2,0,3.0,0
15982,1112,1,alt1,1,1,9,7,6,9,30,60,0,2,2,0,3.0,0
15982,1113,1,alt1,1,1,8,6,7,9,15,30,1,1,2,0,3.0,0
15982,1114,1,alt1,1,1,8,7,7,8,30,15,0,1,2,0,3.0,0
15982,1115,1,alt1,1,1,7,9,8,6,30,30,0,2,2,0,3.0,0
15982,1116,2,alt2,1,1,6,8,8,6,15,60,1,1,2,0,3.0,0
16020,1117,2,alt2,1,1,203,172,29,31,30,30,1,0,4,1,3.0,0
16020,1118,2,alt2,1,1,105,140,33,29,60,15,0,2,4,1,3.0,0
16020,1119,1,alt1,1,1,119,140,34,29,15,30,2,0,4,1,3.0,0
16020,1120,2,alt2,1,1,179,152,35,38,60,60,2,1,4,1,3.0,0
16020,1121,1,alt1,1,1,119,148,42,36,30,60,0,0,4,1,3.0,0
16020,1122,1,alt1,1,1,148,126,27,31,15,60,1,1,4,1,3.0,0
16020,1123,2,alt2,1,1,104,148,33,27,60,15,0,0,4,1,3.0,0
16020,1124,2,alt2,1,1,104,148,35,32,60,30,0,1,4,1,3.0,0
16020,1125,1,alt1,1,1,142,203,33,29,30,60,2,0,4,1,3.0,0
16060,1126,1,alt1,1,1,110,158,47,41,15,60,1,1,1,0,3.0,0
16060,1127,2,alt2,1,1,134,178,59,45,60,15,1,0,1,0,3.0,0
16060,1128,1,alt1,1,1,130,117,39,45,30,60,0,2,1,0,3.0,0
16060,1129,1,alt1,1,1,144,122,39,50,60,15,0,0,1,0,3.0,0
16060,1130,2,alt2,1,1,142,158,45,41,15,15,0,0,1,0,3.0,0
16060,1131,2,alt2,1,1,129,144,45,41,30,15,1,0,1,0,3.0,0
16060,1132,2,alt2,1,1,104,130,49,41,15,15,2,2,1,0,3.0,0
16060,1133,2,alt2,1,1,130,98,45,50,60,30,2,2,1,0,3.0,0
16060,1134,1,alt1,1,1,86,123,67,52,15,30,1,2,1,0,3.0,0
16090,1135,1,alt1,1,1,5,3,1,2,15,15,1,2,2,1,1.0,0
16090,1136,2,alt2,1,1,3,4,2,1,60,60,2,0,2,1,1.0,0
16090,1137,2,alt2,1,1,4,3,1,2,60,15,0,0,2,1,1.0,0
16090,1138,2,alt2,1,1,4,5,2,1,15,15,2,1,2,1,1.0,0
16090,1139,2,alt2,1,1,3,5,2,1,60,30,2,0,2,1,1.0,0
16090,1140,1,alt1,1,1,4,3,1,2,15,30,1,1,2,1,1.0,0
16090,1141,1,alt1,1,1,4,3,1,2,30,15,0,1,2,1,1.0,0
16090,1142,2,alt2,1,1,5,4,1,2,30,30,2,0,2,1,1.0,0
16090,1143,2,alt2,1,1,4,3,1,2,60,15,1,1,2,1,1.0,0
16101,1144,2,alt2,1,1,27,20,13,14,60,15,2,1,4,1,1.0,0
16101,1145,1,alt1,1,1,25,20,13,18,60,60,1,1,4,1,1.0,0
16101,1146,2,alt2,1,1,19,25,14,13,30,60,2,0,4,1,1.0,0
16101,1147,2,alt2,1,1,20,27,18,13,15,30,1,0,4,1,1.0,0
16101,1148,1,alt1,1,1,19,27,15,13,15,30,1,2,4,1,1.0,0
16101,1149,1,alt1,1,1,29,21,16,22,15,30,2,2,4,1,1.0,0
16101,1150,1,alt1,1,1,22,29,15,13,60,15,0,2,4,1,1.0,0
16101,1151,1,alt1,1,1,36,27,16,19,30,15,0,1,4,1,1.0,0
16101,1152,2,alt2,1,1,18,25,14,13,30,15,1,1,4,1,1.0,0
16102,1153,2,alt2,1,1,35,30,4,5,30,30,1,0,2,1,1.0,0
16102,1154,2,alt2,1,1,24,18,4,5,15,60,2,0,2,1,1.0,0
16102,1155,2,alt2,1,1,21,24,5,4,15,30,2,0,2,1,1.0,0
16102,1156,2,alt2,1,1,31,26,4,5,60,60,2,1,2,1,1.0,0
16102,1157,1,alt1,1,1,21,26,5,4,30,60,0,0,2,1,1.0,0
16102,1158,2,alt2,1,1,22,26,4,3,60,15,1,1,2,1,1.0,0
16102,1159,1,alt1,1,1,26,18,3,4,15,60,0,0,2,1,1.0,0
16102,1160,2,alt2,1,1,18,26,5,4,60,30,0,1,2,1,1.0,0
16102,1161,1,alt1,1,1,35,25,4,5,60,30,0,2,2,1,1.0,0
16106,1162,2,alt2,1,1,12,14,3,2,30,30,0,1,1,0,3.0,0
16106,1163,1,alt1,1,1,10,7,2,3,15,60,2,0,1,0,3.0,0
16106,1164,2,alt2,1,1,8,10,3,2,15,30,2,0,1,0,3.0,0
16106,1165,2,alt2,1,1,11,13,4,3,60,60,1,2,1,0,3.0,0
16106,1166,2,alt2,1,1,8,10,4,3,30,60,0,0,1,0,3.0,0
16106,1167,2,alt2,1,1,9,10,3,2,60,15,1,1,1,0,3.0,0
16106,1168,2,alt2,1,1,7,10,3,2,60,15,0,0,1,0,3.0,0
16106,1169,2,alt2,1,1,7,10,3,2,60,30,0,1,1,0,3.0,0
16106,1170,2,alt2,1,1,10,14,3,2,30,60,2,0,1,0,3.0,0
16116,1171,1,alt1,1,1,15,22,7,6,15,60,1,1,4,1,3.0,0
16116,1172,1,alt1,1,1,25,19,7,9,15,60,0,1,4,1,3.0,0
16116,1173,2,alt2,1,1,16,18,7,6,60,30,2,0,4,1,3.0,0
16116,1174,1,alt1,1,1,17,20,8,6,15,60,0,0,4,1,3.0,0
16116,1175,2,alt2,1,1,20,22,7,6,15,15,0,0,4,1,3.0,0
16116,1176,1,alt1,1,1,20,18,6,7,15,30,0,1,4,1,3.0,0
16116,1177,1,alt1,1,1,14,18,8,6,15,15,2,2,4,1,3.0,0
16116,1178,2,alt2,1,1,18,14,7,8,60,30,2,2,4,1,3.0,0
16116,1179,2,alt2,1,1,17,12,8,11,30,15,2,1,4,1,3.0,0
16117,1180,1,alt1,1,1,130,185,188,163,15,60,1,1,3,0,3.0,0
16117,1181,1,alt1,1,1,209,157,181,235,15,60,0,1,3,0,3.0,0
16117,1182,1,alt1,1,1,153,138,155,178,30,60,0,2,3,0,3.0,0
16117,1183,2,alt2,1,1,144,169,201,155,15,60,0,0,3,0,3.0,0
16117,1184,1,alt1,1,1,185,167,163,180,15,15,0,0,3,0,3.0,0
16117,1185,2,alt2,1,1,152,169,180,163,30,15,1,0,3,0,3.0,0
16117,1186,2,alt2,1,1,153,122,163,196,15,15,2,2,3,0,3.0,0
16117,1187,2,alt2,1,1,153,115,181,199,60,30,2,2,3,0,3.0,0
16117,1188,2,alt2,1,1,145,101,206,268,30,15,2,1,3,0,3.0,0
16169,1189,1,alt1,1,1,6,8,8,6,30,15,1,0,0,0,2.0,0
16169,1190,2,alt2,1,1,5,7,8,7,60,30,2,1,0,0,2.0,0
16169,1191,2,alt2,1,1,9,6,5,7,15,15,2,0,0,0,2.0,0
16169,1192,1,alt1,1,1,6,5,7,8,30,30,1,0,0,0,2.0,0
16169,1193,1,alt1,1,1,7,6,7,10,15,30,0,1,0,0,2.0,0
16169,1194,1,alt1,1,1,5,6,7,6,15,15,2,2,0,0,2.0,0
16169,1195,1,alt1,1,1,5,6,6,5,30,30,1,2,0,0,2.0,0
16169,1196,1,alt1,1,1,5,6,9,6,15,60,0,1,0,0,2.0,0
16169,1197,1,alt1,1,1,7,6,7,9,15,15,1,2,0,0,2.0,0
16176,1198,2,alt2,1,1,32,43,15,13,15,15,2,1,4,0,1.0,0
16176,1199,2,alt2,1,1,23,33,14,10,60,60,2,0,4,0,1.0,0
16176,1200,2,alt2,1,1,35,25,13,15,60,15,0,0,4,0,1.0,0
16176,1201,2,alt2,1,1,38,48,11,10,15,15,2,1,4,0,1.0,0
16176,1202,2,alt2,1,1,32,43,13,10,60,30,2,0,4,0,1.0,0
16176,1203,1,alt1,1,1,26,35,14,10,30,15,1,1,4,0,1.0,0
16176,1204,2,alt2,1,1,39,31,12,13,30,15,0,1,4,0,1.0,0
16176,1205,2,alt2,1,1,43,34,10,13,30,30,2,0,4,0,1.0,0
16176,1206,1,alt1,1,1,29,39,12,10,15,60,1,1,4,0,1.0,0
16178,1207,1,alt1,1,1,114,162,59,49,30,15,1,0,0,1,3.0,0
16178,1208,1,alt1,1,1,148,104,56,62,30,60,1,2,0,1,3.0,0
16178,1209,2,alt2,1,1,183,128,42,57,15,15,2,0,0,1,3.0,0
16178,1210,1,alt1,1,1,127,95,54,65,30,30,1,0,0,1,3.0,0
