id,obs_id,choice,chosen_alt,av_walk,av_cycle,av_pt,av_drive,dur_walking,dur_cycling,dur_pt,dur_driving,dur_pt_access,cost_transit,cost_drive,pt_interchanges,driving_traffic_percent,household_id,person_n,purpose,age,female,driving_license,car_ownership
1582,1583,3,pt,1,1,1,1,2.5522222219999997,0.8375,0.6833333339999998,0.685,0.2794444439999999,3.9,1.56,1,0.566504,332,0,5,2,1,1,1
1583,1584,4,drive,1,1,1,1,0.7788888890000001,0.2275,0.2375,0.166388889,0.205277778,1.5,0.47,0,0.0984975,332,1,5,2,0,1,1
1584,1585,3,pt,1,1,1,1,1.230555556,0.571666667,0.191666667,0.2691666669999999,0.137777778,3.0,0.66,1,0.356037,332,1,5,2,0,1,1
1585,1586,3,pt,1,1,1,1,1.839444444,0.7194444440000001,0.166666667,0.514166667,0.183333333,2.4,1.18,0,0.558617,332,1,5,2,0,1,1
1586,1587,3,pt,1,1,1,1,2.5522222219999997,0.8375,0.6833333339999998,0.685,0.2794444439999999,3.9,1.56,1,0.566504,332,1,5,2,0,1,1
1587,1588,4,drive,1,1,1,1,0.7788888890000001,0.2275,0.2375,0.166388889,0.205277778,0.0,0.47,0,0.0984975,332,2,5,1,0,0,1
1588,1589,3,pt,1,1,1,1,1.230555556,0.571666667,0.191666667,0.2691666669999999,0.137777778,0.75,0.66,1,0.356037,332,2,5,1,0,0,1
1589,1590,3,pt,1,1,1,1,1.839444444,0.7194444440000001,0.166666667,0.514166667,0.183333333,1.2,1.18,0,0.558617,332,2,5,1,0,0,1
1590,1591,3,pt,1,1,1,1,2.5522222219999997,0.8375,0.6833333339999998,0.685,0.2794444439999999,1.2,1.56,1,0.566504,332,2,5,1,0,0,1
1591,1592,3,pt,1,1,1,1,0.398055556,0.110277778,0.160555556,0.1166666669999999,0.049444444,1.5,0.29,0,0.0761905,333,0,5,1,1,1,0
1592,1593,3,pt,1,1,1,1,0.536111111,0.206666667,0.155277778,0.111388889,0.0505555559999999,1.5,0.32,0,0.2169579999999999,333,0,5,1,1,1,0
1593,1594,3,pt,1,1,1,1,0.935,0.301111111,0.283333333,0.2613888889999999,0.034722222,1.5,0.74,0,0.387885,333,0,5,1,1,1,0
1594,1595,3,pt,1,1,1,1,0.81,0.2188888889999999,0.2025,0.1719444439999999,0.099444444,1.5,0.49,0,0.326333,333,0,5,1,1,1,0
1595,1596,1,walk,1,1,1,1,0.1625,0.045277778,0.029166667,0.048611111,0.0608333329999999,1.5,0.11,0,0.0,333,0,3,1,1,1,0
1596,1597,3,pt,1,1,1,1,2.9311111110000003,0.6627777779999999,0.925277777,0.436388889,0.158888889,3.0,1.49,1,0.303628,334,0,3,2,0,1,0
1597,1598,3,pt,1,1,1,1,2.9711111110000004,0.729722222,0.9752777779999999,0.448055556,0.179166667,3.0,1.85,1,0.238686,334,0,3,2,0,1,0
1598,1599,3,pt,1,1,1,1,2.9311111110000003,0.6627777779999999,0.925277777,0.436388889,0.158888889,0.0,1.49,1,0.303628,334,1,3,1,0,0,0
1599,1600,3,pt,1,1,1,1,2.9711111110000004,0.729722222,0.9752777779999999,0.448055556,0.179166667,0.0,1.85,1,0.238686,334,1,3,1,0,0,0
1600,1601,3,pt,1,1,1,1,2.9311111110000003,0.6627777779999999,0.925277777,0.436388889,0.158888889,0.0,1.49,1,0.303628,334,2,3,1,0,0,0
1601,1602,3,pt,1,1,1,1,2.9711111110000004,0.729722222,0.9752777779999999,0.448055556,0.179166667,0.0,1.85,1,0.238686,334,2,3,1,0,0,0
1602,1603,3,pt,1,1,1,1,1.473333333,0.4975,0.811111111,0.399166667,0.146388889,3.0,1.1,1,0.356298,335,0,3,2,1,0,0
1603,1604,3,pt,1,1,1,1,1.503611111,0.5822222220000001,0.516666666,0.417777778,0.221111111,3.0,1.07,1,0.444814,335,0,3,2,1,0,0
1604,1605,3,pt,1,1,1,1,1.473333333,0.4975,0.811111111,0.399166667,0.146388889,3.0,1.1,1,0.356298,335,1,3,3,0,0,0
1605,1606,3,pt,1,1,1,1,1.503611111,0.5822222220000001,0.516666666,0.417777778,0.221111111,3.0,1.07,1,0.444814,335,1,3,3,0,0,0
1606,1607,3,pt,1,1,1,1,0.6283333329999999,0.193333333,0.316666667,0.189722222,0.139166667,0.75,0.48,0,0.225476,335,2,3,1,0,0,0
1607,1608,3,pt,1,1,1,1,0.656944444,0.2213888889999999,0.316666667,0.199444444,0.1975,0.75,0.48,0,0.417827,335,2,3,1,0,0,0
1608,1609,3,pt,1,1,1,1,1.473333333,0.4975,0.811111111,0.399166667,0.146388889,0.0,1.1,1,0.356298,335,3,3,1,1,0,0
1609,1610,3,pt,1,1,1,1,1.503611111,0.5822222220000001,0.516666666,0.417777778,0.221111111,0.0,1.07,1,0.444814,335,3,3,1,1,0,0
1610,1611,3,pt,1,1,1,1,1.473333333,0.4975,0.811111111,0.399166667,0.146388889,0.0,1.1,1,0.356298,335,4,3,1,1,0,0
1611,1612,3,pt,1,1,1,1,1.503611111,0.5822222220000001,0.516666666,0.417777778,0.221111111,0.0,1.07,1,0.444814,335,4,3,1,1,0,0
1612,1613,3,pt,1,1,1,1,1.344722222,0.480555556,0.46416666699999987,0.2369444439999999,0.075555556,3.0,0.92,1,0.332943,336,0,4,1,0,0,1
1613,1614,3,pt,1,1,1,1,1.331666667,0.447222222,0.5149999999999999,0.263333333,0.105833333,5.4,0.94,2,0.4715189999999999,336,0,4,1,0,0,1
1614,1615,3,pt,1,1,1,1,0.786666667,0.2919444439999999,0.317222222,0.242222222,0.1555555559999999,1.5,0.73,0,0.556193,336,2,3,2,0,1,1
1615,1616,3,pt,1,1,1,1,0.8030555559999999,0.269444444,0.3316666669999999,0.250833333,0.126944444,1.5,0.66,0,0.401993,336,2,3,2,0,1,1
1616,1617,2,cycle,1,1,1,1,0.599166667,0.1925,0.111111111,0.165277778,0.1775,1.5,0.44,0,0.141176,337,0,3,1,0,0,0
1617,1618,2,cycle,1,1,1,1,0.564722222,0.1475,0.127777778,0.180833333,0.185,1.5,0.47,0,0.345622,337,0,3,1,0,0,0
1618,1619,3,pt,1,1,1,1,2.7155555560000004,0.838888889,0.954722222,0.6166666670000001,0.131388889,4.3,2.01,1,0.5265770000000001,338,0,3,2,1,1,1
1619,1620,3,pt,1,1,1,1,2.7075,0.813888889,1.015277778,0.605555556,0.094166667,3.0,1.98,1,0.558716,338,0,3,2,1,1,1
1620,1621,3,pt,1,1,1,1,2.7155555560000004,0.838888889,0.954722222,0.6166666670000001,0.131388889,4.3,2.01,1,0.5265770000000001,338,1,3,2,0,1,1
1621,1622,3,pt,1,1,1,1,2.7075,0.813888889,1.015277778,0.605555556,0.094166667,3.0,1.98,1,0.558716,338,1,3,2,0,1,1
1622,1623,3,pt,1,1,1,1,2.7155555560000004,0.838888889,0.954722222,0.6166666670000001,0.131388889,0.0,2.01,1,0.5265770000000001,338,2,3,1,0,0,1
1623,1624,3,pt,1,1,1,1,2.7075,0.813888889,1.015277778,0.605555556,0.094166667,0.0,1.98,1,0.558716,338,2,3,1,0,0,1
1624,1625,4,drive,1,1,1,1,0.806388889,0.233055556,0.153333333,0.179166667,0.239166667,0.0,0.56,0,0.165891,339,1,3,4,1,1,1
1625,1626,4,drive,1,1,1,1,0.806388889,0.234166667,0.173333333,0.166388889,0.209166667,0.0,0.53,0,0.125209,339,1,3,4,1,1,1
1626,1627,1,walk,1,1,1,1,0.149166667,0.0627777779999999,0.021666667,0.0608333329999999,0.111111111,1.5,0.12,0,0.0273973,340,0,3,2,0,0,0
1627,1628,1,walk,1,1,1,1,0.149444444,0.0825,0.025,0.075555556,0.073888889,1.5,0.16,0,0.110294,340,0,3,2,0,0,0
1628,1629,3,pt,1,1,1,1,4.539444444,1.600555556,1.233333333,0.934444444,0.071944444,4.3,3.13,1,0.50981,341,0,3,3,0,1,2
1629,1630,1,walk,1,1,1,1,0.907777778,0.3544444439999999,0.2,0.389722222,0.2047222219999999,2.4,0.91,0,0.63578,341,0,5,3,0,1,2
1630,1631,3,pt,1,1,1,1,3.610833333,1.071388889,0.9355555559999998,0.733888889,0.131666667,7.8,2.47,2,0.5,341,0,5,3,0,1,2
1631,1632,3,pt,1,1,1,1,4.539444444,1.600555556,1.233333333,0.934444444,0.071944444,1.85,3.13,1,0.50981,341,1,3,1,0,0,2
1632,1633,1,walk,1,1,1,1,0.907777778,0.3544444439999999,0.2,0.389722222,0.2047222219999999,1.6,0.91,0,0.63578,341,1,5,1,0,0,2
1633,1634,3,pt,1,1,1,1,3.610833333,1.071388889,0.9355555559999998,0.733888889,0.131666667,4.2,2.47,2,0.5,341,1,5,1,0,0,2
1634,1635,1,walk,1,1,1,1,0.342222222,0.199444444,0.104444444,0.105277778,0.127222222,0.0,0.28,0,0.316623,342,0,3,4,1,1,2
1635,1636,1,walk,1,1,1,1,0.336666667,0.163055556,0.105555556,0.128611111,0.175,0.0,0.35,0,0.37365,342,0,3,4,1,1,2
1636,1637,1,walk,1,1,1,1,0.110555556,0.049166667,0.034444444,0.053888889,0.081666667,0.0,0.09,0,0.438144,343,0,3,4,1,1,0
1637,1638,3,pt,1,1,1,1,0.181388889,0.0586111109999999,0.0388888889999999,0.053888889,0.090555556,1.5,0.14,0,0.257732,344,0,3,2,0,0,0
1638,1639,3,pt,1,1,1,1,0.18,0.065555556,0.06,0.068055556,0.078333333,1.5,0.15,0,0.2,344,0,3,2,0,0,0
1639,1640,3,pt,1,1,1,1,4.488055556,1.450833333,0.6499999999999999,1.2330555559999998,0.114722222,7.7,13.54,1,0.790944,345,0,1,2,0,1,0
1640,1641,3,pt,1,1,1,1,4.561944444,1.468055556,0.683333333,1.174722222,0.100277778,7.7,13.43,1,0.66848,345,0,1,2,0,1,0
1641,1642,4,drive,1,1,1,1,0.596388889,0.1725,0.1,0.111944444,0.134722222,1.5,0.37,0,0.1067,346,0,2,2,1,1,1
1642,1643,4,drive,1,1,1,1,0.569722222,0.137222222,0.1166666669999999,0.150833333,0.108333333,1.5,0.44,0,0.220994,346,0,2,2,1,1,1
1643,1644,4,drive,1,1,1,1,0.596388889,0.1725,0.1166666669999999,0.108888889,0.134722222,1.5,0.37,0,0.0510204,346,0,2,2,1,1,1
1644,1645,4,drive,1,1,1,1,0.569722222,0.137222222,0.1166666669999999,0.1275,0.108333333,1.5,0.41,0,0.0849673,346,0,2,2,1,1,1
1645,1646,4,drive,1,1,1,1,1.763888889,0.7644444440000001,0.283333333,0.281111111,0.5741666670000001,1.5,1.03,0,0.185771,346,0,3,2,1,1,1
1646,1647,4,drive,1,1,1,1,1.584722222,0.366111111,0.233333333,0.2738888889999999,0.4552777779999999,1.5,1.04,0,0.0537524999999999,346,0,3,2,1,1,1
1647,1648,1,walk,1,1,1,1,0.205833333,0.0891666669999999,0.016666667,0.0975,0.106388889,1.5,0.23,0,0.356125,346,1,1,2,0,1,1
1648,1649,4,drive,1,1,1,1,0.596388889,0.1725,0.1,0.111944444,0.134722222,0.0,0.37,0,0.1067,346,2,2,1,1,0,1
1649,1650,4,drive,1,1,1,1,0.569722222,0.137222222,0.1166666669999999,0.1275,0.108333333,0.0,0.41,0,0.0849673,346,2,2,1,1,0,1
1650,1651,4,drive,1,1,1,1,1.763888889,0.7644444440000001,0.283333333,0.281111111,0.5741666670000001,0.0,1.03,0,0.185771,346,2,3,1,1,0,1
1651,1652,4,drive,1,1,1,1,1.584722222,0.366111111,0.233333333,0.2738888889999999,0.4552777779999999,0.0,1.04,0,0.0537524999999999,346,2,3,1,1,0,1
1652,1653,4,drive,1,1,1,1,0.596388889,0.1725,0.1,0.111944444,0.134722222,0.0,0.37,0,0.1067,346,3,2,1,1,0,1
1653,1654,4,drive,1,1,1,1,0.569722222,0.137222222,0.1166666669999999,0.1275,0.108333333,0.0,0.41,0,0.0849673,346,3,2,1,1,0,1
1654,1655,4,drive,1,1,1,1,1.763888889,0.7644444440000001,0.283333333,0.281111111,0.5741666670000001,0.0,1.03,0,0.185771,346,3,3,1,1,0,1
1655,1656,4,drive,1,1,1,1,1.584722222,0.366111111,0.233333333,0.2738888889999999,0.4552777779999999,0.0,1.04,0,0.0537524999999999,346,3,3,1,1,0,1
1656,1657,4,drive,1,1,1,1,2.9663888889999996,0.8661111109999999,0.9794444449999999,0.6975,0.16,5.7,2.03,2,0.770211,347,0,1,3,1,1,1
1657,1658,4,drive,1,1,1,1,3.040833333,0.96,0.6833333340000001,0.692777778,0.323611111,4.2,2.08,1,0.4871689999999999,347,0,1,3,1,1,1
1658,1659,3,pt,1,1,1,1,1.468333333,0.538333333,0.3,0.405,0.229444444,2.9,1.08,0,0.747599,348,0,1,3,0,1,2
1659,1660,3,pt,1,1,1,1,0.274444444,0.2,0.016666667,0.167777778,0.241388889,2.4,10.91,0,0.711921,348,0,5,3,0,1,2
1660,1661,4,drive,1,1,1,1,1.499166667,0.518888889,0.2666666669999999,0.308055556,0.257777778,2.4,1.04,0,0.5428310000000001,348,0,3,3,0,1,2
1661,1662,3,pt,1,1,1,1,1.8875,0.6216666670000001,0.35,0.546666667,0.265555556,2.9,11.91,0,0.827744,348,1,1,3,1,1,2
1662,1663,3,pt,1,1,1,1,0.3408333329999999,0.1719444439999999,0.1888888889999999,0.1891666669999999,0.08,1.5,10.93,0,0.627019,348,1,5,3,1,1,2
1663,1664,4,drive,1,1,1,1,1.499166667,0.518888889,0.2666666669999999,0.308055556,0.257777778,2.4,1.04,0,0.5428310000000001,348,1,3,3,1,1,2
1664,1665,4,drive,1,1,1,1,0.860833333,0.314444444,0.40472222199999996,0.178888889,0.182777778,0.0,0.58,1,0.177019,349,0,3,4,1,1,2
1665,1666,4,drive,1,1,1,1,0.855,0.225277778,0.181666667,0.166666667,0.3927777779999999,0.0,0.55,0,0.193333,349,0,3,4,1,1,2
1666,1667,3,pt,1,1,1,1,0.657222222,0.2213888889999999,0.325833333,0.148055556,0.049166667,1.5,0.47,0,0.3452159999999999,350,0,3,1,0,0,0
1667,1668,1,walk,1,1,1,1,0.6658333329999999,0.215833333,0.185277778,0.106388889,0.016666667,1.5,0.37,0,0.383812,350,0,3,1,0,0,0
1668,1669,3,pt,1,1,1,1,3.713055556,1.278055556,0.716666667,0.8977777779999999,0.190277778,2.6,13.22,1,0.6732670000000001,351,0,2,1,1,0,1
1669,1670,3,pt,1,1,1,1,3.691388889,1.236944444,0.7,0.601388889,0.191944444,1.85,2.46,1,0.382448,351,0,2,1,1,0,1
1670,1671,3,pt,1,1,1,1,0.743888889,0.229722222,0.320833333,0.211388889,0.069166667,0.0,0.61,0,0.490145,351,3,2,1,0,0,1
1671,1672,3,pt,1,1,1,1,0.739722222,0.230277778,0.320833333,0.174166667,0.059444444,0.0,0.57,0,0.3987239999999999,351,3,2,1,0,0,1
1672,1673,3,pt,1,1,1,1,0.388611111,0.141388889,0.120833333,0.139444444,0.111388889,0.0,0.31,0,0.440239,351,4,2,1,0,0,1
1673,1674,3,pt,1,1,1,1,0.393055556,0.135277778,0.170833333,0.135833333,0.111111111,0.0,0.32,0,0.0879346,351,4,2,1,0,0,1
1674,1675,3,pt,1,1,1,1,0.388611111,0.141388889,0.120833333,0.139444444,0.111388889,0.0,0.31,0,0.440239,351,5,2,1,0,0,1
1675,1676,3,pt,1,1,1,1,0.393055556,0.135277778,0.170833333,0.135833333,0.111111111,0.0,0.32,0,0.0879346,351,5,2,1,0,0,1
1676,1677,1,walk,1,1,1,1,0.5425,0.155833333,0.13,0.123611111,0.050833333,1.5,0.34,0,0.449438,352,0,1,2,0,1,0
1677,1678,1,walk,1,1,1,1,0.540277778,0.155833333,0.147777778,0.129722222,0.045555556,1.5,0.34,0,0.2119909999999999,352,0,1,2,0,1,0
1678,1679,4,drive,1,1,1,1,0.650277778,0.183611111,0.281388889,0.170555556,0.098333333,1.5,0.5,0,0.514658,353,0,1,2,1,1,1
1679,1680,4,drive,1,1,1,1,0.6477777779999999,0.182222222,0.293611111,0.168888889,0.096111111,1.5,0.56,0,0.353618,353,0,1,2,1,1,1
1680,1681,4,drive,1,1,1,1,0.5508333329999999,0.1472222219999999,0.148888889,0.18,0.183611111,1.5,0.53,0,0.12963,353,0,3,2,1,1,1
1681,1682,4,drive,1,1,1,1,0.543333333,0.141666667,0.0633333329999999,0.164444444,0.203333333,1.5,0.51,0,0.0152027,353,0,3,2,1,1,1
1682,1683,3,pt,1,1,1,1,3.433055556,1.020833333,0.483333333,0.8561111109999999,0.549444444,3.6,2.62,0,0.694679,353,1,1,2,0,1,1
1683,1684,3,pt,1,1,1,1,3.457777778,1.072777778,0.6977777779999998,0.609444444,0.161111111,3.79,2.29,1,0.532361,353,1,1,2,0,1,1
1684,1685,1,walk,1,1,1,1,0.374444444,0.131666667,0.116944444,0.113888889,0.264722222,0.0,0.28,0,0.451219,353,2,2,1,0,0,1
1685,1686,1,walk,1,1,1,1,0.3675,0.1191666669999999,0.066666667,0.1,0.285,0.0,0.27,0,0.147222,353,2,2,1,0,0,1
1686,1687,1,walk,1,1,1,1,0.3533333329999999,0.123333333,0.09,0.1275,0.1772222219999999,0.0,0.31,0,0.20915,353,2,4,1,0,0,1
1687,1688,1,walk,1,1,1,1,0.3508333329999999,0.1447222219999999,0.083333333,0.1422222219999999,0.152222222,0.0,0.36,0,0.351563,353,2,4,1,0,0,1
1688,1689,4,drive,1,1,1,1,0.5508333329999999,0.1472222219999999,0.148888889,0.18,0.183611111,0.0,0.53,0,0.12963,353,2,3,1,0,0,1
1689,1690,4,drive,1,1,1,1,0.543333333,0.141666667,0.0633333329999999,0.164444444,0.203333333,0.0,0.51,0,0.0152027,353,2,3,1,0,0,1
1690,1691,1,walk,1,1,1,1,0.3952777779999999,0.141944444,0.116944444,0.120555556,0.262222222,0.0,0.3,0,0.440092,353,3,2,1,1,0,1
1691,1692,1,walk,1,1,1,1,0.3875,0.133333333,0.083333333,0.140833333,0.305,0.0,0.36,0,0.193294,353,3,2,1,1,0,1
1692,1693,4,drive,1,1,1,1,0.5508333329999999,0.1472222219999999,0.148888889,0.18,0.183611111,0.0,0.53,0,0.12963,353,3,3,1,1,0,1
1693,1694,4,drive,1,1,1,1,0.543333333,0.141666667,0.0633333329999999,0.164444444,0.203333333,0.0,0.51,0,0.0152027,353,3,3,1,1,0,1
1694,1695,4,drive,1,1,1,1,0.5508333329999999,0.1472222219999999,0.148888889,0.18,0.183611111,0.0,0.53,0,0.12963,353,4,3,1,0,0,1
1695,1696,4,drive,1,1,1,1,0.543333333,0.141666667,0.0633333329999999,0.164444444,0.203333333,0.0,0.51,0,0.0152027,353,4,3,1,0,0,1
1696,1697,1,walk,1,1,1,1,0.310833333,0.099722222,0.033333333,0.0872222219999999,0.191944444,1.5,0.2,0,0.0828025,354,0,3,1,0,0,0
1697,1698,1,walk,1,1,1,1,0.296111111,0.101388889,0.05,0.100833333,0.137222222,1.5,0.22,0,0.0881543,354,0,3,1,0,0,0
1698,1699,3,pt,1,1,1,1,0.3358333329999999,0.128333333,0.1166666669999999,0.127777778,0.098888889,0.0,0.32,0,0.236957,355,0,3,4,1,1,0
1699,1700,3,pt,1,1,1,1,0.326111111,0.109444444,0.1186111109999999,0.121944444,0.0847222219999999,0.0,0.29,0,0.328018,355,0,3,4,1,1,0
1700,1701,3,pt,1,1,1,1,2.526388889,0.7655555559999999,0.5333333329999999,0.547222222,0.368888889,0.0,1.62,1,0.298477,356,0,3,4,1,0,0
1701,1702,3,pt,1,1,1,1,2.541111111,0.7405555559999999,0.55,0.65,0.370833333,0.0,1.73,1,0.458974,356,0,3,4,1,0,0
1702,1703,3,pt,1,1,1,1,0.3519444439999999,0.108055556,0.163611111,0.096666667,0.034166667,0.0,0.24,0,0.181034,357,0,3,2,0,0,0
1703,1704,3,pt,1,1,1,1,0.353055556,0.112222222,0.124444444,0.118888889,0.028055556,0.0,0.26,0,0.252336,357,0,3,2,0,0,0
1704,1705,3,pt,1,1,1,1,0.4502777779999999,0.157222222,0.150555556,0.135277778,0.1694444439999999,0.0,0.37,0,0.190965,358,0,3,4,1,0,0
1705,1706,3,pt,1,1,1,1,0.454722222,0.15,0.146944444,0.134722222,0.188055556,0.0,0.32,0,0.202062,358,0,3,4,1,0,0
1706,1707,3,pt,1,1,1,1,2.208888889,0.6738888890000001,0.3999999999999999,0.518888889,0.176111111,2.8,1.67,1,0.482334,359,0,3,2,0,1,1
1707,1708,1,walk,1,1,1,1,0.171666667,0.063888889,0.06,0.0866666669999999,0.128888889,1.5,10.71,0,0.5096149999999999,359,0,5,2,0,1,1
1708,1709,3,pt,1,1,1,1,2.033888889,0.655833333,0.4333333339999999,0.604722222,0.208333333,3.3,12.22,1,0.6655949999999999,359,0,1,2,0,1,1
1709,1710,3,pt,1,1,1,1,2.208888889,0.6738888890000001,0.3999999999999999,0.518888889,0.176111111,2.8,1.67,1,0.482334,359,1,3,2,0,1,1
1710,1711,3,pt,1,1,1,1,0.649444444,0.268055556,0.39499999899999994,0.33,0.077222222,3.9,11.31,1,0.576599,359,1,5,2,0,1,1
1711,1712,3,pt,1,1,1,1,2.436666667,0.8475,0.5522222229999999,0.594444444,0.251111111,4.8,2.18,1,0.468224,359,1,1,2,0,1,1
1712,1713,3,pt,1,1,1,1,0.951944444,0.270277778,0.276111111,0.238055556,0.076111111,1.5,0.67,0,0.271879,360,0,3,1,1,0,0
1713,1714,3,pt,1,1,1,1,0.964166667,0.287777778,0.225277778,0.228333333,0.076388889,1.5,0.63,0,0.13382,360,0,3,1,1,0,0
1714,1715,3,pt,1,1,1,1,0.951944444,0.270277778,0.276111111,0.238055556,0.076111111,1.5,0.67,0,0.271879,360,1,3,1,1,0,0
1715,1716,3,pt,1,1,1,1,0.964166667,0.287777778,0.225277778,0.228333333,0.076388889,1.5,0.63,0,0.13382,360,1,3,1,1,0,0
1716,1717,4,drive,1,1,1,1,0.745833333,0.232777778,0.21,0.2019444439999999,0.257777778,1.5,0.56,0,0.188446,361,2,1,3,1,1,1
1717,1718,4,drive,1,1,1,1,0.731666667,0.2275,0.251666667,0.192222222,0.2144444439999999,1.5,0.57,0,0.0881503,361,2,1,3,1,1,1
1718,1719,3,pt,1,1,1,1,0.215555556,0.105555556,0.0475,0.088333333,0.091666667,0.0,0.2,0,0.264151,362,0,3,4,0,0,0
1719,1720,1,walk,1,1,1,1,0.120277778,0.0430555559999999,0.049444444,0.0580555559999999,0.085277778,0.0,0.14,0,0.339713,362,1,3,4,1,0,0
1720,1721,4,drive,1,1,1,1,0.940277778,0.341666667,0.48805555599999995,0.223611111,0.2225,3.0,0.83,1,0.395031,363,0,1,3,1,1,1
1721,1722,4,drive,1,1,1,1,1.0175,0.306666667,0.166666667,0.26,0.410277778,2.1,0.91,0,0.297009,363,0,5,3,1,1,1
1722,1723,4,drive,1,1,1,1,0.901944444,0.253333333,0.3144444449999999,0.1725,0.077222222,3.6,0.75,1,0.433172,363,0,3,3,1,1,1
1723,1724,4,drive,1,1,1,1,0.2613888889999999,0.082222222,0.066666667,0.063888889,0.0275,1.5,0.26,0,0.2130429999999999,363,0,5,3,1,1,1
1724,1725,4,drive,1,1,1,1,0.2369444439999999,0.05,0.05,0.067222222,0.09,1.9,0.23,0,0.00826446,363,0,5,3,1,1,1
1725,1726,3,pt,1,1,1,1,3.4047222219999997,1.070277778,0.763055555,0.6283333329999999,0.088888889,4.3,2.8,2,0.375332,363,1,4,1,0,1,1
1726,1727,3,pt,1,1,1,1,3.372777778,0.995833333,0.766666667,0.934722222,0.215555556,2.8,13.75,1,0.6439819999999999,363,1,4,1,0,1,1
1727,1728,4,drive,1,1,1,1,0.483888889,0.137222222,0.131111111,0.0847222219999999,0.120555556,1.5,0.37,0,0.154098,363,1,3,1,0,1,1
1728,1729,4,drive,1,1,1,1,0.493611111,0.123611111,0.166666667,0.095833333,0.015555556,1.5,0.42,0,0.249275,363,1,5,1,0,1,1
1729,1730,4,drive,1,1,1,1,0.8947222220000001,0.270277778,0.3313888889999999,0.205,0.064444444,1.5,0.84,0,0.249322,363,1,3,1,0,1,1
1730,1731,1,walk,1,1,1,1,0.313333333,0.0975,0.118333333,0.113055556,0.11,1.5,0.34,0,0.115479,363,2,1,1,1,0,1
1731,1732,1,walk,1,1,1,1,0.2925,0.086944444,0.1180555559999999,0.049444444,0.118888889,1.5,0.17,0,0.219101,363,2,1,1,1,0,1
1732,1733,4,drive,1,1,1,1,0.252777778,0.079166667,0.0275,0.069722222,0.2238888889999999,1.5,0.2,0,0.143426,364,1,4,3,0,1,1
1733,1734,4,drive,1,1,1,1,0.2491666669999999,0.078611111,0.020277778,0.0855555559999999,0.220833333,1.5,0.25,0,0.0487013,364,1,4,3,0,1,1
1734,1735,4,drive,1,1,1,1,0.3827777779999999,0.11,0.097222222,0.139444444,0.108055556,1.5,0.41,0,0.428287,364,1,3,3,0,1,1
1735,1736,3,pt,1,1,1,1,0.561111111,0.1675,0.096388889,0.135,0.226111111,0.0,0.39,0,0.0534979,364,2,2,1,0,0,1
1736,1737,1,walk,1,1,1,1,0.088055556,0.040833333,0.0144444439999999,0.042222222,0.039722222,0.0,0.09,0,0.0328946999999999,364,2,5,1,0,0,1
1737,1738,3,pt,1,1,1,1,0.565277778,0.223055556,0.246111111,0.1525,0.102777778,0.0,0.43,1,0.145719,364,2,2,1,0,0,1
1738,1739,1,walk,1,1,1,1,0.323055556,0.095555556,0.076388889,0.084444444,0.1191666669999999,0.0,0.24,0,0.174342,364,2,3,1,0,0,1
1739,1740,1,walk,1,1,1,1,0.314166667,0.087777778,0.064722222,0.081944444,0.112777778,0.0,0.24,0,0.0576270999999999,364,2,3,1,0,0,1
1740,1741,3,pt,1,1,1,1,0.776666667,0.24,0.2,0.1772222219999999,0.234166667,1.5,0.59,0,0.230408,364,3,5,1,0,0,1
1741,1742,3,pt,1,1,1,1,0.500833333,0.1422222219999999,0.1022222219999999,0.101388889,0.250555556,1.5,0.33,0,0.0575342,364,3,5,1,0,0,1
1742,1743,1,walk,1,1,1,1,0.226944444,0.0505555559999999,0.0475,0.045555556,0.146944444,1.5,0.15,0,0.189024,364,3,3,1,0,0,1
1743,1744,4,drive,1,1,1,1,0.350277778,0.1325,0.06,0.082222222,0.041944444,1.5,0.23,0,0.1047299999999999,365,0,2,2,0,1,1
1744,1745,4,drive,1,1,1,1,2.2,0.692222222,0.4500000009999998,0.511388889,0.145833333,3.0,1.5,1,0.4160779999999999,365,0,4,2,0,1,1
1745,1746,4,drive,1,1,1,1,0.849722222,0.2822222219999999,0.4308333339999999,0.149166667,0.037777778,3.0,0.55,1,0.292365,365,0,4,2,0,1,1
1746,1747,4,drive,1,1,1,1,1.744444444,0.570277778,0.7730555559999999,0.352777778,0.063055556,4.5,1.27,2,0.212598,365,0,5,2,0,1,1
1747,1748,4,drive,1,1,1,1,0.338055556,0.0975,0.0891666669999999,0.091111111,0.074722222,1.5,0.25,0,0.0152439,365,0,3,2,0,1,1
1748,1749,4,drive,1,1,1,1,1.796944444,0.592777778,0.7616666670000001,0.4975,0.028611111,5.4,1.67,2,0.599665,365,1,1,2,1,1,1
1749,1750,4,drive,1,1,1,1,2.11,0.685,0.8086111109999999,0.515,0.251944444,4.7,1.83,2,0.5318229999999999,365,1,4,2,1,1,1
1750,1751,4,drive,1,1,1,1,0.686111111,0.176111111,0.3225,0.170555556,0.1016666669999999,0.0,0.51,0,0.109121,365,2,2,1,1,0,1
1751,1752,4,drive,1,1,1,1,0.5327777779999999,0.177777778,0.133888889,0.143888889,0.1866666669999999,0.0,0.39,0,0.179537,365,2,5,1,1,0,1
1752,1753,4,drive,1,1,1,1,0.338055556,0.0975,0.0891666669999999,0.091111111,0.074722222,0.0,0.25,0,0.0152439,365,2,3,1,1,0,1
