id,obs_id,choice,chosen_alt,av_1,av_2,av_3,at1,at2,at3,td1,td2,td3,fee1,fee2,fee3,total_access_fsp,total_access_psp,total_access_pup,scenario,incm,gender,resident,oint,dint,odint,age,aveh,income
28,215,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,0,0,1,0,6,1,1
28,216,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,0,0,1,0,6,1,1
29,217,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,1,0,0,1,0,5,1,1
29,218,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,1,0,0,1,0,5,1,1
29,219,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,1,0,0,1,0,5,1,1
29,220,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,1,0,0,1,0,5,1,1
29,221,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,1,0,0,1,0,5,1,1
29,222,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,1,0,0,1,0,5,1,1
29,223,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,1,0,0,1,0,5,1,1
29,224,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,1,0,0,1,0,5,1,1
30,225,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,4,1,1
30,226,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,4,1,1
30,227,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,4,1,1
30,228,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,4,1,1
30,229,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,4,1,1
30,230,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,1,1,1,1,4,1,1
30,231,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,1,1,1,1,4,1,1
30,232,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,1,1,1,1,4,1,1
31,233,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,1,1,1,1,1,3,1,1
31,234,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,1,1,1,1,1,3,1,1
31,235,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,1,1,1,1,1,3,1,1
31,236,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,1,1,1,1,1,3,1,1
31,237,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,1,1,1,1,1,3,1,1
31,238,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,1,1,1,1,1,3,1,1
31,239,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,1,1,1,1,1,3,1,1
31,240,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,1,1,1,1,1,3,1,1
32,241,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,1,1,0,1,0,3,1,1
32,242,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,1,1,0,1,0,3,1,1
32,243,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,1,1,0,1,0,3,1,1
32,244,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,1,1,0,1,0,3,1,1
32,245,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,1,1,0,1,0,3,1,1
32,246,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,1,1,0,1,0,3,1,1
32,247,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,1,1,0,1,0,3,1,1
32,248,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,1,1,0,1,0,3,1,1
33,249,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,3,1,1
33,250,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,3,1,1
33,251,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,3,1,1
33,252,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,3,1,1
33,253,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,3,1,1
33,254,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,1,1,1,1,3,1,1
33,255,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,1,1,1,1,3,1,1
33,256,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,1,1,1,1,3,1,1
34,257,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,1800,0,0,0,1,0,6,1,2
34,258,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,1800,0,0,0,1,0,6,1,2
34,259,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,1800,0,0,0,1,0,6,1,2
34,260,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,1800,0,0,0,1,0,6,1,2
34,261,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,1800,0,0,0,1,0,6,1,2
34,262,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,1800,0,0,0,1,0,6,1,2
34,263,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,1800,0,0,0,1,0,6,1,2
34,264,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,1800,0,0,0,1,0,6,1,2
35,265,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,0,0,0,1,0,1,1,1
35,266,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,0,0,0,1,0,1,1,1
35,267,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,0,0,0,1,0,1,1,1
35,268,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,0,0,0,1,0,1,1,1
35,269,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,0,0,0,1,0,1,1,1
35,270,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,0,0,0,1,0,1,1,1
35,271,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,0,0,1,0,1,1,1
35,272,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,0,0,1,0,1,1,1
36,273,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,1800,0,0,0,1,0,3,1,2
36,274,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,1800,0,0,0,1,0,3,1,2
36,275,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,1800,0,0,0,1,0,3,1,2
36,276,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,1800,0,0,0,1,0,3,1,2
36,277,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,1800,0,0,0,1,0,3,1,2
36,278,2,PSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,1800,0,0,0,1,0,3,1,2
36,279,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,1800,0,0,0,1,0,3,1,2
36,280,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,1800,0,0,0,1,0,3,1,2
37,281,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,0,0,1,0,3,1,1
37,282,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,0,0,1,0,3,1,1
37,283,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,0,0,1,0,3,1,1
37,284,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,0,0,1,0,3,1,1
37,285,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,0,0,1,0,3,1,1
37,286,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,0,0,1,0,3,1,1
37,287,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,0,0,1,0,3,1,1
37,288,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,0,0,1,0,3,1,1
38,289,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,1800,0,0,0,1,0,4,1,2
38,290,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,1800,0,0,0,1,0,4,1,2
38,291,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,1800,0,0,0,1,0,4,1,2
38,292,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,1800,0,0,0,1,0,4,1,2
38,293,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,1800,0,0,0,1,0,4,1,2
38,294,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,1800,0,0,0,1,0,4,1,2
38,295,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,1800,0,0,0,1,0,4,1,2
38,296,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,1800,0,0,0,1,0,4,1,2
39,297,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,1,0,0,1,0,2,1,1
39,298,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,1,0,0,1,0,2,1,1
39,299,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,1,0,0,1,0,2,1,1
39,300,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,1,0,0,1,0,2,1,1
39,301,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,1,0,0,1,0,2,1,1
39,302,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,1,0,0,1,0,2,1,1
39,303,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,1,0,0,1,0,2,1,1
39,304,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,1,0,0,1,0,2,1,1
40,305,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,3000,0,0,0,1,0,5,1,3
40,306,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,3000,0,0,0,1,0,5,1,3
40,307,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,3000,0,0,0,1,0,5,1,3
40,308,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,3000,0,0,0,1,0,5,1,3
40,309,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,3000,0,0,0,1,0,5,1,3
40,310,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,3000,0,0,0,1,0,5,1,3
40,311,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,3000,0,0,0,1,0,5,1,3
40,312,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,3000,0,0,0,1,0,5,1,3
41,313,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,0,1,1,1,1,2,1,1
41,314,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,0,1,1,1,1,2,1,1
41,315,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,0,1,1,1,1,2,1,1
41,316,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,0,1,1,1,1,2,1,1
41,317,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,0,1,1,1,1,2,1,1
41,318,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,0,1,1,1,1,2,1,1
41,319,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,1,1,1,1,2,1,1
41,320,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,1,1,1,1,2,1,1
42,321,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,0,0,0,1,0,3,1,1
42,322,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,0,0,0,1,0,3,1,1
42,323,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,0,0,0,1,0,3,1,1
42,324,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,0,0,0,1,0,3,1,1
42,325,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,0,0,0,1,0,3,1,1
42,326,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,0,0,0,1,0,3,1,1
42,327,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,0,0,1,0,3,1,1
42,328,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,0,0,1,0,3,1,1
43,329,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,0,0,1,0,5,1,1
43,330,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,0,0,1,0,5,1,1
43,331,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,0,0,1,0,5,1,1
43,332,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,0,0,1,0,5,1,1
43,333,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,0,0,1,0,5,1,1
43,334,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,0,0,1,0,5,1,1
43,335,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,0,0,1,0,5,1,1
43,336,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,0,0,1,0,5,1,1
44,337,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,1800,0,0,1,0,0,3,1,2
44,338,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,1800,0,0,1,0,0,3,1,2
44,339,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,1800,0,0,1,0,0,3,1,2
44,340,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,1800,0,0,1,0,0,3,1,2
44,341,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,1800,0,0,1,0,0,3,1,2
44,342,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,1800,0,0,1,0,0,3,1,2
44,343,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,1800,0,0,1,0,0,3,1,2
44,344,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,1800,0,0,1,0,0,3,1,2
45,345,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,4,1,1
45,346,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,4,1,1
45,347,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,4,1,1
45,348,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,4,1,1
45,349,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,4,1,1
45,350,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,1,1,1,1,4,1,1
45,351,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,1,1,1,1,4,1,1
45,352,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,1,1,1,1,4,1,1
46,353,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,5,1,1
46,354,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,5,1,1
46,355,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,5,1,1
46,356,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,5,1,1
46,357,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,5,1,1
46,358,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,1,1,1,1,5,1,1
46,359,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,1,1,1,1,5,1,1
46,360,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,1,1,1,1,5,1,1
47,361,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,3000,0,0,0,0,0,5,1,3
47,362,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,3000,0,0,0,0,0,5,1,3
47,363,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,3000,0,0,0,0,0,5,1,3
47,364,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,3000,0,0,0,0,0,5,1,3
47,365,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,3000,0,0,0,0,0,5,1,3
47,366,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,3000,0,0,0,0,0,5,1,3
47,367,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,3000,0,0,0,0,0,5,1,3
47,368,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,3000,0,0,0,0,0,5,1,3
48,369,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,3000,0,0,0,1,0,2,1,3
48,370,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,3000,0,0,0,1,0,2,1,3
48,371,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,3000,0,0,0,1,0,2,1,3
48,372,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,3000,0,0,0,1,0,2,1,3
48,373,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,3000,0,0,0,1,0,2,1,3
48,374,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,3000,0,0,0,1,0,2,1,3
48,375,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,3000,0,0,0,1,0,2,1,3
48,376,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,3000,0,0,0,1,0,2,1,3
49,377,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,1,0,0,1,0,4,1,1
49,378,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,1,0,0,1,0,4,1,1
49,379,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,1,0,0,1,0,4,1,1
49,380,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,1,0,0,1,0,4,1,1
49,381,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,1,0,0,1,0,4,1,1
49,382,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,1,0,0,1,0,4,1,1
49,383,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,1,0,0,1,0,4,1,1
49,384,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,1,0,0,1,0,4,1,1
50,385,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,0,1,1,1,1,6,1,1
50,386,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,0,1,1,1,1,6,1,1
50,387,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,0,1,1,1,1,6,1,1
50,388,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,0,1,1,1,1,6,1,1
50,389,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,0,1,1,1,1,6,1,1
50,390,2,PSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,0,1,1,1,1,6,1,1
50,391,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,1,1,1,1,6,1,1
50,392,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,1,1,1,1,6,1,1
51,393,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,3000,0,0,0,1,0,4,1,3
51,394,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,3000,0,0,0,1,0,4,1,3
51,395,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,3000,0,0,0,1,0,4,1,3
51,396,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,3000,0,0,0,1,0,4,1,3
51,397,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,3000,0,0,0,1,0,4,1,3
51,398,2,PSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,3000,0,0,0,1,0,4,1,3
51,399,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,3000,0,0,0,1,0,4,1,3
51,400,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,3000,0,0,0,1,0,4,1,3
52,401,1,FSP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,300,0,0,0,1,0,2,2,1
52,402,1,FSP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,300,0,0,0,1,0,2,2,1
52,403,1,FSP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,300,0,0,0,1,0,2,2,1
52,404,1,FSP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,300,0,0,0,1,0,2,2,1
52,405,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,300,0,0,0,1,0,2,2,1
52,406,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,300,0,0,0,1,0,2,2,1
52,407,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,300,0,0,0,1,0,2,2,1
52,408,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,300,0,0,0,1,0,2,2,1
53,409,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,1800,0,0,0,1,0,4,1,2
53,410,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,1800,0,0,0,1,0,4,1,2
53,411,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,1800,0,0,0,1,0,4,1,2
53,412,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,1800,0,0,0,1,0,4,1,2
53,413,3,PUP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,1800,0,0,0,1,0,4,1,2
53,414,3,PUP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,1800,0,0,0,1,0,4,1,2
53,415,3,PUP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,1800,0,0,0,1,0,4,1,2
53,416,3,PUP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,1800,0,0,0,1,0,4,1,2
54,417,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,3,1,1
54,418,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,3,1,1
54,419,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,3,1,1
54,420,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,3,1,1
54,421,1,FSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,3,1,1
54,422,1,FSP,1,1,1,15,10,5,10,15,10,0,0.6,1.5,25,25,15,6,900,0,1,1,1,1,3,1,1
54,423,1,FSP,1,1,1,10,10,5,10,10,10,0,0.8,1.5,20,20,15,7,900,0,1,1,1,1,3,1,1
54,424,1,FSP,1,1,1,10,10,5,15,15,10,0,0.8,1.5,25,25,15,8,900,0,1,1,1,1,3,1,1
55,425,3,PUP,1,1,1,10,10,5,10,10,10,0,0.6,0.8,20,20,15,1,900,0,1,1,1,1,2,1,1
55,426,3,PUP,1,1,1,10,10,5,15,15,10,0,0.6,0.8,25,25,15,2,900,0,1,1,1,1,2,1,1
55,427,3,PUP,1,1,1,15,10,5,15,10,10,0,0.8,0.8,30,20,15,3,900,0,1,1,1,1,2,1,1
55,428,3,PUP,1,1,1,15,10,5,10,15,10,0,0.8,0.8,25,25,15,4,900,0,1,1,1,1,2,1,1
55,429,2,PSP,1,1,1,15,10,5,15,10,10,0,0.6,1.5,30,20,15,5,900,0,1,1,1,1,2,1,1
