id,obs_id,choice,chosen_alt,av_1,av_2,car_ivtt,rail_ivtt,car_cost,rail_cost,rail_transfers,rail_comfort,purpose,age,employ_status,npersons,gender,arrival_time
49,308,1,auto,1,1,1.583,1.333,13.2,22.5,0,1,0,0,1,2,0,0
49,309,1,auto,1,1,1.583,1.333,12.1,22.5,0,1,0,0,1,2,0,0
49,310,1,auto,1,1,1.583,1.333,11.0,22.5,0,1,0,0,1,2,0,0
49,311,1,auto,1,1,1.583,1.583,11.0,22.5,1,0,0,0,1,2,0,0
49,312,1,auto,1,1,1.583,1.583,11.0,33.75,1,1,0,0,1,2,0,0
49,313,2,rail,1,1,1.583,1.333,16.5,22.5,0,1,0,0,1,2,0,0
50,314,1,auto,1,1,1.833,2.5,27.9,14.0,0,2,0,1,1,1,1,1
50,315,2,rail,1,1,1.833,2.5,31.0,14.0,0,2,0,1,1,1,1,1
50,316,2,rail,1,1,1.833,2.333,31.0,14.0,1,1,0,1,1,1,1,1
50,317,2,rail,1,1,1.833,2.333,31.0,10.0,0,2,0,1,1,1,1,1
50,318,2,rail,1,1,1.833,2.083,31.0,12.0,1,2,0,1,1,1,1,1
51,319,1,auto,1,1,1.767,2.0,23.0,69.35,1,2,1,1,0,1,0,1
51,320,2,rail,1,1,1.767,2.5,11.5,69.35,2,1,1,1,0,1,0,1
51,321,2,rail,1,1,1.767,2.5,13.8,69.35,2,1,1,1,0,1,0,1
51,322,2,rail,1,1,1.767,2.5,16.1,69.35,2,1,1,1,0,1,0,1
51,323,2,rail,1,1,1.767,2.5,18.4,69.35,2,1,1,1,0,1,0,1
51,324,2,rail,1,1,1.767,2.5,20.7,69.35,2,1,1,1,0,1,0,1
51,325,2,rail,1,1,1.767,2.5,23.0,69.35,2,1,1,1,0,1,0,1
51,326,2,rail,1,1,1.767,2.5,23.0,60.3,1,1,1,1,0,1,0,1
53,327,1,auto,1,1,2.25,1.667,7.5,28.0,0,0,0,0,1,2,0,1
53,328,1,auto,1,1,2.25,1.667,7.0,28.0,0,0,0,0,1,2,0,1
53,329,1,auto,1,1,2.25,1.667,6.5,28.0,0,0,0,0,1,2,0,1
53,330,1,auto,1,1,2.25,1.667,6.0,28.0,0,0,0,0,1,2,0,1
53,331,1,auto,1,1,2.25,1.667,5.5,28.0,0,0,0,0,1,2,0,1
53,332,1,auto,1,1,2.25,1.667,4.995,28.0,0,0,0,0,1,2,0,1
53,333,1,auto,1,1,2.25,1.5,4.995,40.0,0,0,0,0,1,2,0,1
53,334,1,auto,1,1,2.25,1.5,4.995,34.0,0,1,0,0,1,2,0,1
54,335,1,auto,1,1,1.583,1.267,11.25,29.75,1,0,0,1,1,2,1,0
54,336,1,auto,1,1,1.583,1.267,10.5,29.75,1,0,0,1,1,2,1,0
54,337,1,auto,1,1,1.583,1.267,9.75,29.75,1,0,0,1,1,2,1,0
54,338,1,auto,1,1,1.583,1.267,9.0,29.75,1,0,0,1,1,2,1,0
54,339,1,auto,1,1,1.583,1.267,8.25,29.75,1,0,0,1,1,2,1,0
54,340,1,auto,1,1,1.583,1.267,7.5,29.75,1,0,0,1,1,2,1,0
54,341,1,auto,1,1,1.583,1.683,7.5,29.75,0,1,0,1,1,2,1,0
54,342,1,auto,1,1,1.583,1.683,7.5,36.15,1,0,0,1,1,2,1,0
55,343,1,auto,1,1,1.267,2.167,10.0,47.6,0,0,0,1,0,2,0,0
55,344,1,auto,1,1,1.267,2.333,10.0,39.2,0,0,0,1,0,2,0,0
55,345,1,auto,1,1,1.267,2.167,10.0,39.2,0,1,0,1,0,2,0,0
55,346,2,rail,1,1,1.267,2.167,11.0,47.6,0,0,0,1,0,2,0,0
56,347,1,auto,1,1,1.017,3.083,18.0,50.0,1,1,0,0,0,1,0,0
56,348,1,auto,1,1,1.017,3.083,16.8,50.0,1,1,0,0,0,1,0,0
56,349,1,auto,1,1,1.017,3.083,15.6,50.0,1,1,0,0,0,1,0,0
56,350,1,auto,1,1,1.017,3.083,14.4,50.0,1,1,0,0,0,1,0,0
56,351,1,auto,1,1,1.017,3.083,13.2,50.0,1,1,0,0,0,1,0,0
56,352,1,auto,1,1,1.017,3.083,12.0,50.0,1,1,0,0,0,1,0,0
56,353,1,auto,1,1,1.017,2.5,12.0,57.5,1,1,0,0,0,1,0,0
56,354,1,auto,1,1,1.017,2.5,12.0,50.0,1,2,0,0,0,1,0,0
57,355,1,auto,1,1,2.033,1.417,11.0,15.0,1,0,0,1,0,3,1,0
57,356,1,auto,1,1,2.033,1.417,10.0,15.0,1,0,0,1,0,3,1,0
57,357,1,auto,1,1,2.033,1.583,10.0,22.5,0,0,0,1,0,3,1,0
57,358,1,auto,1,1,2.033,1.25,10.0,30.0,1,0,0,1,0,3,1,0
57,359,2,rail,1,1,2.033,1.417,12.0,15.0,1,0,0,1,0,3,1,0
58,360,1,auto,1,1,2.117,2.433,7.5,44.9,1,2,0,0,1,2,1,1
58,361,1,auto,1,1,2.117,3.05,7.5,44.9,2,1,0,0,1,2,1,1
58,362,2,rail,1,1,2.117,2.717,3.75,44.9,1,1,0,0,1,2,1,1
58,363,2,rail,1,1,2.117,2.717,4.5,44.9,1,1,0,0,1,2,1,1
58,364,2,rail,1,1,2.117,2.717,5.25,44.9,1,1,0,0,1,2,1,1
58,365,2,rail,1,1,2.117,2.717,6.0,44.9,1,1,0,0,1,2,1,1
58,366,2,rail,1,1,2.117,2.717,6.75,44.9,1,1,0,0,1,2,1,1
58,367,2,rail,1,1,2.117,2.717,7.5,44.9,1,1,0,0,1,2,1,1
59,368,1,auto,1,1,2.017,2.417,13.125,21.0,0,0,0,0,1,4,1,1
59,369,1,auto,1,1,2.017,2.417,12.25,21.0,0,0,0,0,1,4,1,1
59,370,1,auto,1,1,2.017,2.417,11.375,21.0,0,0,0,0,1,4,1,1
59,371,1,auto,1,1,2.017,2.417,10.5,21.0,0,0,0,0,1,4,1,1
59,372,1,auto,1,1,2.017,2.417,9.625,21.0,0,0,0,0,1,4,1,1
59,373,1,auto,1,1,2.017,2.417,8.75,21.0,0,0,0,0,1,4,1,1
59,374,1,auto,1,1,2.017,2.583,8.75,21.0,0,1,0,0,1,4,1,1
59,375,1,auto,1,1,2.017,2.833,8.75,25.5,0,0,0,0,1,4,1,1
60,376,1,auto,1,1,1.333,1.833,15.0,24.0,1,0,0,1,0,2,1,0
60,377,1,auto,1,1,1.333,1.833,13.75,24.0,1,0,0,1,0,2,1,0
60,378,1,auto,1,1,1.333,1.833,12.5,24.0,1,0,0,1,0,2,1,0
60,379,1,auto,1,1,1.333,2.083,12.5,24.0,1,1,0,1,0,2,1,0
60,380,1,auto,1,1,1.333,2.083,12.5,32.0,0,0,0,1,0,2,1,0
60,381,2,rail,1,1,1.333,1.833,16.25,24.0,1,0,0,1,0,2,1,0
61,382,1,auto,1,1,1.283,1.417,8.333,38.25,0,1,0,1,1,3,1,1
61,383,1,auto,1,1,1.283,1.583,8.333,38.25,0,0,0,1,1,3,1,1
61,384,1,auto,1,1,1.283,1.417,9.167,34.0,0,0,0,1,1,3,1,1
61,385,1,auto,1,1,1.283,1.417,8.333,34.0,0,0,0,1,1,3,1,1
61,386,2,rail,1,1,1.283,1.417,10.0,34.0,0,0,0,1,1,3,1,1
62,387,1,auto,1,1,1.583,1.667,11.25,22.5,0,2,1,0,0,4,0,1
62,388,1,auto,1,1,1.583,2.0,12.5,15.0,0,2,1,0,0,4,0,1
62,389,2,rail,1,1,1.583,1.667,12.5,22.5,0,2,1,0,0,4,0,1
62,390,2,rail,1,1,1.583,2.0,12.5,18.75,0,1,1,0,0,4,0,1
63,391,1,auto,1,1,2.167,2.283,9.9,29.4,0,0,0,0,1,2,0,0
63,392,1,auto,1,1,2.167,2.283,9.0,29.4,0,0,0,0,1,2,0,0
63,393,1,auto,1,1,2.167,1.7,9.0,29.4,1,1,0,0,1,2,0,0
63,394,1,auto,1,1,2.167,1.7,9.0,35.7,0,1,0,0,1,2,0,0
63,395,1,auto,1,1,2.167,2.283,10.8,29.4,0,0,0,0,1,2,0,0
63,396,2,rail,1,1,2.167,2.283,11.7,29.4,0,0,0,0,1,2,0,0
64,397,1,auto,1,1,1.583,2.217,1.2,12.0,1,1,0,0,1,4,1,0
64,398,1,auto,1,1,1.583,2.217,1.2,16.8,1,1,0,0,1,4,1,0
64,399,2,rail,1,1,1.583,1.967,0.6,12.0,2,1,0,0,1,4,1,0
64,400,2,rail,1,1,1.583,1.967,0.72,12.0,2,1,0,0,1,4,1,0
64,401,2,rail,1,1,1.583,1.967,0.84,12.0,2,1,0,0,1,4,1,0
64,402,2,rail,1,1,1.583,1.967,0.96,12.0,2,1,0,0,1,4,1,0
64,403,2,rail,1,1,1.583,1.967,1.08,12.0,2,1,0,0,1,4,1,0
64,404,2,rail,1,1,1.583,1.967,1.2,12.0,2,1,0,0,1,4,1,0
65,405,1,auto,1,1,1.767,1.5,0.375,26.4,0,1,0,0,0,4,0,0
65,406,1,auto,1,1,1.767,1.5,0.35,26.4,0,1,0,0,0,4,0,0
65,407,1,auto,1,1,1.767,1.5,0.325,26.4,0,1,0,0,0,4,0,0
65,408,1,auto,1,1,1.767,1.5,0.3,26.4,0,1,0,0,0,4,0,0
65,409,1,auto,1,1,1.767,1.5,0.275,26.4,0,1,0,0,0,4,0,0
65,410,1,auto,1,1,1.767,1.5,0.25,26.4,0,1,0,0,0,4,0,0
65,411,1,auto,1,1,1.767,1.5,0.25,29.7,0,1,0,0,0,4,0,0
65,412,1,auto,1,1,1.767,1.667,0.25,26.4,0,1,0,0,0,4,0,0
66,413,1,auto,1,1,1.517,2.8,20.0,47.05,1,1,0,1,1,2,0,0
66,414,1,auto,1,1,1.517,2.8,40.0,36.2,0,2,0,1,1,2,0,0
66,415,2,rail,1,1,1.517,2.8,24.0,47.05,1,1,0,1,1,2,0,0
66,416,2,rail,1,1,1.517,2.8,28.0,47.05,1,1,0,1,1,2,0,0
66,417,2,rail,1,1,1.517,2.8,32.0,47.05,1,1,0,1,1,2,0,0
66,418,2,rail,1,1,1.517,2.8,36.0,47.05,1,1,0,1,1,2,0,0
66,419,2,rail,1,1,1.517,2.8,40.0,47.05,1,1,0,1,1,2,0,0
66,420,2,rail,1,1,1.517,2.967,40.0,47.05,0,1,0,1,1,2,0,0
67,421,1,auto,1,1,1.75,2.083,3.333,22.0,0,1,0,1,0,4,1,0
67,422,1,auto,1,1,1.75,2.083,4.167,27.5,0,1,0,1,0,4,1,0
67,423,1,auto,1,1,1.75,1.833,4.167,33.0,0,1,0,1,0,4,1,0
67,424,2,rail,1,1,1.75,2.083,3.75,22.0,0,1,0,1,0,4,1,0
67,425,2,rail,1,1,1.75,2.083,4.167,22.0,0,1,0,1,0,4,1,0
68,426,1,auto,1,1,2.083,1.917,3.75,21.0,0,0,0,1,0,4,0,1
68,427,1,auto,1,1,2.083,1.917,3.5,21.0,0,0,0,1,0,4,0,1
68,428,1,auto,1,1,2.083,1.917,3.25,21.0,0,0,0,1,0,4,0,1
68,429,1,auto,1,1,2.083,1.917,3.0,21.0,0,0,0,1,0,4,0,1
68,430,1,auto,1,1,2.083,1.917,2.75,21.0,0,0,0,1,0,4,0,1
68,431,1,auto,1,1,2.083,1.917,2.5,21.0,0,0,0,1,0,4,0,1
68,432,1,auto,1,1,2.083,1.5,2.5,21.0,1,1,0,1,0,4,0,1
68,433,1,auto,1,1,2.083,1.5,2.5,28.0,0,1,0,1,0,4,0,1
69,434,1,auto,1,1,1.917,2.5,7.5,20.3,0,0,0,0,1,4,1,0
69,435,1,auto,1,1,1.917,2.5,7.0,20.3,0,0,0,0,1,4,1,0
69,436,1,auto,1,1,1.917,2.5,6.5,20.3,0,0,0,0,1,4,1,0
69,437,1,auto,1,1,1.917,2.5,6.0,20.3,0,0,0,0,1,4,1,0
69,438,1,auto,1,1,1.917,2.5,5.5,20.3,0,0,0,0,1,4,1,0
69,439,1,auto,1,1,1.917,2.5,5.0,20.3,0,0,0,0,1,4,1,0
69,440,1,auto,1,1,1.917,2.25,5.0,29.0,1,0,0,0,1,4,1,0
69,441,1,auto,1,1,1.917,2.25,5.0,24.65,0,1,0,0,1,4,1,0
70,442,1,auto,1,1,2.017,2.417,45.0,33.0,1,1,1,0,0,1,0,0
70,443,1,auto,1,1,2.017,2.25,50.0,33.0,2,1,1,0,0,1,0,0
70,444,1,auto,1,1,2.017,2.0,50.0,33.0,1,2,1,0,0,1,0,0
70,445,2,rail,1,1,2.017,2.417,50.0,33.0,1,1,1,0,0,1,0,0
71,446,1,auto,1,1,1.267,2.167,30.0,35.0,0,1,0,0,1,1,1,0
71,447,1,auto,1,1,1.267,2.167,28.0,35.0,0,1,0,0,1,1,1,0
71,448,1,auto,1,1,1.267,2.167,26.0,35.0,0,1,0,0,1,1,1,0
71,449,1,auto,1,1,1.267,2.167,24.0,35.0,0,1,0,0,1,1,1,0
71,450,1,auto,1,1,1.267,2.167,22.0,35.0,0,1,0,0,1,1,1,0
71,451,1,auto,1,1,1.267,2.167,20.0,35.0,0,1,0,0,1,1,1,0
71,452,1,auto,1,1,1.267,2.0,20.0,35.0,1,1,0,0,1,1,1,0
71,453,1,auto,1,1,1.267,2.333,20.0,40.25,0,1,0,0,1,1,1,0
72,454,1,auto,1,1,1.333,1.583,40.0,24.0,0,0,0,1,0,1,0,0
72,455,1,auto,1,1,1.333,1.75,40.0,30.0,0,0,0,1,0,1,0,0
72,456,2,rail,1,1,1.333,1.583,44.0,24.0,0,0,0,1,0,1,0,0
72,457,2,rail,1,1,1.333,1.417,40.0,18.0,0,0,0,1,0,1,0,0
73,458,1,auto,1,1,1.533,2.5,19.5,20.0,0,0,0,0,0,2,0,0
73,459,1,auto,1,1,1.533,2.5,18.2,20.0,0,0,0,0,0,2,0,0
73,460,1,auto,1,1,1.533,2.5,16.9,20.0,0,0,0,0,0,2,0,0
73,461,1,auto,1,1,1.533,2.5,15.6,20.0,0,0,0,0,0,2,0,0
73,462,1,auto,1,1,1.533,2.5,14.3,20.0,0,0,0,0,0,2,0,0
73,463,1,auto,1,1,1.533,2.5,13.0,20.0,0,0,0,0,0,2,0,0
73,464,1,auto,1,1,1.533,2.333,13.0,20.0,0,1,0,0,0,2,0,0
73,465,1,auto,1,1,1.533,2.333,13.0,40.0,0,1,0,0,0,2,0,0
74,466,1,auto,1,1,1.433,2.083,12.333,30.0,1,1,0,0,0,3,1,0
74,467,2,rail,1,1,1.433,2.083,13.567,30.0,1,1,0,0,0,3,1,0
74,468,2,rail,1,1,1.433,1.833,12.333,30.0,1,1,0,0,0,3,1,0
74,469,2,rail,1,1,1.433,1.833,12.333,22.5,0,1,0,0,0,3,1,0
74,470,2,rail,1,1,1.433,2.417,12.333,30.0,0,0,0,0,0,3,1,0
75,471,1,auto,1,1,2.517,2.0,19.5,36.0,1,0,1,0,0,2,0,0
75,472,1,auto,1,1,2.517,2.0,19.5,32.0,0,1,1,0,0,2,0,0
75,473,2,rail,1,1,2.517,2.0,29.25,36.0,1,0,1,0,0,2,0,0
75,474,2,rail,1,1,2.517,1.75,19.5,40.0,0,0,1,0,0,2,0,0
76,475,2,rail,1,1,1.767,2.75,30.0,42.0,1,2,1,0,0,1,0,1
76,476,2,rail,1,1,1.767,2.75,36.0,42.0,1,2,1,0,0,1,0,1
76,477,2,rail,1,1,1.767,2.75,42.0,42.0,1,2,1,0,0,1,0,1
76,478,2,rail,1,1,1.767,2.75,48.0,42.0,1,2,1,0,0,1,0,1
76,479,2,rail,1,1,1.767,2.75,54.0,42.0,1,2,1,0,0,1,0,1
76,480,2,rail,1,1,1.767,2.75,60.0,42.0,1,2,1,0,0,1,0,1
76,481,2,rail,1,1,1.767,2.917,60.0,35.0,0,2,1,0,0,1,0,1
76,482,2,rail,1,1,1.767,2.917,60.0,42.0,0,1,1,0,0,1,0,1
76,483,2,rail,1,1,1.767,2.917,60.0,38.5,1,1,1,0,0,1,0,1
77,484,1,auto,1,1,2.0,2.617,10.0,32.4,1,1,1,0,1,1,0,1
77,485,1,auto,1,1,2.0,2.283,9.0,27.0,2,1,1,0,1,1,0,1
77,486,1,auto,1,1,2.0,2.617,10.0,27.0,1,1,1,0,1,1,0,1
77,487,2,rail,1,1,2.0,2.283,10.0,27.0,2,1,1,0,1,1,0,1
78,488,1,auto,1,1,1.517,3.25,15.0,27.0,1,2,0,1,0,2,1,0
78,489,2,rail,1,1,1.517,2.917,21.0,27.0,1,1,0,1,0,2,1,0
79,490,2,rail,1,1,2.167,2.833,9.75,28.75,3,2,0,1,1,4,0,1
79,491,2,rail,1,1,2.167,2.833,11.7,28.75,3,2,0,1,1,4,0,1
79,492,2,rail,1,1,2.167,2.833,13.65,28.75,3,2,0,1,1,4,0,1
79,493,2,rail,1,1,2.167,2.833,15.6,28.75,3,2,0,1,1,4,0,1
79,494,2,rail,1,1,2.167,2.833,17.55,28.75,3,2,0,1,1,4,0,1
79,495,2,rail,1,1,2.167,2.833,19.5,28.75,3,2,0,1,1,4,0,1
79,496,2,rail,1,1,2.167,2.583,19.5,32.5,2,2,0,1,1,4,0,1
79,497,2,rail,1,1,2.167,2.25,19.5,25.0,2,2,0,1,1,4,0,1
79,498,2,rail,1,1,2.167,2.583,19.5,28.75,2,1,0,1,1,4,0,1
80,499,1,auto,1,1,2.083,2.75,22.5,20.0,1,1,0,1,1,1,1,0
80,500,1,auto,1,1,2.083,2.75,21.0,20.0,1,1,0,1,1,1,1,0
80,501,1,auto,1,1,2.083,2.75,19.5,20.0,1,1,0,1,1,1,1,0
80,502,1,auto,1,1,2.083,2.75,18.0,20.0,1,1,0,1,1,1,1,0
80,503,1,auto,1,1,2.083,2.75,16.5,20.0,1,1,0,1,1,1,1,0
80,504,1,auto,1,1,2.083,2.75,15.0,20.0,1,1,0,1,1,1,1,0
80,505,1,auto,1,1,2.083,3.167,15.0,20.0,1,1,0,1,1,1,1,0
80,506,1,auto,1,1,2.083,3.167,15.0,30.0,1,0,0,1,1,1,1,0
81,507,1,auto,1,1,1.25,1.533,10.8,62.5,0,0,0,0,0,4,1,1
81,508,1,auto,1,1,1.25,1.533,10.08,62.5,0,0,0,0,0,4,1,1
81,509,1,auto,1,1,1.25,1.533,9.36,62.5,0,0,0,0,0,4,1,1
81,510,1,auto,1,1,1.25,1.533,8.64,62.5,0,0,0,0,0,4,1,1
81,511,1,auto,1,1,1.25,1.533,7.92,62.5,0,0,0,0,0,4,1,1
81,512,1,auto,1,1,1.25,1.533,7.2,62.5,0,0,0,0,0,4,1,1
81,513,1,auto,1,1,1.25,1.367,7.2,62.5,0,1,0,0,0,4,1,1
81,514,1,auto,1,1,1.25,1.783,7.2,93.75,0,0,0,0,0,4,1,1
82,515,1,auto,1,1,1.35,1.5,13.75,22.5,1,1,0,0,0,2,0,0
82,516,1,auto,1,1,1.35,1.667,13.75,15.0,1,1,0,0,0,2,0,0
82,517,2,rail,1,1,1.35,1.667,15.125,15.0,1,1,0,0,0,2,0,0
82,518,2,rail,1,1,1.35,1.5,13.75,15.0,0,1,0,0,0,2,0,0
83,519,1,auto,1,1,1.533,1.0,45.0,12.0,0,0,0,1,1,1,1,0
83,520,1,auto,1,1,1.533,1.0,42.0,12.0,0,0,0,1,1,1,1,0
83,521,1,auto,1,1,1.533,1.0,39.0,12.0,0,0,0,1,1,1,1,0
83,522,1,auto,1,1,1.533,1.0,36.0,12.0,0,0,0,1,1,1,1,0
83,523,1,auto,1,1,1.533,1.0,33.0,12.0,0,0,0,1,1,1,1,0
83,524,1,auto,1,1,1.533,1.0,30.0,12.0,0,0,0,1,1,1,1,0
83,525,1,auto,1,1,1.533,1.167,30.0,12.0,0,1,0,1,1,1,1,0
83,526,1,auto,1,1,1.533,1.0,30.0,16.0,0,1,0,1,1,1,1,0
84,527,2,rail,1,1,2.417,2.333,10.0,60.2,2,1,0,0,1,1,1,1
84,528,2,rail,1,1,2.417,2.333,12.0,60.2,2,1,0,0,1,1,1,1
84,529,2,rail,1,1,2.417,2.333,14.0,60.2,2,1,0,0,1,1,1,1
84,530,2,rail,1,1,2.417,2.333,16.0,60.2,2,1,0,0,1,1,1,1
84,531,2,rail,1,1,2.417,2.333,18.0,60.2,2,1,0,0,1,1,1,1
84,532,2,rail,1,1,2.417,2.333,20.0,60.2,2,1,0,0,1,1,1,1
84,533,2,rail,1,1,2.417,2.167,20.0,60.2,1,1,0,0,1,1,1,1
84,534,2,rail,1,1,2.417,2.167,20.0,51.6,2,2,0,0,1,1,1,1
85,535,1,auto,1,1,1.833,2.083,6.217,33.75,3,2,0,0,1,3,1,0
85,536,1,auto,1,1,1.833,2.417,7.767,40.5,3,1,0,0,1,3,1,0
85,537,2,rail,1,1,1.833,2.083,6.983,33.75,3,2,0,0,1,3,1,0
85,538,2,rail,1,1,1.833,2.083,7.767,33.75,3,2,0,0,1,3,1,0
85,539,2,rail,1,1,1.833,2.417,7.767,33.75,2,1,0,0,1,3,1,0
86,540,1,auto,1,1,1.517,2.833,20.0,62.5,2,1,0,0,0,1,0,0
86,541,1,auto,1,1,1.517,2.833,25.0,50.0,1,2,0,0,0,1,0,0
86,542,1,auto,1,1,1.517,2.833,25.0,75.0,1,1,0,0,0,1,0,0
86,543,2,rail,1,1,1.517,2.833,22.5,62.5,2,1,0,0,0,1,0,0
86,544,2,rail,1,1,1.517,2.833,25.0,62.5,2,1,0,0,0,1,0,0
88,545,1,auto,1,1,1.783,2.333,20.0,44.0,1,2,0,1,1,1,1,1
88,546,2,rail,1,1,1.783,2.333,24.0,44.0,1,2,0,1,1,1,1,1
88,547,2,rail,1,1,1.783,2.333,28.0,44.0,1,2,0,1,1,1,1,1
88,548,2,rail,1,1,1.783,2.333,32.0,44.0,1,2,0,1,1,1,1,1
88,549,2,rail,1,1,1.783,2.333,36.0,44.0,1,2,0,1,1,1,1,1
88,550,2,rail,1,1,1.783,2.333,40.0,44.0,1,2,0,1,1,1,1,1
88,551,2,rail,1,1,1.783,1.917,40.0,48.0,1,1,0,1,1,1,1,1
88,552,2,rail,1,1,1.783,2.167,40.0,48.0,0,2,0,1,1,1,1,1
88,553,2,rail,1,1,1.783,2.333,40.0,48.0,0,1,0,1,1,1,1,1
90,554,1,auto,1,1,1.517,0.917,12.0,31.7,0,0,0,1,0,2,0,0
90,555,1,auto,1,1,1.517,0.917,11.2,31.7,0,0,0,1,0,2,0,0
90,556,1,auto,1,1,1.517,0.917,10.4,31.7,0,0,0,1,0,2,0,0
90,557,1,auto,1,1,1.517,0.917,9.6,31.7,0,0,0,1,0,2,0,0
90,558,1,auto,1,1,1.517,0.917,8.8,31.7,0,0,0,1,0,2,0,0
90,559,1,auto,1,1,1.517,0.917,8.0,31.7,0,0,0,1,0,2,0,0
90,560,1,auto,1,1,1.517,1.25,8.0,28.15,0,0,0,1,0,2,0,0
90,561,1,auto,1,1,1.517,1.083,8.0,28.15,0,1,0,1,0,2,0,0
91,562,1,auto,1,1,1.517,2.25,24.0,39.0,1,2,1,0,0,1,1,1
91,563,2,rail,1,1,1.517,2.25,27.0,39.0,1,2,1,0,0,1,1,1
91,564,2,rail,1,1,1.517,2.25,30.0,39.0,1,2,1,0,0,1,1,1
91,565,2,rail,1,1,1.517,2.083,30.0,39.0,2,1,1,0,0,1,1,1
91,566,2,rail,1,1,1.517,2.25,30.0,32.5,1,1,1,0,0,1,1,1
91,567,2,rail,1,1,1.517,1.833,30.0,32.5,2,2,1,0,0,1,1,1
92,568,1,auto,1,1,2.017,1.75,16.5,40.0,0,0,0,0,0,2,0,0
92,569,1,auto,1,1,2.017,1.75,15.0,40.0,0,0,0,0,0,2,0,0
92,570,1,auto,1,1,2.017,1.917,15.0,40.0,0,1,0,0,0,2,0,0
92,571,1,auto,1,1,2.017,1.75,15.0,45.0,0,1,0,0,0,2,0,0
92,572,2,rail,1,1,2.017,1.75,18.0,40.0,0,0,0,0,0,2,0,0
94,573,2,rail,1,1,3.05,2.417,16.0,47.05,1,1,1,0,1,1,0,1
94,574,2,rail,1,1,3.05,2.417,19.2,47.05,1,1,1,0,1,1,0,1
94,575,2,rail,1,1,3.05,2.417,22.4,47.05,1,1,1,0,1,1,0,1
94,576,2,rail,1,1,3.05,2.417,25.6,47.05,1,1,1,0,1,1,0,1
94,577,2,rail,1,1,3.05,2.417,28.8,47.05,1,1,1,0,1,1,0,1
94,578,2,rail,1,1,3.05,2.417,32.0,47.05,1,1,1,0,1,1,0,1
94,579,2,rail,1,1,3.05,2.417,32.0,41.65,0,1,1,0,1,1,0,1
94,580,2,rail,1,1,3.05,2.0,32.0,47.05,0,2,1,0,1,1,0,1
94,581,2,rail,1,1,3.05,2.417,32.0,36.2,0,2,1,0,1,1,0,1
95,582,1,auto,1,1,1.583,1.75,12.5,30.0,0,1,0,0,1,2,1,0
95,583,1,auto,1,1,1.583,1.583,13.75,20.0,1,1,0,0,1,2,1,0
95,584,1,auto,1,1,1.583,1.583,12.5,20.0,1,1,0,0,1,2,1,0
95,585,1,auto,1,1,1.583,1.75,12.5,20.0,0,1,0,0,1,2,1,0
95,586,2,rail,1,1,1.583,1.583,15.0,20.0,1,1,0,0,1,2,1,0
96,587,1,auto,1,1,1.417,1.583,13.125,24.0,1,1,0,1,1,4,0,0
96,588,1,auto,1,1,1.417,1.583,12.25,24.0,1,1,0,1,1,4,0,0
96,589,1,auto,1,1,1.417,1.583,11.375,24.0,1,1,0,1,1,4,0,0
96,590,1,auto,1,1,1.417,1.583,10.5,24.0,1,1,0,1,1,4,0,0
96,591,1,auto,1,1,1.417,1.583,9.625,24.0,1,1,0,1,1,4,0,0
96,592,1,auto,1,1,1.417,1.583,8.75,24.0,1,1,0,1,1,4,0,0
96,593,1,auto,1,1,1.417,2.0,8.75,24.0,0,0,0,1,1,4,0,0
96,594,1,auto,1,1,1.417,1.75,8.75,32.0,1,0,0,1,1,4,0,0
97,595,1,auto,1,1,1.367,2.0,10.5,21.0,1,0,0,0,1,2,1,0
97,596,1,auto,1,1,1.367,2.0,9.75,21.0,1,0,0,0,1,2,1,0
97,597,1,auto,1,1,1.367,2.0,9.0,21.0,1,0,0,0,1,2,1,0
97,598,1,auto,1,1,1.367,2.0,8.25,21.0,1,0,0,0,1,2,1,0
97,599,1,auto,1,1,1.367,2.0,7.5,21.0,1,0,0,0,1,2,1,0
97,600,1,auto,1,1,1.367,1.833,7.5,21.0,1,1,0,0,1,2,1,0
97,601,1,auto,1,1,1.367,2.0,7.5,25.5,1,1,0,0,1,2,1,0
97,602,2,rail,1,1,1.367,2.0,11.25,21.0,1,0,0,0,1,2,1,0
98,603,1,auto,1,1,1.5,2.25,6.0,27.5,1,1,0,1,0,4,1,0
98,604,2,rail,1,1,1.5,2.25,6.667,27.5,1,1,0,1,0,4,1,0
98,605,2,rail,1,1,1.5,2.0,6.667,27.5,0,2,0,1,0,4,1,0
98,606,2,rail,1,1,1.5,1.833,6.667,33.0,1,2,0,1,0,4,1,0
98,607,2,rail,1,1,1.5,2.0,6.667,22.0,1,1,0,1,0,4,1,0
99,608,1,auto,1,1,1.583,2.167,19.998,45.0,0,1,0,1,1,4,1,0
99,609,1,auto,1,1,1.583,2.75,19.998,36.0,0,1,0,1,1,4,1,0
99,610,2,rail,1,1,1.583,2.167,22.0,45.0,0,1,0,1,1,4,1,0
99,611,2,rail,1,1,1.583,2.417,19.998,36.0,0,1,0,1,1,4,1,0
100,612,1,auto,1,1,2.333,1.75,15.0,32.0,1,1,0,0,1,2,1,0
100,613,1,auto,1,1,2.333,2.0,19.5,32.0,0,0,0,0,1,2,1,0
100,614,1,auto,1,1,2.333,2.0,18.0,32.0,0,0,0,0,1,2,1,0
100,615,1,auto,1,1,2.333,2.0,16.5,32.0,0,0,0,0,1,2,1,0
100,616,1,auto,1,1,2.333,2.0,15.0,32.0,0,0,0,0,1,2,1,0
