id,obs_id,choice,chosen_alt,av_1,av_2,timept,timecar,costpt,costcar,walkingtimept,waitingtimept,nbtransf,ovt_pt_transit,housetype,ownhouse,income,gender,st,caravail,education,age,destact,nbcar,nbhousehold
19130867,246,2,private,1,1,49,15,10.2,1.75,20,0,0,20,2,1,4,1,False,1,2,2,5,1,1
19130871,247,2,private,1,1,220,59,41.8,7.17,72,37,4,109,2,1,6,2,True,1,2,3,1,2,2
19130883,248,2,private,1,1,74,21,12.8,2.18,22,7,1,29,2,1,2,2,False,1,1,4,4,1,1
19130883,249,2,private,1,1,79,21,12.8,2.18,22,10,1,32,2,1,2,2,False,1,1,4,4,1,1
19130912,250,2,private,1,1,22,6,6.0,0.51,16,0,0,16,2,1,4,1,False,1,2,4,2,1,2
19130912,251,2,private,1,1,94,26,16.4,2.56,44,0,0,44,2,1,4,1,False,1,2,4,2,1,2
19130933,252,2,private,1,1,19,5,3.4,0.37,15,0,0,15,2,1,4,1,True,1,1,4,3,1,2
19130963,253,2,private,1,1,28,7,6.0,0.55,24,0,0,24,1,1,4,2,False,1,2,3,1,2,3
19130963,254,2,private,1,1,12,1,3.0,0.13,10,0,0,10,1,1,4,2,False,1,2,3,3,2,3
19610035,255,2,private,1,1,72,14,5.2,0.97,46,0,1,46,1,1,6,2,True,1,3,2,1,1,4
19610035,256,2,private,1,1,73,14,5.2,0.97,45,3,1,48,1,1,6,2,True,1,3,2,1,1,4
19610100,257,2,private,1,1,158,49,28.0,3.46,62,3,1,65,1,1,5,1,False,1,2,4,3,2,2
19610114,258,2,private,1,1,82,26,10.6,1.86,47,0,0,47,1,1,4,2,False,1,1,3,1,2,4
19610182,259,2,private,1,1,75,39,12.4,2.77,38,0,0,38,2,2,3,2,True,1,2,1,1,1,1
19610191,260,1,transit,1,1,48,24,7.6,1.64,16,0,0,16,1,1,3,2,True,1,1,4,2,1,2
19610192,261,2,private,1,1,51,27,7.6,1.66,25,0,0,25,1,1,3,1,False,1,2,4,2,1,2
19610203,262,2,private,1,1,237,128,60.0,17.18,45,43,4,88,1,1,5,2,True,1,2,4,2,2,2
19650022,263,2,private,1,1,53,19,4.8,1.26,35,3,1,38,1,1,3,2,True,1,2,3,2,2,2
19650025,264,2,private,1,1,44,15,6.4,1.14,31,0,0,31,1,1,4,1,True,1,2,2,1,2,5
19650025,265,2,private,1,1,78,27,7.4,1.96,31,11,1,42,1,1,4,1,True,1,2,2,1,2,5
19650025,266,2,private,1,1,72,30,6.4,2.05,56,0,0,56,1,1,4,1,True,1,2,2,5,2,5
19650026,267,2,private,1,1,89,28,7.4,2.0,54,4,2,58,1,1,4,2,False,1,1,2,1,2,5
19650026,268,2,private,1,1,119,22,12.4,1.71,105,0,0,105,1,1,4,2,False,1,1,2,4,2,5
19650041,269,2,private,1,1,96,38,11.0,2.64,63,0,0,63,1,1,6,1,False,1,2,2,2,1,1
19650041,270,2,private,1,1,10,7,3.0,0.51,8,0,0,8,1,1,6,1,False,1,2,2,5,1,1
19650059,271,2,private,1,1,197,33,14.2,2.4,94,13,1,107,2,2,4,2,False,1,0,1,10,2,2
19650071,272,2,private,1,1,24,0,3.0,0.09,15,0,0,15,1,1,3,1,False,1,1,3,3,2,4
19650072,273,2,private,1,1,262,61,27.6,4.52,145,37,4,182,1,1,3,1,False,1,1,3,7,2,4
19650138,274,2,private,1,1,75,34,8.8,2.27,44,1,1,45,1,1,6,1,True,1,2,3,1,2,4
19650139,275,2,private,1,1,257,120,47.4,12.29,98,50,4,148,1,1,5,1,True,1,0,2,1,2,4
19650162,276,2,private,1,1,76,15,4.8,1.11,36,20,1,56,1,1,2,2,False,1,1,4,2,1,2
19650217,277,2,private,1,1,62,16,9.0,1.07,18,15,1,33,2,2,5,1,False,1,1,2,1,2,2
19650218,278,2,private,1,1,52,30,7.4,2.27,27,0,0,27,2,2,5,2,False,1,1,2,1,2,2
19650224,279,2,private,1,1,197,40,12.8,2.83,110,46,3,156,2,2,3,2,False,1,1,3,1,1,1
19650224,280,2,private,1,1,182,40,16.8,2.83,111,27,2,138,2,2,3,2,False,1,1,3,1,1,1
19650242,281,2,private,1,1,165,33,10.2,2.37,104,25,2,129,1,1,5,2,True,1,2,3,1,2,4
19650257,282,2,private,1,1,43,24,3.4,1.62,39,0,0,39,1,2,5,1,True,1,1,2,1,1,2
19650281,283,1,transit,1,1,61,36,8.8,2.96,30,1,1,31,2,1,5,1,True,1,1,2,1,1,5
19650295,284,2,private,1,1,137,64,28.0,6.41,65,12,2,77,2,1,4,1,True,1,0,3,1,1,4
19650327,285,1,transit,1,1,127,23,16.0,1.61,59,0,0,59,1,1,5,2,True,1,1,3,1,1,2
19650425,286,2,private,1,1,139,35,8.6,2.42,114,0,0,114,2,1,3,2,False,1,2,2,1,1,1
19650447,287,2,private,1,1,22,11,3.4,0.75,13,0,0,13,2,1,2,2,False,1,1,2,1,1,2
19650447,288,2,private,1,1,55,26,9.0,1.71,7,18,1,25,2,1,2,2,False,1,1,2,1,1,2
19650448,289,1,transit,1,1,45,23,7.4,1.62,22,0,0,22,2,1,2,2,False,1,1,2,1,1,2
19650490,290,2,private,1,1,244,95,45.8,11.19,110,2,1,112,1,1,4,2,False,1,1,2,4,2,4
19650491,291,2,private,1,1,21,4,3.0,0.35,16,0,0,16,1,1,4,2,False,1,1,2,4,2,4
19650511,292,2,private,1,1,30,2,3.0,0.18,27,0,0,27,1,1,4,2,False,1,1,3,1,2,2
19650512,293,2,private,1,1,64,16,3.4,1.1,24,25,1,49,1,1,4,1,False,1,1,3,1,2,2
19650575,294,2,private,1,1,24,4,6.0,0.38,22,0,0,22,2,1,3,2,True,1,2,3,6,1,1
19650575,295,2,private,1,1,111,31,9.6,2.21,57,13,3,70,2,1,3,2,True,1,2,3,1,1,1
19650626,296,2,private,1,1,35,7,3.0,0.47,32,0,0,32,2,2,6,1,True,1,2,1,4,1,4
19650626,297,2,private,1,1,149,27,17.0,2.09,79,30,1,109,2,2,6,1,True,1,2,1,4,1,4
19650626,298,2,private,1,1,130,24,10.8,1.76,73,2,1,75,2,2,6,1,True,1,2,1,4,1,4
19650631,299,2,private,1,1,146,59,18.4,4.21,84,0,0,84,1,1,4,2,False,1,1,2,1,2,2
19650656,300,2,private,1,1,239,69,19.8,4.82,149,12,2,161,1,1,3,2,True,1,1,3,1,1,1
19650699,301,2,private,1,1,37,17,6.8,1.42,25,0,0,25,1,1,4,1,False,1,1,3,3,2,4
19650699,302,2,private,1,1,43,9,6.4,0.7,33,0,0,33,1,1,4,1,False,1,1,3,4,2,4
19650700,303,2,private,1,1,103,28,6.0,2.04,94,0,0,94,1,1,4,1,False,1,1,3,3,2,4
19730033,304,2,private,1,1,203,57,23.25,4.84,75,16,4,91,1,1,6,2,False,1,2,2,1,2,4
19730034,305,2,private,1,1,303,96,44.6,8.25,39,119,5,158,1,1,6,2,False,1,2,2,5,2,4
19730078,306,2,private,1,1,150,53,16.8,3.71,80,1,1,81,1,1,5,2,True,1,1,3,2,1,4
19730085,307,1,transit,1,1,82,30,12.0,2.02,48,0,0,48,2,2,3,2,True,1,2,1,1,1,2
19730119,308,2,private,1,1,51,24,4.8,1.64,39,0,0,39,1,2,4,2,False,1,1,1,1,2,3
19730126,309,1,transit,1,1,98,48,9.6,3.31,62,0,0,62,2,2,2,2,True,1,1,1,1,1,2
20860315,310,2,private,1,1,35,9,3.8,0.66,16,3,1,19,1,1,4,2,False,1,1,2,2,2,4
20860315,311,2,private,1,1,15,10,0.0,0.86,15,0,0,15,1,1,4,2,False,1,1,2,7,2,4
28000144,312,2,private,1,1,33,8,4.4,0.71,27,0,0,27,1,1,5,1,False,1,2,4,10,2,2
28000244,313,1,transit,1,1,95,130,24.2,11.37,44,5,3,49,1,2,5,1,True,1,2,2,1,1,5
28000306,314,1,transit,1,1,61,17,8.2,1.36,42,0,0,42,2,2,5,2,True,0,1,1,1,1,3
28000341,315,1,transit,1,1,64,46,11.0,4.09,23,0,0,23,1,1,6,1,True,1,2,3,5,1,3
28000363,316,2,private,1,1,20,5,0.0,0.36,17,0,0,17,1,1,6,1,True,1,2,3,10,2,5
28000414,317,1,transit,1,1,81,36,11.2,2.56,18,14,2,32,1,1,5,1,False,1,2,2,7,1,5
28000449,318,1,transit,1,1,124,154,48.0,17.77,24,10,3,34,1,1,4,1,True,1,1,3,1,2,4
28000450,319,2,private,1,1,23,2,2.2,0.19,16,0,0,16,1,1,4,2,False,1,1,3,4,2,4
28000460,320,1,transit,1,1,219,177,61.6,16.93,57,17,6,74,2,2,6,2,True,1,2,2,1,1,2
28000532,321,1,transit,1,1,135,108,37.0,11.28,19,27,4,46,1,2,4,2,True,1,2,1,3,1,2
28000646,322,2,private,1,1,88,65,20.6,5.18,29,6,3,35,1,1,5,1,True,1,1,3,1,1,4
28000700,323,2,private,1,1,50,6,0.0,0.46,26,0,1,26,1,1,5,2,True,1,2,2,10,1,5
28000701,324,2,private,1,1,69,14,6.0,1.14,57,0,0,57,1,1,5,1,True,1,2,2,4,1,5
28000701,325,2,private,1,1,58,14,5.2,1.13,43,0,0,43,1,1,5,1,True,1,2,2,1,1,5
28240008,326,2,private,1,1,68,21,8.0,1.39,44,0,0,44,1,1,4,1,True,1,1,4,2,1,2
28240009,327,2,private,1,1,165,38,15.0,3.07,98,24,2,122,1,1,4,2,True,1,1,4,3,1,2
28240046,328,2,private,1,1,27,4,0.0,0.26,27,0,0,27,1,1,5,1,False,1,1,4,5,1,2
28240046,329,2,private,1,1,111,24,9.0,1.4,52,28,1,80,1,1,5,1,False,1,1,4,5,1,2
28240110,330,2,private,1,1,105,37,16.6,2.5,54,6,1,60,1,1,4,1,False,1,1,2,1,2,4
28240110,331,2,private,1,1,39,21,6.2,1.39,15,0,0,15,1,1,4,1,False,1,1,2,1,2,4
28240111,332,2,private,1,1,29,8,6.0,0.26,28,0,0,28,1,1,4,2,False,1,2,2,1,2,4
28240111,333,2,private,1,1,70,9,14.0,0.57,14,26,2,40,1,1,4,2,False,1,2,2,4,2,4
28240137,334,2,private,1,1,27,11,4.0,0.71,12,0,0,12,1,1,2,1,True,1,1,4,7,1,2
28240158,335,1,transit,1,1,30,10,4.0,0.58,20,0,0,20,1,1,4,1,True,1,2,2,5,1,5
28240179,336,1,transit,1,1,168,114,37.0,9.45,43,11,4,54,1,1,4,1,True,1,1,3,1,2,4
28240201,337,1,transit,1,1,48,17,6.2,1.21,24,0,0,24,2,2,4,2,True,1,2,4,5,1,2
28240202,338,1,transit,1,1,215,163,65.2,14.45,43,21,5,64,2,2,5,1,True,1,1,2,1,1,4
28240302,339,2,private,1,1,211,54,26.6,4.33,84,54,4,138,1,1,4,1,False,1,2,4,11,1,2
28240303,340,2,private,1,1,211,54,26.6,4.33,84,54,4,138,1,1,4,2,False,1,1,4,11,1,2
28240317,341,2,private,1,1,119,49,29.0,4.94,35,13,2,48,1,1,5,1,True,1,2,3,1,2,4
28240354,342,2,private,1,1,27,10,4.0,0.76,16,0,0,16,1,1,4,2,False,1,1,3,1,2,4
28240378,343,2,private,1,1,18,1,3.0,0.06,17,0,0,17,1,1,6,2,False,1,1,3,7,2,3
28240378,344,2,private,1,1,33,11,4.0,0.7,18,0,0,18,1,1,6,2,False,1,1,3,2,2,3
28240378,345,2,private,1,1,124,36,22.8,4.23,16,16,4,32,1,1,6,2,False,1,1,3,10,2,3
28240476,346,2,private,1,1,62,23,6.2,1.61,17,14,2,31,2,2,2,2,True,1,1,4,3,1,1
28240485,347,2,private,1,1,15,2,3.0,0.1,13,0,0,13,2,2,2,1,False,1,1,2,1,1,1
28240515,348,2,private,1,1,138,40,25.0,5.05,46,19,4,65,1,1,5,2,False,1,1,1,2,2,4
28240517,349,2,private,1,1,71,19,14.0,2.56,28,5,2,33,1,1,5,1,False,1,1,2,2,2,4
28240517,350,2,private,1,1,67,21,11.0,2.49,18,15,2,33,1,1,5,1,False,1,1,2,11,2,4
28240523,351,2,private,1,1,46,16,6.2,1.03,32,0,0,32,1,1,6,1,True,1,2,2,1,2,4
28240523,352,2,private,1,1,46,16,6.2,1.03,32,0,0,32,1,1,6,1,True,1,2,2,1,2,4
28240632,353,2,private,1,1,117,35,14.4,3.01,70,8,1,78,1,1,3,2,True,1,2,2,4,1,4
28240692,354,2,private,1,1,39,11,3.4,0.78,32,0,0,32,1,1,4,2,False,1,1,2,10,2,4
28240755,355,2,private,1,1,160,40,21.8,3.39,95,7,3,102,2,2,5,1,False,1,1,2,1,2,2
28240755,356,2,private,1,1,168,72,38.8,7.79,24,5,4,29,2,2,5,1,False,1,1,2,1,2,2
28240756,357,2,private,1,1,237,13,81.4,0.94,23,33,3,56,2,2,5,2,False,1,2,1,1,2,2
28240756,358,2,private,1,1,237,13,81.4,0.94,23,33,3,56,2,2,5,2,False,1,2,1,1,2,2
28240762,359,2,private,1,1,106,25,10.8,1.99,39,15,2,54,1,2,4,2,False,1,0,1,4,2,2
28240762,360,2,private,1,1,76,23,6.2,1.61,30,8,2,38,1,2,4,2,False,1,0,1,1,2,2
28240797,361,1,transit,1,1,281,194,77.8,17.91,43,51,2,94,1,1,4,1,True,1,2,2,1,1,4
28240798,362,1,transit,1,1,281,194,77.8,17.91,43,51,2,94,1,1,4,1,True,1,2,2,1,1,4
28240830,363,2,private,1,1,95,52,24.4,4.21,21,14,3,35,1,1,4,2,False,1,1,2,2,2,2
28240945,364,2,private,1,1,90,11,8.6,0.81,27,16,2,43,2,1,6,1,True,1,2,4,1,2,2
28240945,365,2,private,1,1,110,24,13.0,1.61,48,16,2,64,2,1,6,1,True,1,2,4,7,2,2
28240955,366,2,private,1,1,56,19,6.2,1.34,12,16,2,28,1,1,2,2,False,1,1,3,2,1,2
28240965,367,1,transit,1,1,57,23,6.2,1.75,17,8,1,25,1,1,3,1,True,1,1,3,1,1,4
28240970,368,2,private,1,1,27,10,4.0,0.69,12,0,0,12,2,2,4,2,False,1,1,1,2,2,4
28240993,369,2,private,1,1,82,14,11.0,0.97,12,16,2,28,1,1,4,1,False,1,1,4,1,1,2
28240993,370,2,private,1,1,82,14,11.0,0.97,12,16,2,28,1,1,4,1,False,1,1,4,1,1,2
28240993,371,2,private,1,1,44,18,6.2,1.28,25,0,0,25,1,1,4,1,False,1,1,4,4,1,2
28240997,372,1,transit,1,1,67,58,20.7,4.5,17,5,1,22,2,1,4,1,True,1,1,3,1,1,2
28241047,373,2,private,1,1,210,19,47.6,1.91,13,28,3,41,2,1,3,1,False,1,1,4,5,1,2
28241048,374,2,private,1,1,210,19,47.6,1.91,12,28,3,40,2,1,3,2,True,1,1,4,5,1,2
28241131,375,2,private,1,1,309,200,116.8,29.96,30,33,6,63,1,1,4,1,False,1,1,3,2,2,2
28241132,376,2,private,1,1,58,19,8.0,1.28,36,0,0,36,1,1,4,2,False,1,1,3,2,2,2
28241228,377,1,transit,1,1,26,8,4.0,0.51,19,0,0,19,1,1,3,2,True,1,1,4,2,1,2
28241261,378,2,private,1,1,109,30,9.2,1.72,82,0,0,82,1,1,6,2,False,1,1,3,2,2,4
28420015,379,2,private,1,1,62,10,5.6,0.84,46,0,0,46,1,1,5,1,True,1,1,4,2,1,2
28420050,380,2,private,1,1,193,92,24.2,6.71,61,0,0,61,1,1,4,1,True,1,1,3,1,1,3
28420051,381,2,private,1,1,61,8,6.4,0.61,50,0,0,50,1,1,4,2,True,1,1,3,1,1,3
28420052,382,2,private,1,1,39,6,3.0,0.5,32,0,0,32,1,1,6,1,False,1,2,2,1,2,3
28420056,383,2,private,1,1,241,169,59.4,15.27,54,41,6,95,2,2,4,2,True,1,1,2,6,1,4
28420153,384,2,private,1,1,63,8,5.2,0.54,59,0,0,59,1,1,3,2,True,1,1,3,2,1,2
28420168,385,1,transit,1,1,189,178,64.0,16.93,46,10,6,56,1,1,5,1,True,1,2,3,1,2,4
28420168,386,2,private,1,1,82,13,4.4,0.92,56,7,1,63,1,1,5,1,True,1,2,3,5,2,4
28420278,387,2,private,1,1,29,6,3.0,0.45,23,0,0,23,1,1,4,2,False,1,1,3,7,2,1
28420278,388,2,private,1,1,40,6,3.4,0.43,33,0,0,33,1,1,4,2,False,1,1,3,2,2,1
28420282,389,2,private,1,1,67,54,21.6,4.44,8,10,3,18,1,1,1,1,False,1,1,4,1,2,2
28420388,390,1,transit,1,1,109,129,31.0,11.0,50,4,1,54,1,1,5,1,True,1,2,2,1,1,5
28630053,391,2,private,1,1,20,8,4.0,0.63,5,0,0,5,1,2,3,1,True,1,2,2,6,2,4
28630054,392,2,private,1,1,29,9,4.0,0.77,14,0,0,14,1,2,3,2,False,1,2,1,7,2,4
28630101,393,2,private,1,1,127,37,19.2,3.72,81,4,1,85,1,2,1,2,False,1,2,4,2,1,1
28630101,394,2,private,1,1,159,21,25.0,1.5,21,53,4,74,1,2,1,2,False,1,2,4,7,1,1
28630155,395,2,private,1,1,36,16,8.0,1.3,11,0,0,11,2,2,3,1,True,1,2,1,2,1,1
28630155,396,2,private,1,1,180,82,49.2,7.1,25,43,4,68,2,2,3,1,True,1,2,1,2,1,1
28640112,397,2,private,1,1,135,52,26.4,5.08,59,5,2,64,2,2,2,2,False,1,1,3,2,1,2
28640121,398,2,private,1,1,22,0,0.0,0.08,20,0,0,20,1,1,5,2,False,1,1,2,5,2,4
28640121,399,2,private,1,1,74,8,6.0,0.68,70,0,0,70,1,1,5,2,False,1,1,2,10,2,4
28640121,400,2,private,1,1,43,24,12.4,1.92,13,0,0,13,1,1,5,2,False,1,1,2,4,2,4
28640122,401,2,private,1,1,106,42,26.4,3.91,25,13,4,38,1,1,5,2,False,1,1,2,4,2,4
28640122,402,2,private,1,1,82,38,18.4,2.86,33,5,2,38,1,1,5,2,False,1,1,2,1,2,4
28640182,403,1,transit,1,1,121,79,37.2,6.27,7,0,0,7,2,2,3,1,False,1,1,3,4,1,2
30330009,404,2,private,1,1,132,53,15.2,5.11,64,2,2,66,1,2,3,2,True,1,1,2,1,2,5
30330035,405,1,transit,1,1,93,32,7.6,2.89,38,9,2,47,1,1,6,1,True,1,2,3,1,1,3
30330069,406,1,transit,1,1,78,33,7.6,2.54,46,0,0,46,1,1,6,1,True,1,2,4,5,1,2
30330149,407,1,transit,1,1,75,30,7.6,2.48,44,0,0,44,1,1,3,2,True,1,1,4,2,2,2
30330170,408,2,private,1,1,225,60,46.2,6.51,57,20,5,77,1,1,6,2,True,1,2,4,5,1,2
30330171,409,1,transit,1,1,78,28,9.6,2.4,35,5,1,40,1,2,6,2,True,1,1,4,2,2,2
30330172,410,1,transit,1,1,110,25,7.6,1.92,48,11,3,59,1,1,6,1,True,1,2,4,6,2,2
30330179,411,2,private,1,1,50,10,3.8,0.97,17,10,2,27,1,1,6,1,True,1,2,4,4,2,2
30330216,412,2,private,1,1,56,17,3.8,1.49,22,5,2,27,1,1,5,1,True,1,2,3,7,1,2
30330231,413,1,transit,1,1,90,38,7.6,3.34,47,1,2,48,1,2,3,1,True,1,2,4,5,1,3
30330231,414,1,transit,1,1,303,199,116.4,36.48,44,23,5,67,1,2,3,1,True,1,2,4,3,1,3
30330237,415,1,transit,1,1,62,29,7.6,2.21,26,0,0,26,1,1,6,1,True,1,1,4,6,2,2
30330238,416,1,transit,1,1,60,29,7.6,2.21,26,0,0,26,1,1,6,2,True,1,2,4,2,2,2
30330301,417,2,private,1,1,144,43,7.6,3.74,82,12,2,94,1,1,4,1,False,1,1,4,6,1,1
30330302,418,2,private,1,1,127,36,16.8,2.87,55,11,4,66,1,1,4,1,False,1,1,4,6,1,1
30330327,419,2,private,1,1,60,21,3.8,2.46,20,10,2,30,1,1,6,2,True,1,2,2,5,1,5
30330353,420,2,private,1,1,112,29,9.6,2.92,69,10,1,79,1,1,6,1,True,1,3,3,1,2,5
30330355,421,2,private,1,1,113,27,7.6,2.05,58,1,2,59,1,2,6,1,True,1,2,2,1,2,3
30330370,422,2,private,1,1,73,34,7.6,2.52,39,0,0,39,1,1,5,2,True,1,1,2,2,1,4
30330409,423,1,transit,1,1,87,26,7.6,1.9,40,1,2,41,1,1,6,2,True,1,1,2,1,1,2
30330485,424,2,private,1,1,73,12,11.4,1.13,43,5,1,48,1,1,6,1,True,1,2,2,1,2,3
30330486,425,2,private,1,1,200,66,17.2,5.19,76,49,5,125,1,1,6,2,True,1,2,2,4,2,3
30330486,426,2,private,1,1,118,38,7.6,3.25,34,19,4,53,1,1,6,2,True,1,2,2,7,2,3
30330513,427,2,private,1,1,277,88,58.6,9.01,85,23,6,108,1,1,6,1,True,1,2,3,1,1,2
30330535,428,2,private,1,1,65,10,7.6,0.77,31,4,1,35,1,1,6,1,True,1,2,2,6,1,5
30330535,429,2,private,1,1,43,10,7.6,0.77,32,0,0,32,1,1,6,1,True,1,2,2,6,1,5
30330535,430,2,private,1,1,80,10,7.6,0.77,31,19,1,50,1,1,6,1,True,1,2,2,6,1,5
30330536,431,1,transit,1,1,170,93,55.0,13.86,21,9,3,30,1,1,6,1,True,1,2,2,1,1,5
30330558,432,1,transit,1,1,96,31,7.6,2.29,48,5,2,53,1,1,6,1,True,1,1,3,1,1,2
30330558,433,2,private,1,1,59,28,7.6,2.05,27,0,0,27,1,1,6,1,True,1,1,3,5,1,2
30330565,434,1,transit,1,1,86,34,7.6,2.39,52,0,0,52,1,1,5,2,True,1,2,2,1,0,4
30330569,435,1,transit,1,1,43,25,7.6,1.86,14,0,0,14,1,1,4,2,True,1,1,2,5,1,2
30330624,436,1,transit,1,1,278,133,94.6,18.94,43,44,6,87,2,2,3,2,True,0,1,2,3,0,4
30330629,437,2,private,1,1,123,23,11.4,1.75,82,5,2,87,2,1,3,2,True,1,2,3,1,1,1
30330631,438,1,transit,1,1,28,15,3.8,1.2,6,0,0,6,1,1,6,1,True,1,1,4,5,1,2
30330632,439,1,transit,1,1,28,15,3.8,1.2,6,0,0,6,1,1,6,1,True,1,1,4,5,1,2
30330639,440,1,transit,1,1,85,10,25.4,0.67,13,6,3,19,1,1,5,2,True,1,2,3,1,1,1
30330653,441,1,transit,1,1,84,30,7.6,2.88,42,0,1,42,1,1,3,2,True,1,2,3,5,1,1
30330653,442,1,transit,1,1,92,30,7.6,2.88,71,0,1,71,1,1,3,2,True,1,2,3,5,1,1
30330669,443,1,transit,1,1,74,29,7.6,2.12,41,0,0,41,2,2,3,2,True,1,1,2,1,1,1
30330669,444,2,private,1,1,89,13,7.6,0.93,64,10,1,74,2,2,3,2,True,1,1,2,5,1,1
30330674,445,2,private,1,1,86,37,7.6,3.14,42,3,2,45,1,1,6,1,True,1,1,2,1,2,2
30330674,446,2,private,1,1,189,40,11.4,3.48,83,25,4,108,1,1,6,1,True,1,1,2,1,2,2
30330675,447,1,transit,1,1,301,50,21.6,6.12,26,92,4,118,2,2,3,2,True,0,1,3,1,0,3
30330693,448,2,private,1,1,118,42,7.6,3.68,48,3,2,51,2,1,5,1,True,1,2,2,1,1,1
30330717,449,2,private,1,1,152,54,15.2,3.95,72,4,2,76,1,1,1,1,False,1,3,4,1,2,2
30330725,450,2,private,1,1,226,72,32.4,7.3,110,13,3,123,1,1,6,1,True,1,1,2,1,2,2
30330778,451,1,transit,1,1,47,28,7.6,2.22,10,0,1,10,1,1,4,1,True,1,2,4,2,1,2
30330798,452,2,private,1,1,41,5,3.8,0.38,11,4,1,15,1,1,6,2,True,1,2,4,5,2,3
30330798,453,2,private,1,1,22,4,3.8,0.28,18,0,0,18,1,1,6,2,True,1,2,4,4,2,3
30330821,454,1,transit,1,1,55,24,7.6,1.88,24,0,0,24,2,2,6,1,True,1,3,2,1,0,2
30330851,455,2,private,1,1,93,25,7.6,2.07,66,0,0,66,1,1,5,1,True,1,3,3,1,2,4
30330852,456,2,private,1,1,115,40,21.8,4.1,13,42,4,55,1,1,5,2,True,1,2,2,5,2,4
30330875,457,2,private,1,1,109,37,7.6,4.39,45,12,2,57,1,1,5,2,True,1,0,2,2,1,5
30330875,458,2,private,1,1,23,4,7.6,0.36,18,0,0,18,1,1,5,2,True,1,0,2,4,1,5
30330879,459,2,private,1,1,79,24,13.4,2.45,26,4,2,30,2,2,4,2,True,1,1,3,1,1,1
30330920,460,1,transit,1,1,106,37,7.6,3.23,49,5,2,54,2,2,4,1,True,0,3,4,5,1,2
30330951,461,1,transit,1,1,33,15,3.8,1.26,11,0,0,11,1,1,6,1,True,1,2,4,3,1,2
30330997,462,2,private,1,1,45,16,3.8,1.25,26,5,2,31,1,1,4,1,True,1,2,3,1,1,2
30331017,463,1,transit,1,1,58,30,7.6,2.14,28,0,0,28,2,1,4,2,True,1,1,3,1,2,2
30331035,464,2,private,1,1,160,67,22.8,7.11,62,24,4,86,2,1,6,1,True,1,1,3,1,1,2
30332010,465,2,private,1,1,210,74,49.2,8.53,91,21,5,112,1,1,6,2,True,1,2,3,1,1,2
30860007,466,2,private,1,1,68,21,7.8,1.44,20,12,2,32,1,1,6,1,True,1,1,2,1,2,2
30860007,467,2,private,1,1,80,10,47.4,0.67,23,11,2,34,1,1,6,1,True,1,1,2,5,2,2
30860015,468,1,transit,1,1,122,44,15.4,3.48,48,7,3,55,1,1,3,2,True,0,1,3,1,1,2
30860017,469,1,transit,1,1,121,52,36.8,3.83,30,21,6,51,1,2,3,2,True,1,1,2,6,2,4
30860018,470,1,transit,1,1,152,42,7.6,2.9,132,0,0,132,1,2,3,2,True,0,1,1,1,2,4
30860031,471,2,private,1,1,248,71,22.8,5.01,101,51,5,152,2,2,3,2,True,1,1,3,1,1,1
30860032,472,2,private,1,1,232,57,19.0,4.09,87,51,5,138,2,2,3,2,True,1,1,3,1,1,1
30860033,473,2,private,1,1,59,12,11.4,0.86,5,29,2,34,1,2,3,2,True,1,1,3,10,2,4
30860061,474,2,private,1,1,190,93,34.6,10.19,50,22,6,72,1,1,5,2,False,1,1,2,5,2,3
30860095,475,2,private,1,1,99,3,7.6,0.26,70,0,0,70,1,1,4,2,True,1,1,1,1,2,4
30860141,476,2,private,1,1,93,26,15.2,1.9,24,12,2,36,1,1,5,2,True,1,2,3,1,2,2
30860142,477,2,private,1,1,123,58,15.2,4.74,6,36,4,42,1,1,5,2,True,1,2,3,2,2,2
30860145,478,2,private,1,1,55,13,3.8,0.96,11,8,2,19,2,2,4,2,True,1,1,4,7,1,2
30860149,479,2,private,1,1,187,54,27.2,5.52,49,57,3,106,2,2,4,2,True,1,1,4,5,1,1
30860155,480,1,transit,1,1,61,17,3.8,1.14,28,6,1,34,1,1,4,2,True,1,1,2,1,2,3
30860167,481,2,private,1,1,115,44,11.6,3.74,16,27,4,43,2,2,2,1,True,1,1,4,2,1,2
30860168,482,2,private,1,1,212,62,15.2,4.5,65,33,6,98,2,2,2,2,True,1,1,4,4,1,2
30860181,483,2,private,1,1,73,24,3.8,1.66,63,0,0,63,2,2,4,2,False,1,0,4,5,1,1
30860215,484,2,private,1,1,6,5,0.0,0.47,6,0,0,6,1,1,4,1,True,1,2,4,5,2,2
30860216,485,2,private,1,1,118,36,11.6,2.28,89,0,0,89,1,1,4,2,True,1,3,4,2,2,2
30860227,486,2,private,1,1,135,53,28.2,5.08,25,18,2,43,1,1,6,1,True,1,0,4,7,2,2
30860227,487,2,private,1,1,77,29,17.2,2.47,16,7,2,23,1,1,6,1,True,1,0,4,5,2,2
30860239,488,2,private,1,1,83,26,7.6,1.9,36,12,3,48,2,2,4,2,False,1,1,2,5,2,3
30860240,489,2,private,1,1,129,43,7.6,2.98,33,7,2,40,2,2,4,2,False,1,1,2,4,2,3
30860245,490,2,private,1,1,181,42,14.2,3.35,95,24,4,119,1,1,5,1,True,1,2,2,4,1,4
30860246,491,2,private,1,1,149,37,7.6,3.27,81,16,2,97,1,1,5,1,True,1,2,2,1,1,4
30860250,492,2,private,1,1,213,90,23.0,6.01,73,21,4,94,1,1,6,2,True,1,1,3,1,1,2
